FONUM,Location,Open,Closed,CountA,CountB,Service,CountC,Region2,CountD,Country,SiteCode,Code,Person,DuplicateName,Occupancy,RegionCode,Fields,Month
1107,Floor Japan Marine Corps 338055 338055-2438108,12/28/2018,,4/6/2019 9/9/9999,60,IGT,COURTNEY,B/C,26,OKINAWA,SLOT,2018,4,,,,1107 Floor Japan Marine Corps 338055 338055-2438108|1966 IGT CRYSTAL DUAL MULTI SET 003|12/28/2018|4/6/2019 9/9/9999|60 IGT|COURTNEY B/C|26 OKINAWA|SLOT|2018|4,June 2023
1107,Floor Japan Marine Corps 338058 338058-146185,4/3/2019,,4/6/2019 9/9/9999,60,KON,COURTNEY,B/C,26,OKINAWA,SLOT,2019,4,,,,1107 Floor Japan Marine Corps 338058 338058-146185|3511 KON CONC SELEXION MULTI 12|4/3/2019|4/6/2019 9/9/9999|60 KON|COURTNEY B/C|26 OKINAWA|SLOT|2019|4,June 2023
1107,Floor Japan Marine Corps 338060 338060-146186,4/3/2019,,4/6/2019 9/9/9999,60,KON,COURTNEY,B/C,26,OKINAWA,SLOT,2019,4,,,,1107 Floor Japan Marine Corps 338060 338060-146186|3512 KON CONC SELEXION MULTI 13|4/3/2019|4/6/2019 9/9/9999|60 KON|COURTNEY B/C|26 OKINAWA|SLOT|2019|4,June 2023
1107,Floor Japan Marine Corps 339962 339962-EU0005370,3/18/2023,5/12/2023,60 IGT,COURTNEY,B/C,26,OKINAWA,SLOT,,2023,0,,,,,1107 Floor Japan Marine Corps 339962 339962-EU0005370|1994 IGT PK32 - MULTI DSU_02J|3/18/2023 5/12/2023 9/9/9999|60 IGT|COURTNEY B/C|26 OKINAWA|SLOT|2023|0,June 2023
1107,Floor Japan Marine Corps 339964 339964-EU0005369,3/18/2023,5/12/2023,60 IGT,COURTNEY,B/C,26,OKINAWA,SLOT,,2023,0,,,,,1107 Floor Japan Marine Corps 339964 339964-EU0005369|1996 IGT PK32 - MULTI DSU_03Q|3/18/2023 5/12/2023 9/9/9999|60 IGT|COURTNEY B/C|26 OKINAWA|SLOT|2023|0,June 2023
1107,Floor Japan Marine Corps 339963 339963-EU0005372,3/18/2023,5/12/2023,60 IGT,COURTNEY,B/C,26,OKINAWA,SLOT,,2023,0,,,,,1107 Floor Japan Marine Corps 339963 339963-EU0005372|1995 IGT PK32 - MULTI DSU_03P|3/18/2023 5/12/2023 9/9/9999|60 IGT|COURTNEY B/C|26 OKINAWA|SLOT|2023|0,June 2023
1107,Floor Japan Marine Corps 337358 337358-B170502941,9/30/2017,,4/6/2019 9/9/9999,60,BAL,COURTNEY,B/C,26,OKINAWA,SLOT,2017,5,,,,1107 Floor Japan Marine Corps 337358 337358-B170502941|3204 BAL PRO CURVE QHWR FGF|9/30/2017|4/6/2019 9/9/9999|60 BAL|COURTNEY B/C|26 OKINAWA|SLOT|2017|5,June 2023
1107,Floor Japan Marine Corps 339965 339965-EU0005371,3/18/2023,5/12/2023,60 IGT,COURTNEY,B/C,26,OKINAWA,SLOT,,2023,0,,,,,1107 Floor Japan Marine Corps 339965 339965-EU0005371|1994 IGT PK32 - MULTI DSU_02J|3/18/2023 5/12/2023 9/9/9999|60 IGT|COURTNEY B/C|26 OKINAWA|SLOT|2023|0,June 2023
1107,Floor Japan Marine Corps 336384 336384-446999,12/23/2009,,4/6/2019 9/9/9999,60,NOV,COURTNEY,B/C,26,OKINAWA,SLOT,2009,13,,,,1107 Floor Japan Marine Corps 336384 336384-446999|4008 NOV PREM V+ 3ST MULTI-DENOM|12/23/2009|4/6/2019 9/9/9999|60 NOV|COURTNEY B/C|26 OKINAWA|SLOT|2009|13,June 2023
1107,Floor Japan Marine Corps 336391 336391-447006,12/23/2009,,4/6/2019 9/9/9999,60,NOV,COURTNEY,B/C,26,OKINAWA,SLOT,2009,13,,,,1107 Floor Japan Marine Corps 336391 336391-447006|4008 NOV PREM V+ 3ST MULTI-DENOM|12/23/2009|4/6/2019 9/9/9999|60 NOV|COURTNEY B/C|26 OKINAWA|SLOT|2009|13,June 2023
1107,Floor Japan Marine Corps 336425 336425-642993,9/24/2014,,4/6/2019 9/9/9999,60,NOV,COURTNEY,B/C,26,OKINAWA,SLOT,2014,8,,,,1107 Floor Japan Marine Corps 336425 336425-642993|4007 NOV PREM V+ 1ST MULTI-DENOM|9/24/2014|4/6/2019 9/9/9999|60 NOV|COURTNEY B/C|26 OKINAWA|SLOT|2014|8,June 2023
1107,Floor Japan Marine Corps 336534 336534-5077259,3/12/2015,,4/6/2019 9/9/9999,60,WMS,COURTNEY,B/C,26,OKINAWA,SLOT,2015,8,,,,1107 Floor Japan Marine Corps 336534 336534-5077259|1856 WMS BLADE MULTI CHEST 2|3/12/2015|4/6/2019 9/9/9999|60 WMS|COURTNEY B/C|26 OKINAWA|SLOT|2015|8,June 2023
1107,Floor Japan Marine Corps 337346 337346-B170502947,9/30/2017,,4/6/2019 9/9/9999,60,BAL,COURTNEY,B/C,26,OKINAWA,SLOT,2017,5,,,,1107 Floor Japan Marine Corps 337346 337346-B170502947|3202 BAL PRO CURVE QH B&W FGF|9/30/2017|4/6/2019 9/9/9999|60 BAL|COURTNEY B/C|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 338075 338075-2469253,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338075 338075-2469253|1972 IGT CRYSTAL D - MULTI USW041|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 338256 338256-5169845,7/15/2020,10/10/2020,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2020,2,,,,,1109 Floor Japan Marine Corps 338256 338256-5169845|3665 BAL J43 JIN-JI BAO XI R/F MLP|7/15/2020 10/10/2020 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2020|2,June 2023
1109,Floor Japan Marine Corps 338083 338083-2469249,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338083 338083-2469249|1986 IGT CRYSTAL D - MULTI USW089|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 338081 338081-2469251,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338081 338081-2469251|1989 IGT CRYSTAL D - MULTI USW119|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 338080 338080-2468380,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338080 338080-2468380|1989 IGT CRYSTAL D - MULTI USW119|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 338076 338076-2469248,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338076 338076-2469248|1970 IGT CRYSTAL D - MULTI USW00U|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 338074 338074-2468377,8/2/2019,10/26/2019,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2019,3,,,,,1109 Floor Japan Marine Corps 338074 338074-2468377|1986 IGT CRYSTAL D - MULTI USW089|8/2/2019 10/26/2019 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2019|3,June 2023
1109,Floor Japan Marine Corps 337724 337724-618397,3/14/2014,4/14/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,9,,,,,1109 Floor Japan Marine Corps 337724 337724-618397|3084 NOV DOM PREMIUM ED 3 - 0.01|3/14/2014 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 337719 337719-618392,3/14/2014,4/14/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,9,,,,,1109 Floor Japan Marine Corps 337719 337719-618392|3083 NOV DOM IMPERA HD5/$4.00|3/14/2014 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 338258 338258-5169840,7/15/2020,10/10/2020,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2020,2,,,,,1109 Floor Japan Marine Corps 338258 338258-5169840|3679 BAL J43 JIN JI BAO XI E/T MLP|7/15/2020 10/10/2020 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2020|2,June 2023
1109,Floor Japan Marine Corps 337370 337370-B170502969,9/30/2017,12/2/2017,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337370 337370-B170502969|3625 BAL WAVE 5 TREASURES MLP|9/30/2017 12/2/2017 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 338279 338279-5237346,1/2/2023,,2/8/2023 9/9/9999,60,LNW,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 338279 338279-5237346|3913 LNW KAS RLP HOG WILD|1/2/2023|2/8/2023 9/9/9999|60 LNW|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 337505 337505-B170502939,9/30/2017,1/27/2018,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337505 337505-B170502939|3211 BAL PRO CURVE QHTB7'S 300M MLP|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 338268 338268-EU0002111,11/18/2022,1/11/2023,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2022,0,,,,,1109 Floor Japan Marine Corps 338268 338268-EU0002111|1991 IGT COBALT 27 - MULTI DSU087|11/18/2022 1/11/2023 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2022|0,June 2023
1109,Floor Japan Marine Corps 338269 338269-EU0002134,11/18/2022,1/11/2023,60 IGT,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2022,0,,,,,1109 Floor Japan Marine Corps 338269 338269-EU0002134|1990 IGT COBALT 27 - MULTI DSU086|11/18/2022 1/11/2023 9/9/9999|60 IGT|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2022|0,June 2023
1109,Floor Japan Marine Corps 337364 337364-B170502964,9/30/2017,12/2/2017,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337364 337364-B170502964|3625 BAL WAVE 5 TREASURES MLP|9/30/2017 12/2/2017 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 338275 338275-171007,1/2/2023,1/18/2023,60 KON,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2023,0,,,,,1109 Floor Japan Marine Corps 338275 338275-171007|3813 KON D27 BFJB - TOTEMS|1/2/2023 1/18/2023 9/9/9999|60 KON|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 337368 337368-B170502948,9/30/2017,1/27/2018,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337368 337368-B170502948|3215 BAL PRO CURVE QHBW 300MAX MLP|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 338280 338280-5237345,1/2/2023,,2/8/2023 9/9/9999,60,LNW,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 338280 338280-5237345|3903 LNW KAS CASH FALLS PIRATES TRO|1/2/2023|2/8/2023 9/9/9999|60 LNW|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 338288 338288-5237349,1/2/2023,,2/8/2023 9/9/9999,60,LNW,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 338288 338288-5237349|3914 LNW KAS RLP MEAL TICKET|1/2/2023|2/8/2023 9/9/9999|60 LNW|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 338289 338289-5237351,1/2/2023,,2/8/2023 9/9/9999,60,LNW,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 338289 338289-5237351|3902 LNW KAS CASH FALLS HUO ZHU|1/2/2023|2/8/2023 9/9/9999|60 LNW|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339793 339793-XAR706629,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339793 339793-XAR706629|2204 AIN A620 HAO YUN INGTOTS M-JP|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339794 339794-XAR706634,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339794 339794-XAR706634|2207 AIN A620 HAO YUN TREA MLP M-JP|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339795 339795-XAR706631,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339795 339795-XAR706631|2207 AIN A620 HAO YUN TREA MLP M-JP|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339796 339796-XAR706630,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339796 339796-XAR706630|2261 AIN A620 MULTI WIN 21 (SAP)|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339797 339797-XAR706632,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339797 339797-XAR706632|2261 AIN A620 MULTI WIN 21 (SAP)|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 339961 339961-XAR706636,1/14/2023,,2/8/2023 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2023,0,,,,1109 Floor Japan Marine Corps 339961 339961-XAR706636|2204 AIN A620 HAO YUN INGTOTS M-JP|1/14/2023|2/8/2023 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 338272 338272-171008,1/2/2023,1/18/2023,60 KON,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2023,0,,,,,1109 Floor Japan Marine Corps 338272 338272-171008|3812 KON D27 BFJB - JOY OF RICHES|1/2/2023 1/18/2023 9/9/9999|60 KON|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2023|0,June 2023
1109,Floor Japan Marine Corps 336403 336403-634077,6/11/2014,,7/1/2014 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2014,9,,,,1109 Floor Japan Marine Corps 336403 336403-634077|3083 NOV DOM IMPERA HD5/$4.00|6/11/2014|7/1/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 337373 337373-B170502960,9/30/2017,12/2/2017,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337373 337373-B170502960|3625 BAL WAVE 5 TREASURES MLP|9/30/2017 12/2/2017 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 336402 336402-634075,6/11/2014,,7/1/2014 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2014,9,,,,1109 Floor Japan Marine Corps 336402 336402-634075|3084 NOV DOM PREMIUM ED 3 - 0.01|6/11/2014|7/1/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 337361 337361-B170502953,9/30/2017,1/27/2018,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337361 337361-B170502953|3235 BAL V22/22 5 TREASURES|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 336404 336404-634078,6/11/2014,,7/1/2014 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2014,9,,,,1109 Floor Japan Marine Corps 336404 336404-634078|3084 NOV DOM PREMIUM ED 3 - 0.01|6/11/2014|7/1/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 336418 336418-643000,9/24/2014,10/7/2014,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336418 336418-643000|4007 NOV PREM V+ 1ST MULTI-DENOM|9/24/2014 10/7/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 336419 336419-642992,9/24/2014,10/7/2014,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336419 336419-642992|4008 NOV PREM V+ 3ST MULTI-DENOM|9/24/2014 10/7/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 336420 336420-642999,9/24/2014,10/7/2014,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336420 336420-642999|4007 NOV PREM V+ 1ST MULTI-DENOM|9/24/2014 10/7/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 336421 336421-643001,9/24/2014,10/7/2014,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336421 336421-643001|4011 NOV PREM V+ 6ST MULTI-DENOM|9/24/2014 10/7/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 336422 336422-643003,9/24/2014,3/17/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336422 336422-643003|4007 NOV PREM V+ 1ST MULTI-DENOM|9/24/2014 3/17/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 337311 337311-XAR680396,8/31/2017,,9/5/2020 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2017,5,,,,1109 Floor Japan Marine Corps 337311 337311-XAR680396|3345 AIN A600 HAO YUN TRE (MLP-JP)|8/31/2017|9/5/2020 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 336401 336401-634076,6/11/2014,,7/1/2014 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2014,9,,,,1109 Floor Japan Marine Corps 336401 336401-634076|3083 NOV DOM IMPERA HD5/$4.00|6/11/2014|7/1/2014 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 336426 336426-642990,9/24/2014,5/16/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,8,,,,,1109 Floor Japan Marine Corps 336426 336426-642990|4008 NOV PREM V+ 3ST MULTI-DENOM|9/24/2014 5/16/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|8,June 2023
1109,Floor Japan Marine Corps 337359 337359-B170502952,9/30/2017,1/27/2018,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337359 337359-B170502952|3235 BAL V22/22 5 TREASURES|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 337315 337315-XAR680395,8/31/2017,,9/5/2020 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2017,5,,,,1109 Floor Japan Marine Corps 337315 337315-XAR680395|3345 AIN A600 HAO YUN TRE (MLP-JP)|8/31/2017|9/5/2020 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 337360 337360-B170502954,9/30/2017,1/27/2018,60 BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2017,5,,,,,1109 Floor Japan Marine Corps 337360 337360-B170502954|3235 BAL V22/22 5 TREASURES|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 337304 337304-XAR680397,8/31/2017,,9/5/2020 9/9/9999,60,AIN,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2017,5,,,,1109 Floor Japan Marine Corps 337304 337304-XAR680397|3342 AIN A600 HAO YUN ING (MLP-JP)|8/31/2017|9/5/2020 9/9/9999|60 AIN|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1109,Floor Japan Marine Corps 336603 336603-618389,3/7/2014,4/14/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,9,,,,,1109 Floor Japan Marine Corps 336603 336603-618389|3083 NOV DOM IMPERA HD5/$4.00|3/7/2014 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 336602 336602-618391,3/7/2014,4/14/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,9,,,,,1109 Floor Japan Marine Corps 336602 336602-618391|3084 NOV DOM PREMIUM ED 3 - 0.01|3/7/2014 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 336601 336601-618390,3/7/2014,4/14/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2014,9,,,,,1109 Floor Japan Marine Corps 336601 336601-618390|3083 NOV DOM IMPERA HD5/$4.00|3/7/2014 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2014|9,June 2023
1109,Floor Japan Marine Corps 336542 336542-658750,4/8/2015,5/16/2015,60 NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,,2015,8,,,,,1109 Floor Japan Marine Corps 336542 336542-658750|4007 NOV PREM V+ 1ST MULTI-DENOM|4/8/2015 5/16/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2015|8,June 2023
1109,Floor Japan,4007,NOV,4/8/2015 4/14/2015 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2015,8,,,,1109 Floor Japan|Marine Corps 336541 336541-658749|4007 NOV PREM V+ 1ST MULTI-DENOM|4/8/2015 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2015|8,June 2023
1109,Floor Japan,4008,NOV,4/8/2015 4/14/2015 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2015,8,,,,1109 Floor Japan|Marine Corps 336540 336540-658748|4008 NOV PREM V+ 3ST MULTI-DENOM|4/8/2015 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2015|8,June 2023
1109,Floor Japan,4008,NOV,4/8/2015 4/14/2015 9/9/9999,60,NOV,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2015,8,,,,1109 Floor Japan|Marine Corps 336539 336539-658747|4008 NOV PREM V+ 3ST MULTI-DENOM|4/8/2015 4/14/2015 9/9/9999|60 NOV|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2015|8,June 2023
1109,Floor Japan,3211,BAL,9/30/2017 1/27/2018 9/9/9999,60,BAL,TAIYO,GOLF COURSE,26,OKINAWA,SLOT,2017,5,,,,1109 Floor Japan|Marine Corps 337356 337356-B170502937|3211 BAL PRO CURVE QHTB7'S 300M MLP|9/30/2017 1/27/2018 9/9/9999|60 BAL|TAIYO GOLF COURSE|26 OKINAWA|SLOT|2017|5,June 2023
1111,Floor Japan,1930,IGT,12/28/2018 5/15/2021 9/9/9999,60,IGT,BUTLER,B/C,26,OKINAWA,SLOT,2018,4,,,,1111 Floor Japan|Marine Corps 338052 338052-2372705|1930 IGT AXXIS 23/23 HD8|12/28/2018 5/15/2021 9/9/9999|60 IGT|BUTLER B/C|26 OKINAWA|SLOT|2018|4,June 2023
1111,Floor Japan,3361,AIN,8/31/2017 5/15/2021 9/9/9999,60,AIN,BUTLER,B/C,26,OKINAWA,SLOT,2017,5,,,,1111 Floor Japan|Marine Corps 337308 337308-XAR680388|3361 AIN A600 MEGA CHOICE T(SAP-JP)|8/31/2017 5/15/2021 9/9/9999|60 AIN|BUTLER B/C|26 OKINAWA|SLOT|2017|5,June 2023
1111,Floor Japan,1376,AIN/A560,1/13/2017 5/15/2021 9/9/9999,60,AIN,BUTLER,B/C,26,OKINAWA,SLOT,2017,6,,,,1111 Floor Japan|Marine Corps 337910 337910-XAR672761|1376 AIN/A560 MULTI WIN13 (SAP)|1/13/2017 5/15/2021 9/9/9999|60 AIN|BUTLER B/C|26 OKINAWA|SLOT|2017|6,June 2023
