FONUM,Location,Open,Closed,CountA,CountB,Service,CountC,Region2,CountD,Country,SiteCode,Code,Person,DuplicateName,Occupancy,RegionCode,Fields,Month
3098,Floor Japan Navy,1373,AIN/A560,1/12/2017 5/11/2018 9/9/9999,60,AIN,GALAXIES,,19,SASEBO,SLOT,2017,6,,,,3098 Floor Japan Navy|337675 337675-XAR672712|1373 AIN/A560 MULTI WIN4 (SAP-MJP)|1/12/2017 5/11/2018 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2017|6,June 2023
3098,Floor Japan Navy,3824,KON,2/18/2023 2/24/2023 9/9/9999,60,KON,GALAXIES,,19,SASEBO,SLOT,2023,0,,,,3098 Floor Japan Navy|339483 339483-171051|3824 KON Dragon Treaure Pearls|2/18/2023 2/24/2023 9/9/9999|60 KON|GALAXIES|19 SASEBO|SLOT|2023|0,June 2023
3098,Floor Japan Navy,4018,NOV,11/22/2016 12/31/2016 9/9/9999,60,NOV,GALAXIES,,19,SASEBO,SLOT,2016,6,,,,3098 Floor Japan Navy|337629 337629-196685|4018 NOV NOVOSTAR 6ST MULTI-DENOM|11/22/2016 12/31/2016 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2016|6,June 2023
3098,Floor Japan Navy,4017,NOV,11/22/2016 10/3/2019 9/9/9999,60,NOV,GALAXIES,,19,SASEBO,SLOT,2016,6,,,,3098 Floor Japan Navy|337634 337634-204973|4017 NOV NOVOSTAR 5ST MULTI-DENOM|11/22/2016 10/3/2019 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2016|6,June 2023
3098,Floor Japan Navy,4016,NOV,11/22/2016 12/31/2016 9/9/9999,60,NOV,GALAXIES,,19,SASEBO,SLOT,2016,6,,,,3098 Floor Japan Navy|337627 337627-134319|4016 NOV NOVOSTAR 4ST MULTI-DENOM|11/22/2016 12/31/2016 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2016|6,June 2023
3098,Floor Japan Navy,1993,IGT,3/30/2023 5/10/2023 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2023,0,,,,3098 Floor Japan Navy|338071 338071-MX0003260|1993 IGT PK49 - PROSP LINK - WSRY|3/30/2023 5/10/2023 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2023|0,June 2023
3098,Floor Japan Navy,4018,NOV,11/22/2016 12/31/2016 9/9/9999,60,NOV,GALAXIES,,19,SASEBO,SLOT,2016,6,,,,3098 Floor Japan Navy|337628 337628-194419|4018 NOV NOVOSTAR 6ST MULTI-DENOM|11/22/2016 12/31/2016 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2016|6,June 2023
3098,Floor Japan Navy,1985,IGT,7/6/2019 10/3/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2019,3,,,,3098 Floor Japan Navy|338066 338066-2468369|1985 IGT CRYSTAL D - MULTI USW090|7/6/2019 10/3/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2019|3,June 2023
3098,Floor Japan Navy,1986,IGT,7/6/2019 10/3/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2019,3,,,,3098 Floor Japan Navy|338067 338067-2468372|1986 IGT CRYSTAL D - MULTI USW089|7/6/2019 10/3/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2019|3,June 2023
3098,Floor Japan Navy,1985,IGT,7/6/2019 10/3/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2019,3,,,,3098 Floor Japan Navy|338068 338068-2468374|1985 IGT CRYSTAL D - MULTI USW090|7/6/2019 10/3/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2019|3,June 2023
3098,Floor Japan Navy,3679,BAL,7/31/2020 9/11/2020 9/9/9999,60,BAL,GALAXIES,,19,SASEBO,SLOT,2020,2,,,,3098 Floor Japan Navy|338070 338070-5165836|3679 BAL J43 JIN JI BAO XI E/T MLP|7/31/2020 9/11/2020 9/9/9999|60 BAL|GALAXIES|19 SASEBO|SLOT|2020|2,June 2023
3098,Floor Japan Navy,3820,KON,2/18/2023 2/24/2023 9/9/9999,60,KON,GALAXIES,,19,SASEBO,SLOT,2023,0,,,,3098 Floor Japan Navy|339481 339481-171052|3820 KON D27 Bills & Thrills|2/18/2023 2/24/2023 9/9/9999|60 KON|GALAXIES|19 SASEBO|SLOT|2023|0,June 2023
3098,Floor Japan Navy,3819,KON,2/18/2023 2/24/2023 9/9/9999,60,KON,GALAXIES,,19,SASEBO,SLOT,2023,0,,,,3098 Floor Japan Navy|339482 339482-171053|3819 KON D27 CLASSIC SET 1|2/18/2023 2/24/2023 9/9/9999|60 KON|GALAXIES|19 SASEBO|SLOT|2023|0,June 2023
3098,Floor Japan Navy,4018,NOV,11/22/2016 12/31/2016 9/9/9999,60,NOV,GALAXIES,,19,SASEBO,SLOT,2016,6,,,,3098 Floor Japan Navy|337623 337623-145778|4018 NOV NOVOSTAR 6ST MULTI-DENOM|11/22/2016 12/31/2016 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2016|6,June 2023
3098,Floor Japan Navy,3665,BAL,7/31/2020 9/11/2020 9/9/9999,60,BAL,GALAXIES,,19,SASEBO,SLOT,2020,2,,,,3098 Floor Japan Navy|338069 338069-5169835|3665 BAL J43 JIN-JI BAO XI R/F MLP|7/31/2020 9/11/2020 9/9/9999|60 BAL|GALAXIES|19 SASEBO|SLOT|2020|2,June 2023
3098,Floor Japan Navy,3210,BAL,3/21/2015,4/4/2015,9/9/9999,60,BAL,GALAXIES,,19 SASEBO,SLOT,2015,8,,,3098 Floor Japan Navy|336479 336479-B141219211|3210 BAL PRO CURVE QHBG (MLP)|3/21/2015|4/4/2015 9/9/9999|60 BAL|GALAXIES|19 SASEBO|SLOT|2015|8,June 2023
3098,Floor Japan Navy,1986,IGT,12/22/2018 6/21/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2018,4,,,,3098 Floor Japan Navy|337096 337096-2438174|1986 IGT CRYSTAL D - MULTI USW089|12/22/2018 6/21/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2018|4,June 2023
3098,Floor Japan Navy,1375,AIN/A560,1/12/2017 5/11/2018 9/9/9999,60,AIN,GALAXIES,,19,SASEBO,SLOT,2017,6,,,,3098 Floor Japan Navy|337680 337680-XAR672710|1375 AIN/A560 MULTI WIN5 (SAP-MJP)|1/12/2017 5/11/2018 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2017|6,June 2023
3098,Floor Japan Navy,3210,BAL,3/21/2015,4/4/2015,9/9/9999,60,BAL,GALAXIES,,19 SASEBO,SLOT,2015,8,,,3098 Floor Japan Navy|336478 336478-B141219210|3210 BAL PRO CURVE QHBG (MLP)|3/21/2015|4/4/2015 9/9/9999|60 BAL|GALAXIES|19 SASEBO|SLOT|2015|8,June 2023
3098,Floor Japan Navy,1373,AIN/A560,8/8/2015 8/14/2015 9/9/9999,60,AIN,GALAXIES,,19,SASEBO,SLOT,2015,7,,,,3098 Floor Japan Navy|336637 336637-XAR666058|1373 AIN/A560 MULTI WIN4 (SAP-MJP)|8/8/2015 8/14/2015 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2015|7,June 2023
3098,Floor Japan Navy,1377,AIN/A560,1/26/2017,2/4/2017,9/9/9999,60,AIN,GALAXIES,,19 SASEBO,SLOT,2017,6,,,3098 Floor Japan Navy|336884 336884-XAR672720|1377 AIN/A560 MULTI WIN13 (SAP-MJP)|1/26/2017|2/4/2017 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2017|6,June 2023
3098,Floor Japan Navy,1375,AIN/A560,1/26/2017,2/4/2017,9/9/9999,60,AIN,GALAXIES,,19 SASEBO,SLOT,2017,6,,,3098 Floor Japan Navy|336885 336885-XAR672719|1375 AIN/A560 MULTI WIN5 (SAP-MJP)|1/26/2017|2/4/2017 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2017|6,June 2023
3098,Floor Japan Navy,1375,AIN/A560,1/26/2017,2/4/2017,9/9/9999,60,AIN,GALAXIES,,19 SASEBO,SLOT,2017,6,,,3098 Floor Japan Navy|336887 336887-XAR672718|1375 AIN/A560 MULTI WIN5 (SAP-MJP)|1/26/2017|2/4/2017 9/9/9999|60 AIN|GALAXIES|19 SASEBO|SLOT|2017|6,June 2023
3098,Floor Japan Navy,1992,IGT,3/30/2023 5/10/2023 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2023,0,,,,3098 Floor Japan Navy|336890 336890-EU0005390|1992 IGT PK49 - PROSP LINK - CYHT|3/30/2023 5/10/2023 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2023|0,June 2023
3098,Floor Japan Navy,3126,NOV,3/8/2018,5/5/2018,9/9/9999,60,NOV,GALAXIES,,19 SASEBO,SLOT,2018,5,,,3098 Floor Japan Navy|337087 337087-735347|3126 NOV VIP EDITION 5/$4.00|3/8/2018|5/5/2018 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2018|5,June 2023
3098,Floor Japan Navy,3126,NOV,3/8/2018,5/5/2018,9/9/9999,60,NOV,GALAXIES,,19 SASEBO,SLOT,2018,5,,,3098 Floor Japan Navy|337088 337088-735346|3126 NOV VIP EDITION 5/$4.00|3/8/2018|5/5/2018 9/9/9999|60 NOV|GALAXIES|19 SASEBO|SLOT|2018|5,June 2023
3098,Floor Japan Navy,1967,IGT,12/22/2018 6/21/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2018,4,,,,3098 Floor Japan Navy|337094 337094-2438119|1967 IGT CRYSTAL DUAL MULTI SET 007|12/22/2018 6/21/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2018|4,June 2023
3098,Floor Japan Navy,1968,IGT,12/22/2018 6/21/2019 9/9/9999,60,IGT,GALAXIES,,19,SASEBO,SLOT,2018,4,,,,3098 Floor Japan Navy|337095 337095-2438163|1968 IGT CRYSTAL DUAL MULTI SET 952|12/22/2018 6/21/2019 9/9/9999|60 IGT|GALAXIES|19 SASEBO|SLOT|2018|4,June 2023
3108,Floor Europe Army,3084,NOV,3/6/2014,2/2/2021,9/9/9999,60,NOV,ACE'S,GAME ROOM,47 WIESBADEN,SLOT,2014,9,,,3108 Floor Europe Army|335958 335958-618359|3084 NOV DOM PREMIUM ED 3|3/6/2014|2/2/2021 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2014|9,June 2023
3108,Floor Europe Army,1966,IGT,1/9/2019 4/27/2019 9/9/9999,60,IGT,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2019,4,,,,3108 Floor Europe Army|337568 337568-2438099|1966 IGT CRYSTAL DUAL MULTI SET 003|1/9/2019 4/27/2019 9/9/9999|60 IGT|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2019|4,June 2023
3108,Floor Europe Army,3679,BAL,9/3/2020,4/2/2023,9/9/9999,60,BAL,ACE'S,GAME ROOM,47 WIESBADEN,SLOT,2020,2,,,3108 Floor Europe Army|337587 337587-5169766|3679 BAL J43 JIN JI BAO XI E/T MLP|9/3/2020|4/2/2023 9/9/9999|60 BAL|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2020|2,June 2023
3108,Floor Europe Army,3665,BAL,9/3/2020,4/2/2023,9/9/9999,60,BAL,ACE'S,GAME ROOM,47 WIESBADEN,SLOT,2020,2,,,3108 Floor Europe Army|337584 337584-5169763|3665 BAL J43 JIN-JI BAO XI R/F MLP|9/3/2020|4/2/2023 9/9/9999|60 BAL|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2020|2,June 2023
3108,Floor Europe Army,1968,IGT,1/9/2019 4/27/2019 9/9/9999,60,IGT,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2019,4,,,,3108 Floor Europe Army|337571 337571-2438124|1968 IGT CRYSTAL DUAL MULTI SET 952|1/9/2019 4/27/2019 9/9/9999|60 IGT|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2019|4,June 2023
3108,Floor Europe Army,3084,NOV,12/21/2016,2/2/2021,9/9/9999,60,NOV,ACE'S,GAME ROOM,47 WIESBADEN,SLOT,2016,6,,,3108 Floor Europe Army|337177 337177-710735|3084 NOV DOM PREMIUM ED 3|12/21/2016|2/2/2021 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2016|6,June 2023
3108,Floor Europe Army,4018,NOV,9/16/2016 6/14/2019 9/9/9999,60,NOV,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2016,6,,,,3108 Floor Europe Army|337163 337163-380091|4018 NOV NOVOSTAR 6ST MULTI-DENOM|9/16/2016 6/14/2019 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2016|6,June 2023
3108,Floor Europe Army,4018,NOV,9/16/2016 11/19/2016 9/9/9999,60,NOV,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2016,6,,,,3108 Floor Europe Army|337162 337162-380087|4018 NOV NOVOSTAR 6ST MULTI-DENOM|9/16/2016 11/19/2016 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2016|6,June 2023
3108,Floor Europe Army,4017,NOV,9/16/2016 1/24/2020 9/9/9999,60,NOV,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2016,6,,,,3108 Floor Europe Army|337154 337154-196696|4017 NOV NOVOSTAR 5ST MULTI-DENOM|9/16/2016 1/24/2020 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2016|6,June 2023
3108,Floor Europe Army,4018,NOV,9/16/2016 1/24/2020 9/9/9999,60,NOV,ACE'S,GAME ROOM,47,WIESBADEN,SLOT,2016,6,,,,3108 Floor Europe Army|337159 337159-353785|4018 NOV NOVOSTAR 6ST MULTI-DENOM|9/16/2016 1/24/2020 9/9/9999|60 NOV|ACE'S GAME ROOM|47 WIESBADEN|SLOT|2016|6,June 2023
3132,Floor Europe Army,1966,IGT,1/9/2019,3/3/2023,9/9/9999,60,IGT,DEL,DIN C/C,4 VICENZA,SLOT,2019,4,,,3132 Floor Europe Army|337256 337256-2438104|1966 IGT CRYSTAL DUAL MULTI SET 003|1/9/2019|3/3/2023 9/9/9999|60 IGT|DEL DIN C/C|4 VICENZA|SLOT|2019|4,June 2023
3132,Floor Europe Army,3211,BAL,11/17/2017,6/1/2018,9/9/9999,60,BAL,DEL,DIN C/C,4 VICENZA,SLOT,2017,5,,,3132 Floor Europe Army|337818 337818-B170502997|3211 BAL PRO CURVE QHTB7'S 300M MLP|11/17/2017|6/1/2018 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2017|5,June 2023
3132,Floor Europe Army,3210,BAL,11/17/2017,6/1/2018,9/9/9999,60,BAL,DEL,DIN C/C,4 VICENZA,SLOT,2017,5,,,3132 Floor Europe Army|337817 337817-B170502996|3210 BAL PRO CURVE QHBG 300MAX MLP|11/17/2017|6/1/2018 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2017|5,June 2023
3132,Floor Europe Army,3665,BAL,10/2/2020,8/3/2021,9/9/9999,60,BAL,DEL,DIN C/C,4 VICENZA,SLOT,2020,2,,,3132 Floor Europe Army|337268 337268-5169772|3665 BAL J43 JIN-JI BAO XI R/F MLP|10/2/2020|8/3/2021 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2020|2,June 2023
3132,Floor Europe Army,3679,BAL,10/2/2020,8/3/2021,9/9/9999,60,BAL,DEL,DIN C/C,4 VICENZA,SLOT,2020,2,,,3132 Floor Europe Army|337267 337267-5169854|3679 BAL J43 JIN JI BAO XI E/T MLP|10/2/2020|8/3/2021 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2020|2,June 2023
3132,Floor Europe Army,1970,IGT,7/4/2019 11/21/2019 9/9/9999,60,IGT,DEL,DIN C/C,4,VICENZA,SLOT,2019,3,,,,3132 Floor Europe Army|337266 337266-2469240|1970 IGT CRYSTAL D - MULTI USW00U|7/4/2019 11/21/2019 9/9/9999|60 IGT|DEL DIN C/C|4 VICENZA|SLOT|2019|3,June 2023
3132,Floor Europe Army,1969,IGT,1/9/2019,3/3/2023,9/9/9999,60,IGT,DEL,DIN C/C,4 VICENZA,SLOT,2019,4,,,3132 Floor Europe Army|337259 337259-2438172|1969 IGT CRYSTAL DUAL MULTI SET 00T|1/9/2019|3/3/2023 9/9/9999|60 IGT|DEL DIN C/C|4 VICENZA|SLOT|2019|4,June 2023
3132,Floor Europe Army,1968,IGT,1/9/2019 4/17/2019 9/9/9999,60,IGT,DEL,DIN C/C,4,VICENZA,SLOT,2019,4,,,,3132 Floor Europe Army|337258 337258-2438160|1968 IGT CRYSTAL DUAL MULTI SET 952|1/9/2019 4/17/2019 9/9/9999|60 IGT|DEL DIN C/C|4 VICENZA|SLOT|2019|4,June 2023
3132,Floor Europe Army,1987,IGT,1/9/2019 4/17/2019 9/9/9999,60,IGT,DEL,DIN C/C,4,VICENZA,SLOT,2019,4,,,,3132 Floor Europe Army|337257 337257-2438116|1987 IGT CRYSTAL D - MULTI USW015|1/9/2019 4/17/2019 9/9/9999|60 IGT|DEL DIN C/C|4 VICENZA|SLOT|2019|4,June 2023
3132,Floor Europe Army,4018,NOV,9/27/2016 1/19/2018 9/9/9999,60,NOV,DEL,DIN C/C,4,VICENZA,SLOT,2016,6,,,,3132 Floor Europe Army|336852 336852-128930|4018 NOV NOVOSTAR 6ST MULTI-DENOM|9/27/2016 1/19/2018 9/9/9999|60 NOV|DEL DIN C/C|4 VICENZA|SLOT|2016|6,June 2023
3132,Floor Europe Army,3210,BAL,3/6/2015 3/15/2018 9/9/9999,60,BAL,DEL,DIN C/C,4,VICENZA,SLOT,2015,8,,,,3132 Floor Europe Army|336340 336340-B141219233|3210 BAL PRO CURVE QHBG 300MAX MLP|3/6/2015 3/15/2018 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2015|8,June 2023
3132,Floor Europe Army,3210,BAL,3/6/2015 3/15/2018 9/9/9999,60,BAL,DEL,DIN C/C,4,VICENZA,SLOT,2015,8,,,,3132 Floor Europe Army|336339 336339-B141219232|3210 BAL PRO CURVE QHBG 300MAX MLP|3/6/2015 3/15/2018 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2015|8,June 2023
3132,Floor Europe Army,3092,NOV,10/13/2017 6/22/2023 9/9/9999,60,NOV,DEL,DIN C/C,4,VICENZA,SLOT,2017,5,,,,3132 Floor Europe Army|336071 336071-735487|3092 NOV CONCURVE ED 4|10/13/2017 6/22/2023 9/9/9999|60 NOV|DEL DIN C/C|4 VICENZA|SLOT|2017|5,June 2023
3132,Floor Europe Army,3092,NOV,10/13/2017 6/22/2023 9/9/9999,60,NOV,DEL,DIN C/C,4,VICENZA,SLOT,2017,5,,,,3132 Floor Europe Army|336070 336070-735486|3092 NOV CONCURVE ED 4|10/13/2017 6/22/2023 9/9/9999|60 NOV|DEL DIN C/C|4 VICENZA|SLOT|2017|5,June 2023
3132,Floor Europe Army,3210,BAL,9/6/2014 3/15/2018 9/9/9999,60,BAL,DEL,DIN C/C,4,VICENZA,SLOT,2014,8,,,,3132 Floor Europe Army|335959 335959-B140505730|3210 BAL PRO CURVE QHBG 300MAX MLP|9/6/2014 3/15/2018 9/9/9999|60 BAL|DEL DIN C/C|4 VICENZA|SLOT|2014|8,June 2023
3132,Floor Europe Army,1869,WMS,5/20/2015 2/15/2018 9/9/9999,60,WMS,DEL,DIN C/C,4,VICENZA,SLOT,2015,8,,,,3132 Floor Europe Army|336855 336855-5077244|1869 WMS BLADE MULTI CHEST 6|5/20/2015 2/15/2018 9/9/9999|60 WMS|DEL DIN C/C|4 VICENZA|SLOT|2015|8,June 2023
3146,Floor Japan Navy,3210,BAL,10/20/2015 10/25/2015 9/9/9999,60,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336955 336955-B150734274|3210 BAL PRO CURVE QHBG 300MAX MLP|10/20/2015 10/25/2015 9/9/9999|60 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,2202,AIN,2/1/2020 7/15/2020 9/9/9999,60,AIN,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2020,3,,,,3146 Floor Japan Navy|338188 338188-XAR697379|2202 AIN A620 HAO YUN INGOTS SAP-MJ|2/1/2020 7/15/2020 9/9/9999|60 AIN|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2020|3,June 2023
3146,Floor Japan Navy,2205,AIN,2/1/2020 7/15/2020 9/9/9999,60,AIN,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2020,3,,,,3146 Floor Japan Navy|338185 338185-XAR697383|2205 AIN A620 HAO YUN TREA MLP M-JP|2/1/2020 7/15/2020 9/9/9999|60 AIN|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2020|3,June 2023
3146,Floor Japan Navy,2223,AIN,2/1/2020 2/14/2020 9/9/9999,60,AIN,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2020,3,,,,3146 Floor Japan Navy|338183 338183-XAR697365|2223 AIN A620 M/CHOICE-T SAP M-JP|2/1/2020 2/14/2020 9/9/9999|60 AIN|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2020|3,June 2023
3146,Floor Japan Navy,1930,IGT,12/15/2018 3/15/2019 9/9/9999,60,IGT,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2018,4,,,,3146 Floor Japan Navy|338042 338042-2371891|1930 IGT AXXIS 23/23 HD8|12/15/2018 3/15/2019 9/9/9999|60 IGT|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2018|4,June 2023
3146,Floor Japan Navy,1968,IGT,12/15/2018 4/19/2019 9/9/9999,60,IGT,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2018,4,,,,3146 Floor Japan Navy|337396 337396-2438164|1968 IGT CRYSTAL DUAL MULTI SET 952|12/15/2018 4/19/2019 9/9/9999|60 IGT|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2018|4,June 2023
3146,Floor Japan Navy,1950,IGT,9/22/2018 10/12/2018 9/9/9999,60,IGT,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2018,4,,,,3146 Floor Japan Navy|337387 337387-2421680|1950 IGT CRYSTAL/DUAL MULTI 701|9/22/2018 10/12/2018 9/9/9999|60 IGT|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2018|4,June 2023
3146,Floor Japan Navy,3501,KON,10/18/2017 12/8/2017 9/9/9999,60,KON,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2017,5,,,,3146 Floor Japan Navy|337381 337381-132626|3501 KON CONC SELEXION 2|10/18/2017 12/8/2017 9/9/9999|60 KON|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2017|5,June 2023
3146,Floor Japan Navy,3254,BAL,11/11/2016 7/14/2017 9/9/9999,60,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2016,6,,,,3146 Floor Japan Navy|337286 337286-B160874470|3254 BAL V22/22 88 FORTUNES MLP|11/11/2016 7/14/2017 9/9/9999|60 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2016|6,June 2023
3146,Floor Japan Navy,2223,AIN,2/1/2020 2/14/2020 9/9/9999,60,AIN,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2020,3,,,,3146 Floor Japan Navy|338189 338189-XAR697363|2223 AIN A620 M/CHOICE-T SAP M-JP|2/1/2020 2/14/2020 9/9/9999|60 AIN|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2020|3,June 2023
3146,Floor Japan Navy,3254,BAL,10/20/2015 10/25/2015 9/9/9999,60,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336956 336956-B150734280|3254 BAL V22/22 88 FORTUNES MLP|10/20/2015 10/25/2015 9/9/9999|60 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,3210,BAL,10/20/2015 10/25/2015 9/9/9999,60,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336959 336959-B150734276|3210 BAL PRO CURVE QHBG 300MAX MLP|10/20/2015 10/25/2015 9/9/9999|60 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,3229,BAL,10/20/2015 10/25/2015 9/9/9999,60,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336954 336954-B150734277|3229 BAL V22/22 AMERICAN ORIGINAL|10/20/2015 10/25/2015 9/9/9999|60 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,4010,NOV,8/12/2015 10/25/2015 9/9/9999,60,NOV,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336751 336751-669530|4010 NOV PREM V+ 5ST MULTI-DENOM|8/12/2015 10/25/2015 9/9/9999|60 NOV|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,4011,NOV,8/12/2015 10/25/2015 9/9/9999,60,NOV,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336753 336753-669527|4011 NOV PREM V+ 6ST MULTI-DENOM|8/12/2015 10/25/2015 9/9/9999|60 NOV|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,4007,NOV,8/12/2015 10/25/2015 9/9/9999,60,NOV,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336757 336757-669540|4007 NOV PREM V+ 1ST MULTI-DENOM|8/12/2015 10/25/2015 9/9/9999|60 NOV|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,4010,NOV,8/12/2015 10/25/2015 9/9/9999,60,NOV,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336758 336758-669543|4010 NOV PREM V+ 5ST MULTI-DENOM|8/12/2015 10/25/2015 9/9/9999|60 NOV|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3146,Floor Japan Navy,3254,BAL,9/11/2015 2/26/2016 9/9/9999,66,BAL,YOKOSUKA,B/C,18,YOKOSUKA,SLOT,2015,7,,,,3146 Floor Japan Navy|336782 336782-B130277982|3254 BAL V22/22 88 FORTUNES MLP|9/11/2015 2/26/2016 9/9/9999|66 BAL|YOKOSUKA B/C|18 YOKOSUKA|SLOT|2015|7,June 2023
3147,Floor Japan Navy,2205,AIN,2/1/2020 3/12/2020 9/9/9999,60,AIN,CLUB,ALLIANCE,18,YOKOSUKA,SLOT,2020,3,,,,3147 Floor Japan Navy|338190 338190-XAR697382|2205 AIN A620 HAO YUN TREA MLP M-JP|2/1/2020 3/12/2020 9/9/9999|60 AIN|CLUB ALLIANCE|18 YOKOSUKA|SLOT|2020|3,June 2023
3147,Floor Japan Navy,3210,BAL,9/11/2015,3/5/2016,9/9/9999,66,BAL,CLUB,ALLIANCE,18 YOKOSUKA,SLOT,2015,7,,,3147 Floor Japan Navy|336777 336777-B130277977|3210 BAL PRO CURVE QHBG 300MAX MLP|9/11/2015|3/5/2016 9/9/9999|66 BAL|CLUB ALLIANCE|18 YOKOSUKA|SLOT|2015|7,June 2023
