Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Years_in_Storage,Month,Age,Age_int,Years_in_Storage_int
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337597,60,LNW KAS DANCING DRUMS PROSPERI,3905,,,337597-5237211,,January 2023,,,0
Europe,47,WIESBADEN,2970,WIESBADEN FIELD OFFICE,337598,60,LNW KAS CASH FALLS HUO ZHU,3902,,,337598-5237212,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338100,60,BAL J43 DOUBLE BLESSINGS MLP,3652,,,338100-5130266,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,337389,60,KON CONC SELEXION 4,3503,,,337389-142063,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,339995,60,AIN A620 HAO YUN TREA MLP M-JP,2205,,,339995-XAR706676,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338099,60,BAL J43 DANCING DRUMS MLP,3655,,,338099-5130265,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338098,60,AIN A620 HAO YUN INGOTS SAP-MJ,2202,,,338098-XAR706675,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338097,60,AIN A620 HAO YUN INGOTS SAP-MJ,2202,,,338097-XAR706674,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338046,60,KON CONC SELEXION MULTI 13,3512,,,338046-146210,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,338043,60,KON CONC SELEXION MULTI 10,3509,,,338043-146207,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,337386,60,IGT CRYSTAL/DUAL MULTI 702,1951,,,337386-2421681,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,337380,60,KON CONC SELEXION 2,3501,,,337380-132625,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336783,66,BAL V22/22 AMERICAN ORIGINAL,3229,,,336783-B130277979,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336779,66,BAL V22/22 AMERICAN ORIGINAL,3229,,,336779-B130277980,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,336778,66,BAL PRO CURVE QHBG (SAP),3221,,,336778-B130277975,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,335392,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,335392-346875,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,116226,740,IBM SUREPOS 4852,2038,,,116226-41D3340,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,339996,60,AIN A620 MULTI WIN 21 (SAP),2261,,,339996-XAR706677,,January 2023,,,0
Japan,18,YOKOSUKA,2980,YOKOSUKA FIELD OFFICE,337388,60,KON CONC SELEXION MULTI 7,3506,,,337388-142062,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336482,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336482-XAR662458,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336487,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336487-XAR662463,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336486,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336486-XAR662462,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336485,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,,,336485-XAR662461,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336483,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336483-XAR662459,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336481,60,BAL V22/22 AMERICAN ORIGINAL,3229,,,336481-B141219213,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,334959,70,DIEBOLD ACM,9001,,,334959-R106205-38896,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,334909,70,ITC Smart Card Dispenser,1018,,,334909-490533687,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,332953,70,DIEBOLD ACM,9001,,,332953-R10620538898,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,132984,740,IBM SUREPOS 4852,2038,,,132984-41D3347,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,117482,740,IBM SUREPOS 4852,2038,,,117482-41D2471,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,116225,740,IBM SUREPOS 4852,2038,,,116225-41D3379,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336484,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,,,336484-XAR662460,,January 2023,,,0
Japan,19,SASEBO,2981,SASEBO FIELD OFFICE,336477,60,WMS BLADE MULTI CHEST 2,1856,,,336477-5077266,,January 2023,,,0
Europe,49,EDO LAB,3029,EDO TECH CENTER,334403,70,e-Cash ACM,9006,,,334403-7070892,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,337253,60,IGT CRYSTAL/DUAL MULTI 701,1950,,,337253-2384717,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338195,70,M3T ACK,9008,,,338195-222011246,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338989,60,AIN A600 MEGA CHOICE T(SAP-MJ),3361,,,338989-XAR680321,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338362,60,KON D27 Ru Yi Wheel Panda,3821,,,338362-171046,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338361,60,KON D27 Ru Yi Wheel Lion,3822,,,338361-171045,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338197,70,M3T ACK,9008,,,338197-222011248,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,337122,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,,,337122-134029,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,337119,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,,,337119-173362,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,336216,60,WMS BBII MULTI GAME CHEST 7,1843,,,336216-W2228433,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,335690,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,335690-345247,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,333543,70,ITC Smart Card Dispenser,1018,,,333543-26967,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,337216,60,BAL PRO CURVE QHBG (MLP),3216,,,337216-B160566467,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,130588,740,IBM SUREPOS 4852,2038,,,130588-41D2459,,January 2023,,,0
Europe,31,ANSBACH,3141,ANSBACH F.O.,338196,70,M3T ACK,9008,,,338196-222011247,1,January 2023,0,0,1
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337977,60,KON CONC SELEXION MULTI 7,3506,10/31/2018,2/3/2023,337977-142048,4,February 2023,,,4
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337985,60,IGT Curve Ocean Magic Grand,1960,1/19/2019,12/1/2022,337985-2445341,4,February 2023,,,4
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337998,60,KON CONC SELEXION MULTI 13,3512,3/20/2019,2/3/2023,337998-146272,14,February 2023,13,13,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,338138,70,M3T ACK,9008,8/6/2022,8/6/2022,338138-222011245,32,February 2023,32,32,32
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,338199,70,M3T ACK,9008,8/6/2022,8/6/2022,338199-222011250,1,February 2023,0,0,1
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337888,60,IGT CRYSTAL D - MULTI SET 003,1966,12/7/2017,2/3/2023,337888-2384713,2,February 2023,2,2,2
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,338200,70,M3T ACK,9008,8/6/2022,8/6/2022,338200-222011251,14,February 2023,14,14,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,338198,70,M3T ACK,9008,8/6/2022,8/6/2022,338198-222011249,20,February 2023,3,3,20
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337972,60,IGT CRYSTAL D - MULTI SET 007,1967,12/7/2017,2/3/2023,337972-2384753,23,February 2023,2,2,23
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337583,70,COUNTR ACK,9007,9/18/2019,1/2/2023,337583-10-03-01333,31,February 2023,1,1,31
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337889,60,IGT CRYSTAL D - MULTI SET 003,1966,12/7/2017,2/3/2023,337889-2384714,30,February 2023,1,1,30
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337887,60,IGT AXXIS 23/23 HD8.1,1933,12/7/2017,2/3/2023,337887-2367939,10,February 2023,1,1,10
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337886,60,IGT AXXIS 23/23 HD8,1930,12/7/2017,2/3/2023,337886-2241157,9,February 2023,5,5,9
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339751,70,M3T ACK,9008,2/2/2023,2/2/2023,339751-222091518,10,February 2023,0,0,10
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339930,70,M3T ACK,9008,2/2/2023,2/2/2023,339930-222091526,11,February 2023,0,0,11
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337890,60,IGT CRYSTAL D - MULTI SET 007,1967,12/7/2017,2/3/2023,337890-2384752,12,February 2023,5,5,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339926,70,M3T ACK,9008,2/23/2023,2/23/2023,339926-222091522,5,February 2023,1,1,5
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337582,60,IGT AXXIS 3D REEF OF RICHES,1911,7/2/2019,10/7/2022,337582-2145414,12,February 2023,1,1,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335969,60,BAL V22/22 QHW BLUE 600MAX MLP,3253,9/11/2014,3/25/2022,335969-B140299895,15,February 2023,8,8,15
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339934,70,M3T ACK,9008,2/23/2023,2/23/2023,339934-222091530,16,February 2023,0,0,16
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339933,70,M3T ACK,9008,2/23/2023,2/23/2023,339933-222091529,17,February 2023,0,0,17
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339932,70,M3T ACK,9008,2/23/2023,2/23/2023,339932-222091528,8,February 2023,1,1,8
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339931,70,M3T ACK,9008,2/2/2023,2/2/2023,339931-222091527,19,February 2023,0,0,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339928,70,M3T ACK,9008,2/23/2023,2/23/2023,339928-222091524,20,February 2023,0,0,20
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339927,70,M3T ACK,9008,2/23/2023,2/23/2023,339927-222091523,21,February 2023,0,0,21
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339915,60,KON D27 Ru Yi Wheel Lion,3822,12/14/2022,12/14/2022,339915-171017,22,February 2023,0,0,22
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339925,70,M3T ACK,9008,2/2/2023,2/2/2023,339925-222091521,23,February 2023,0,0,23
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339924,70,M3T ACK,9008,2/2/2023,2/2/2023,339924-222091520,24,February 2023,0,0,24
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339923,70,M3T ACK,9008,2/23/2023,2/23/2023,339923-222091519,25,February 2023,0,0,25
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339918,60,KON D27 Classic Multi Game,3819,12/14/2022,12/14/2022,339918-171020,187,February 2023,1,1,187
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339917,60,KON Classics 2 Multi Game,3823,12/14/2022,12/14/2022,339917-171019,0,February 2023,,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339916,60,KON D27 Ru Yi Wheel Panda,3821,12/14/2022,12/14/2022,339916-171018,0,February 2023,,,0
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,339929,70,M3T ACK,9008,2/23/2023,2/23/2023,339929-222091525,1,February 2023,2,2,1
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333092,60,IGT FENG SHUI 10C 25L .01,1283,12/2/2004,12/1/2022,333092-1406879,164,February 2023,81,81,164
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333827,60,IGT iGAME AZTEC TEMPLE 243 01,579,8/26/2004,12/1/2022,333827-1384068,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333422,70,ITC Smart Card Dispenser,1018,10/28/2003,11/5/2022,333422-23703,19,February 2023,,,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333421,70,ITC Smart Card Dispenser,1018,10/28/2003,1/2/2023,333421-23736,19,February 2023,,,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333420,70,ITC Smart Card Dispenser,1018,10/28/2003,11/5/2022,333420-23705,19,February 2023,,,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333419,70,ITC Smart Card Dispenser,1018,10/28/2003,10/11/2019,333419-23737,19,February 2023,,,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333229,70,DIEBOLD ACM,9001,8/11/2004,1/2/2023,333229-R10620538060,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333889,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/9/2004,2/3/2023,333889-1406874,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333103,60,IGT iGAME AZTEC TEMPLE 243 01,579,12/10/2004,2/17/2023,333103-1406882,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,332960,70,DIEBOLD ACM,9001,4/2/2003,1/2/2023,332960-R0106205-38756,19,February 2023,,,19
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333040,70,ITC Smart Card Dispenser,1018,8/26/2004,11/5/2022,333040-26951,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,332949,70,DIEBOLD ACM,9001,1/11/2003,1/5/2023,332949-R10620538062,20,February 2023,,,20
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130615,740,IBM SUREPOS 4852,2038,10/15/2010,11/5/2022,130615-41C8496,12,February 2023,,,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130612,740,IBM SUREPOS 4852,2038,10/15/2010,11/5/2022,130612-41C8027,12,February 2023,,,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336035,60,WMS BBII MULTI GAME CHEST 5,1841,7/30/2009,1/15/2021,336035-W2228394,13,February 2023,,,13
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,337551,60,BAL PRO CURVE QHTB7'S (MLP),3211,11/18/2017,8/27/2022,337551-B170502973,5,February 2023,,,5
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333165,70,DIEBOLD ACM,9001,9/4/2004,1/5/2023,333165-38850,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335470,70,DIEBOLD ACM,9001,8/24/2006,3/13/2007,335470-R106205-38698,16,February 2023,,,16
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130582,740,IBM SUREPOS 4852,2038,10/15/2010,6/14/2013,130582-41C8993,12,February 2023,,,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,130620,740,IBM SUREPOS 4852,2038,10/15/2010,5/5/2021,130620-41D3295,12,February 2023,,,12
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336114,60,NOV PREM V+ 1ST MULTI-DENOM,4007,10/17/2008,2/15/2023,336114-345274,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335870,60,NOV PREM V+ 6ST MULTI-DENOM,4011,10/15/2008,7/29/2022,335870-345253,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333896,60,IGT GAME KING CL IFACE 210,228,11/9/2004,5/9/2021,333896-1406883,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,335499,70,ITC Smart Card Dispenser,1018,9/17/2015,2/4/2023,335499-C351530852,7,February 2023,,,7
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,336016,60,WMS BBII MULTI GAME CHEST 6,1842,10/16/2008,1/15/2021,336016-W2204501,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334842,60,NOV PREM V+ 5ST MULTI-DENOM,4010,10/16/2008,2/17/2023,334842-345228,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334833,60,NOV PREM V+ 6ST MULTI-DENOM,4011,6/6/2008,2/15/2023,334833-358348,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334829,60,NOV PREM V+ 1ST MULTI-DENOM,4007,6/6/2008,2/17/2023,334829-358343,14,February 2023,,,14
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334216,70,ITC Smart Card Dispenser,1018,1/6/2005,1/2/2023,334216-390431650,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,334117,60,IGT GAME KING CL IFACE 210,228,1/13/2005,1/4/2020,334117-1406859,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333983,70,ITC Smart Card Dispenser,1018,2/17/2005,2/4/2023,333983-390431649,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333948,60,IGT iGAME CARNIVAL MYS 243 01,580,8/31/2004,2/17/2023,333948-1384435,18,February 2023,,,18
Europe,2,KAISERSLAUTERN,232,KAISERSLAUTERN F. O.,333906,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/9/2004,2/16/2023,333906-1407534,18,February 2023,,,18
Europe,4,VICENZA,333,VICENZA F. O.,336074,60,KON CONC SELEXION 2,3501,10/24/2017,1/26/2023,336074-132653,5,February 2023,,,5
Europe,4,VICENZA,333,VICENZA F. O.,337260,60,KON CONC SELEXION MULTI 10,3509,3/9/2019,1/26/2023,337260-146190,3,February 2023,,,3
Europe,4,VICENZA,333,VICENZA F. O.,337261,60,KON CONC SELEXION MULTI 2,3501,3/9/2019,1/26/2023,337261-146191,3,February 2023,,,3
Europe,4,VICENZA,333,VICENZA F. O.,337264,60,IGT CRYSTAL D - MULTI SET 007,1967,7/4/2019,1/19/2023,337264-2468363,3,February 2023,,,3
Europe,4,VICENZA,333,VICENZA F. O.,337265,60,IGT CRYSTAL D - MULTI USW00U,1970,7/4/2019,1/19/2023,337265-2469234,3,February 2023,,,3
Europe,4,VICENZA,333,VICENZA F. O.,339945,60,LNW KAS DANCING DRUMS PROSPERI,3905,1/13/2023,1/13/2023,339945-5237222,0,February 2023,,,0
Europe,4,VICENZA,333,VICENZA F. O.,339946,60,LNW KAS DANCING DRUMS PROSPERI,3905,1/13/2023,1/13/2023,339946-5237223,0,February 2023,,,0
Europe,4,VICENZA,333,VICENZA F. O.,339947,60,LNW KAS RLP MEAL TICKET,3914,1/13/2023,1/13/2023,339947-5237224,0,February 2023,,,0
Europe,4,VICENZA,333,VICENZA F. O.,337259,60,IGT CRYSTAL DUAL MULTI SET 00T,1969,1/9/2019,1/19/2023,337259-2438172,4,February 2023,,,4
Europe,4,VICENZA,333,VICENZA F. O.,339948,60,LNW KAS RLP HOG WILD,3913,1/13/2023,1/13/2023,339948-5237225,0,February 2023,,,0
Europe,4,VICENZA,333,VICENZA F. O.,131727,740,IBM SUREPOS 4852,2038,10/15/2010,4/20/2021,131727-41D3169,12,February 2023,,,12
Europe,4,VICENZA,333,VICENZA F. O.,337256,60,IGT CRYSTAL DUAL MULTI SET 003,1966,1/9/2019,1/19/2023,337256-2438104,4,February 2023,,,4
Europe,4,VICENZA,333,VICENZA F. O.,333167,70,ITC Smart Card Dispenser,1018,8/31/2004,4/22/2016,333167-26962,18,February 2023,,,18
Europe,4,VICENZA,333,VICENZA F. O.,334367,60,NOV PREM V+ 6ST MULTI-DENOM,4011,10/15/2008,10/2/2021,334367-345237,14,February 2023,,,14
Europe,4,VICENZA,333,VICENZA F. O.,335880,60,NOV PREM V+ 5ST MULTI-DENOM,4010,6/12/2008,11/2/2022,335880-358338,14,February 2023,,,14
Europe,4,VICENZA,333,VICENZA F. O.,336073,60,KON CONC SELEXION MULTI 12,3511,10/24/2017,1/26/2023,336073-132652,5,February 2023,,,5
Europe,4,VICENZA,333,VICENZA F. O.,336858,60,BAL PRO CURVE QHTB7'S (MLP),3217,6/2/2015,11/2/2022,336858-B141219244,7,February 2023,,,7
Europe,4,VICENZA,333,VICENZA F. O.,336118,60,WMS BBII INVDRS PLANET MOOLAH,1428,10/17/2008,11/2/2022,336118-W2204502,14,February 2023,,,14
Europe,4,VICENZA,333,VICENZA F. O.,130634,740,IBM SUREPOS 4852,2038,10/15/2010,3/4/2021,130634-41D2752,12,February 2023,,,12
Europe,4,VICENZA,333,VICENZA F. O.,336859,60,BAL PRO CURVE QHBG (MLP),3216,6/2/2015,11/2/2022,336859-B141219245,7,February 2023,,,7
Europe,10,GARMISCH,614,GARMISCH F. O.,130617,740,IBM SUREPOS 4852,2038,10/15/2010,8/7/2012,130617-41C8871,12,February 2023,,,12
Europe,10,GARMISCH,614,GARMISCH F. O.,333219,70,DIEBOLD ACM,9001,8/11/2004,1/26/2023,333219-R10620538728,18,February 2023,,,18
Europe,10,GARMISCH,614,GARMISCH F. O.,333058,70,DIEBOLD ACM,9001,6/14/2003,1/26/2023,333058-R10620538292,19,February 2023,,,19
Korea,20,SEOUL,841,SEOUL FO,124647,740,IBM SUREPOS 4852,2038,9/28/2010,3/5/2020,124647-41D5498,12,February 2023,,,12
Korea,20,SEOUL,841,SEOUL FO,337493,60,IGT CRYSTAL D - MULTI SET 003,1966,7/19/2019,1/19/2023,337493-2468386,3,February 2023,,,3
Korea,20,SEOUL,841,SEOUL FO,337492,60,IGT CRYSTAL D - MULTI SET 003,1966,7/19/2019,1/19/2023,337492-2468657,3,February 2023,,,3
Korea,20,SEOUL,841,SEOUL FO,337491,60,IGT CRYSTAL D - MULTI SET 003,1966,7/19/2019,1/19/2023,337491-2468385,3,February 2023,,,3
Korea,23,UIJEONGBU,843,UIJONGBU FO,337868,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,1/11/2017,2/9/2023,337868-XAR672721,6,February 2023,,,6
Korea,23,UIJEONGBU,843,UIJONGBU FO,338310,60,AIN A620 HAO YUN INGTOTS M-JP,2204,2/2/2023,2/2/2023,338310-XAR706661,0,February 2023,,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,338308,60,AIN A620 HAO YUN TREA MLP M-JP,2207,1/11/2023,1/11/2023,338308-XAR706659,0,February 2023,,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,338307,60,AIN A620 M/CHOICE-T SAP M-JP,2223,1/11/2023,1/11/2023,338307-XAR706658,0,February 2023,,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,338309,60,AIN A620 HAO YUN INGTOTS M-JP,2204,1/11/2023,1/11/2023,338309-XAR706660,0,February 2023,,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,335831,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,3/3/2015,2/9/2023,335831-XAR662451,7,February 2023,,,7
Korea,23,UIJEONGBU,843,UIJONGBU FO,335830,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,3/3/2015,2/9/2023,335830-XAR662450,7,February 2023,,,7
Korea,23,UIJEONGBU,843,UIJONGBU FO,336646,60,AIN A620 WIN21 (SAP-MJP),2262,1/11/2023,1/11/2023,336646-XAR706657,0,February 2023,,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,335829,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,3/3/2015,2/9/2023,335829-XAR662449,7,February 2023,,,7
Korea,23,UIJEONGBU,843,UIJONGBU FO,335828,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,3/3/2015,2/9/2023,335828-XAR662448,7,February 2023,,,7
Korea,21,DAEGU,875,DAEGU F.O.,337012,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/20/2015,3/5/2022,337012-668836,7,February 2023,,,7
Korea,21,DAEGU,875,DAEGU F.O.,337665,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,11/23/2016,10/29/2022,337665-208642,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337061,60,ITE FU RU HUANG DI,3418,3/11/2016,11/20/2021,337061-15111301,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337062,60,ITE LEONIDAS,3421,3/11/2016,11/20/2021,337062-15111302,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337063,60,ITE SHEN FORTUNES,3419,3/11/2016,11/20/2021,337063-15111303,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337653,60,NOV NOVOSTAR 4ST MULTI-DENOM,4016,11/23/2016,10/29/2022,337653-143870,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337661,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,11/23/2016,10/29/2022,337661-164450,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337663,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,11/23/2016,10/29/2022,337663-165267,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337672,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,11/23/2016,10/29/2022,337672-245545,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337683,60,WMS BLADE MULTI CHEST 4,1867,12/20/2016,3/2/2022,337683-5105406,6,February 2023,,,6
Korea,21,DAEGU,875,DAEGU F.O.,337869,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,1/11/2017,2/9/2023,337869-XAR672723,6,February 2023,,,6
