Loc,LNAME,PLACE,Open,Closed,KSI,CmtyNum,SVC,FONUM,FOSHORT,REGNUM,Region,SMSSection,SMSBank,MESSAGE,RptGrp,Shortname,Split,CMMTY,FOABRV,Month
413,ENTERTAINMENT CENTER GRAF,Floor,12/1/1996,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK02,E0,,Dave,GRAF E/C,20%,Bavaria,VIL,Sep-2022
415,HOHENFELS B/C,Floor,12/1/1996,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK03,E0,,Dave,HOHENFELS B/C,20%,Bavaria,VIL,Sep-2022
417,VILSECK B/C,Floor,12/1/2007,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK05,E0,,Dave,VILSECK B/C,20%,Bavaria,VIL,Sep-2022
437,ACTION LANES,Floor,10/4/2014,8/8/8888,40,4,Army,31,ANSBACH,2,Europe,AN01,E0,,Dave,ACTION LANES,20%,Ansbach/Illesheim,ANS,Sep-2022
438,STORCK BRK B/C,Floor,10/4/2014,8/8/8888,40,4,Army,31,ANSBACH,2,Europe,AN02,E0,,Dave,STORCK BRK B/C,20%,Ansbach/Illesheim,ANS,Sep-2022
770,DRAGON HILL LODGE,Floor,4/6/1994,8/8/8888,230,23,Army,20,SEOUL,4,Korea,SE01,K0,,Dave,DRAGON HILL,20%,DRAGON HILL LODGE,SEO,Sep-2022
776,"COMM CLUB, K-16",Floor,10/1/1993,8/8/8888,210,21,Army,20,SEOUL,4,Korea,SE02,K0,,Dave,K-16 C/C,20%,Yongsan,SEO,Sep-2022
797,IMPACT ZONE (GATEWAY CLUB),Floor,3/2/2008,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ03,K0,SMS Jun2019 (Gateway),Dave,IMPACT ZONE,20%,Camp Casey,UIJ,Sep-2022
798,"WARRIOR'S, CASEY-E",Floor,3/2/2008,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ04,K0,,Dave,WARRIOR'S,20%,Camp Casey,UIJ,Sep-2022
819,"BOWL CTR, CP CASEY",Floor,6/24/2013,8/8/8888,150,15,Army,23,UIJEONGBU,4,Korea,UJ01,K0,,Dave,CASEY B/C,20%,Camp Casey,UIJ,Sep-2022
839,HUMPHREYS B/C,Floor,2/1/2019,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY03,K0,Open Feb 2019,Dave,HUMPHREYS B/C,20%,Camp Humphreys,PYO,Sep-2022
866,STATE'S GRILL,Floor,10/1/1993,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA04,K0,(Henry's),Dave,STATE'S GRILL,20%,Daegu,DAE,Sep-2022
867,"HILLTOP, CP WALKER",Floor,12/12/1994,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA01,K0,Reno Aug-Dec 2020,Dave,HILLTOP,20%,Daegu,DAE,Sep-2022
869,PERIMETER PUB,Floor,12/31/1984,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA03,K0,[See 891]-Clsd Reno,Dave,PERIMETER PUB,20%,Daegu,DAE,Sep-2022
870,WINDY CITY BOWL & GRILL,Floor,1/1/1999,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA06,K0,,Dave,WINDY CITY,20%,Daegu,DAE,Sep-2022
883,"COMM CLUB, CP ZAMA",Floor,2/1/1998,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA02,J0,,Dave,ZAMA C/C,20%,Camp Zama,ZAM,Sep-2022
885,SHA CLUB,Floor,2/1/1998,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA07,J0,,Dave,SHA CLUB,20%,Camp Zama,ZAM,Sep-2022
886,"BOWLING CTR, CP ZAMA",Floor,11/15/2017,8/8/8888,340,24,Army,22,ZAMA,5,Japan,ZA01,J0,,Dave,ZAMA B/C,20%,Camp Zama,ZAM,Sep-2022
891,EL GUERRERO,Floor,6/20/1996,8/8/8888,190,19,Army,21,DAEGU,4,Korea,DA02,K0,[see 869],Dave,EL GUERRERO,20%,Daegu,DAE,Sep-2022
900,TECH DEVELOPMENT,Lab,,8/8/8888,0,,Army,99,HQ ARMP ALL,9,,,,,Dave,HQ LAB,,,,Sep-2022
967,HAVANA'S,Floor,6/1/1997,8/8/8888,300,30,Army,26,OKINAWA,5,Japan,OK07,J0,,Dave,HAVANA'S,20%,USA Okinawa,OKI,Sep-2022
1038,THE GOLD MINE,Floor,12/1/2014,8/8/8888,20,2,Army,2,KAISERSLAUTERN,2,Europe,KA07,E0,Brunssum Area,Dave,GOLD MINE,20%,Benelux,KAI,Sep-2022
1105,HASHMARKS,Floor,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK06,J0,,Dave,HASHMARKS,80%,USMC Okinawa,OKI,Sep-2022
1107,COURTNEY B/C,Floor,5/21/2008,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK03,J0,,Dave,COURTNEY B/C,80%,USMC Okinawa,OKI,Sep-2022
1109,TAIYO GOLF COURSE,Floor,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK12,J0,,Dave,TAIYO G/C,80%,USMC Okinawa,OKI,Sep-2022
1111,BUTLER B/C,Floor,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK02,J0,,Dave,BUTLER B/C,80%,USMC Okinawa,OKI,Sep-2022
1114,OCEAN BREEZE,Floor,7/2/1997,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK08,J0,,Dave,OCEAN BREEZE,80%,USMC Okinawa,OKI,Sep-2022
1122,SURFSIDE,Floor,10/1/1993,8/8/8888,280,28,Marine Corps,26,OKINAWA,5,Japan,OK11,J0,,Dave,SURFSIDE,80%,USMC Okinawa,OKI,Sep-2022
1127,ROAD HOUSE,Floor,9/1/2015,8/8/8888,340,24,Marine Corps,22,ZAMA,5,Japan,ZA05,J0,,Dave,ROAD HOUSE,80%,Camp Zama,ZAM,Sep-2022
1137,IWAKUNI CLUB,Floor,2/1/1998,8/8/8888,270,27,Marine Corps,27,IWAKUNI,5,Japan,IW01,J0,,Dave,IWAKUNI CLUB,80%,USMC Iwakuni,IWK,Sep-2022
1669,THE VAULT CLUB AND CASINO,Floor,7/2/2010,8/8/8888,130,13,Army,47,WIESBADEN,2,Europe,WB03,E0,,Dave,THE VAULT,20%,Wiesbaden,WIE,Sep-2022
1858,LANGENBRUCK CENTER,Floor,12/1/2007,8/8/8888,120,12,Army,46,VILSECK,2,Europe,VK04,E0,,Dave,LANGENBRUCK,20%,Bavaria,VIL,Sep-2022
3165,CAMP ZAMA GOLF COURSE,Floor,10/22/2020,8/8/8888,250,24,Army,22,ZAMA,5,Japan,,J0,Open Oct 2020,Dave,ZAMA G/C,80%,USN Japan,ZAM,Sep-2022
3166,FLIGHTLINE TAP ROOM,Floor,1/3/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY02,K0,Reno Oct'19 - Mar'20,Dave,FLIGHTLINE,20%,Camp Humphreys,PYO,Sep-2022
3168,CAVE,Floor,10/12/2018,8/8/8888,180,78,Army,24,PYONGTAEK,4,Korea,PY01,K0,Open Oct 2018,Dave,CAVE,20%,Camp Humphreys,PYO,Sep-2022
3169,HANSEN TLF,Floor,8/16/2019,8/8/8888,280,,Marine Corps,26,OKINAWA,5,Japan,OK14,J0,Open Aug 2019,Dave,HANSEN TLF,80%,USMC Okinawa,OKI,Sep-2022
3170,DP SMARTCARD TEST,Lab,4/1/2021,8/8/8888,320,32,Army,2,KAISERSLAUTERN,2,Europe,,E0,Closed (testlab),Dave,EDO_CARD_LAB,0%,Rheinland Pfalz,KAI,Sep-2022
