Loc,Place,Region,SVC,Asset,SerialNum,Type,Desc,Acquire,Effective,Disposed,Class,MFG,LNAME,FONUM,FOSHORT,Cat,Year,Age,Month
194,Floor,Europe,Army,337962,337962-B170503049,3616,BAL WAVE ULT FE CHINA ST MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337201,337201-XAR671631,1377,AIN/A560 MULTI WIN13 (SAP-MJP),11/30/2016,1/27/2017,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
194,Floor,Europe,Army,337557,337557-B121067380,3487,BAL V22/32 TWIN FIRE MLP,11/18/2017,3/9/2021,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337558,337558-B120658404,3487,BAL V22/32 TWIN FIRE MLP,11/18/2017,3/9/2021,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337559,337559-B120555511,3487,BAL V22/32 TWIN FIRE MLP,11/18/2017,3/9/2021,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337886,337886-2241157,1930,IGT AXXIS 23/23 HD8,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,337887,337887-2367939,1933,IGT AXXIS 23/23 HD8.1,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,338122,338122-5130264,3652,BAL J43 DOUBLE BLESSINGS MLP,5/15/2019,7/26/2019,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
194,Floor,Europe,Army,337200,337200-XAR671630,1375,AIN/A560 MULTI WIN5 (SAP-MJP),11/30/2016,1/27/2017,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
194,Floor,Europe,Army,337961,337961-B170503048,3617,BAL WAVE ULT FE OLVERA ST MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337888,337888-2384713,1966,IGT CRYSTAL D - MULTI SET 003,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,337963,337963-B170503050,3614,BAL WAVE ULT FE BY THE BAY MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337964,337964-B170503058,3619,BAL WAVE ULT FE ROUTE 66 MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337972,337972-2384753,1967,IGT CRYSTAL D - MULTI SET 007,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,337976,337976-2421865,1978,IGT CRYSTAL C - MULTI PACK 1,11/1/2018,7/12/2019,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2018,3,Nov-21
194,Floor,Europe,Army,337994,337994-146268,3509,KON CONC SELEXION MULTI 10,3/20/2019,5/4/2019,9/9/9999,60,KON,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
194,Floor,Europe,Army,337998,337998-146272,3512,KON CONC SELEXION MULTI 13,3/20/2019,5/4/2019,9/9/9999,60,KON,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
194,Floor,Europe,Army,338119,338119-5130261,3655,BAL J43 DANCING DRUMS MLP,5/15/2019,7/26/2019,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
194,Floor,Europe,Army,337889,337889-2384714,1966,IGT CRYSTAL D - MULTI SET 003,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,333083,333083-26963,1018,ITC Smart Card Dispenser,8/21/2004,4/12/2005,9/9/9999,70,ITC,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2004,17,Nov-21
194,Floor,Europe,Army,337890,337890-2384752,1967,IGT CRYSTAL D - MULTI SET 007,12/7/2017,2/23/2018,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,3,Nov-21
194,Floor,Europe,Army,333066,333066-R10620538926,9001,DIEBOLD ACM,8/21/2003,12/10/2005,9/9/9999,70,DIE,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2003,18,Nov-21
194,Floor,Europe,Army,337199,337199-XAR671629,1373,AIN A560 MULTI WIN4 (SAP-MJP),11/30/2016,1/27/2017,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
194,Floor,Europe,Army,333425,333425-23708,1018,ITC Smart Card Dispenser,12/5/2003,2/19/2004,9/9/9999,70,ITC,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2003,17,Nov-21
194,Floor,Europe,Army,335465,335465-R10620538851,9001,DIEBOLD ACM,7/7/2006,2/25/2011,9/9/9999,70,DIE,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2006,15,Nov-21
194,Floor,Europe,Army,335938,335938-128854,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/14/2016,9/23/2016,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
194,Floor,Europe,Army,335945,335945-138173,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/23/2016,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
194,Floor,Europe,Army,335951,335951-618344,3084,NOV DOM PREMIUM ED 3,3/6/2014,4/18/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
194,Floor,Europe,Army,335979,335979-647800,3083,NOV DOMINATOR IMPERA HD5/$4.00,10/30/2014,11/15/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
194,Floor,Europe,Army,335980,335980-647801,3084,NOV DOM PREMIUM ED 3,10/30/2014,11/15/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
194,Floor,Europe,Army,337186,337186-735337,3126,NOV VIP EDITION 5/$4.00,10/13/2017,3/9/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,130625,130625-41D0035,2038,IBM SUREPOS 4852,10/15/2010,12/24/2010,9/9/9999,740,IBM,ARMSTRONG'S,2,KAISERSLAUTERN,FRS,2010,11,Nov-21
194,Floor,Europe,Army,337198,337198-XAR671628,1371,AIN/A560 MULTI WIN2 (SAP-MJP),11/30/2016,1/27/2017,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
194,Floor,Europe,Army,337185,337185-735336,3126,NOV VIP EDITION 5/$4.00,10/13/2017,3/9/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
194,Floor,Europe,Army,337131,337131-166892,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/14/2016,9/23/2016,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
194,Floor,Europe,Army,336343,336343-657832,3084,NOV DOM PREMIUM ED 3,4/10/2015,7/28/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
194,Floor,Europe,Army,336342,336342-657831,3084,NOV DOM PREMIUM ED 3,4/10/2015,5/2/2015,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
194,Floor,Europe,Army,336335,336335-B141219197,3216,BAL PRO CURVE QHBG (MLP),3/6/2015,4/3/2015,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
194,Floor,Europe,Army,336334,336334-B141219196,3216,BAL PRO CURVE QHBG (MLP),3/6/2015,4/3/2015,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
194,Floor,Europe,Army,335988,335988-647816,3084,NOV DOM PREMIUM ED 3,10/30/2014,11/15/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
195,Floor,Europe,Army,338134,338134-B170295266,3710,BAL WAVE DRAGON SPIN,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,337993,337993-2438171,1969,IGT CRYSTAL D - MULTI SET 00T,1/19/2019,5/2/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,337880,337880-735492,3092,NOV CONCURVE ED 4,10/13/2017,12/21/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
195,Floor,Europe,Army,337884,337884-132632,3544,KON CRES S/B/B JUNGLE BOUNTY,10/19/2017,12/21/2017,9/9/9999,60,KON,LCCC,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
195,Floor,Europe,Army,337885,337885-132633,3545,KON CRES S/B/B VOLCANO BOUNTY,10/19/2017,12/21/2017,9/9/9999,60,KON,LCCC,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
195,Floor,Europe,Army,337985,337985-2445341,1960,IGT Curve Ocean Magic Grand,1/19/2019,6/8/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,337989,337989-2438103,1966,IGT CRYSTAL DUAL MULTI SET 003,1/19/2019,5/2/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,337879,337879-735491,3092,NOV CONCURVE ED 4,10/13/2017,12/21/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
195,Floor,Europe,Army,338000,338000-XAR697367,2222,AIN A620 MEGA CHOICE-T SAP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,338120,338120-5130262,3655,BAL J43 DANCING DRUMS MLP,5/15/2019,7/18/2019,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,338121,338121-5130263,3652,BAL J43 DOUBLE BLESSINGS MLP,5/15/2019,7/18/2019,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,338124,338124-2468357,1966,IGT CRYSTAL D - MULTI SET 003,7/20/2019,11/7/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
195,Floor,Europe,Army,338129,338129-XAR697370,2227,AIN A620 M/CHOICE-F SAP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,337206,337206-707049,3126,NOV VIP EDITION 5/$4.00,12/8/2016,12/15/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
195,Floor,Europe,Army,338135,338135-B170189340,3710,BAL WAVE DRAGON SPIN,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,338136,338136-B170296075,3710,BAL WAVE DRAGON SPIN,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,338128,338128-XAR697369,2225,AIN A620 M/CHOICE-C SAP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
195,Floor,Europe,Army,335939,335939-128931,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
195,Floor,Europe,Army,131725,131725-41D2547,2038,IBM SUREPOS 4852,10/15/2010,9/19/2014,9/9/9999,740,IBM,LCCC,2,KAISERSLAUTERN,FRS,2010,11,Nov-21
195,Floor,Europe,Army,333107,333107-R106205-38073,9001,DIEBOLD ACM,8/2/2003,6/29/2004,9/9/9999,70,DIE,LCCC,2,KAISERSLAUTERN,ACM/ITC,2003,18,Nov-21
195,Floor,Europe,Army,333827,333827-1384068,579,IGT iGAME AZTEC TEMPLE 243 01,8/26/2004,10/30/2014,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2004,17,Nov-21
195,Floor,Europe,Army,333031,333031-26965,1018,ITC Smart Card Dispenser,8/20/2004,8/20/2004,9/9/9999,70,ITC,LCCC,2,KAISERSLAUTERN,ACM/ITC,2004,17,Nov-21
195,Floor,Europe,Army,334920,334920-33645,1018,ITC Smart Card Dispenser,2/17/2006,12/5/2006,9/9/9999,70,ITC,LCCC,2,KAISERSLAUTERN,ACM/ITC,2006,15,Nov-21
195,Floor,Europe,Army,337205,337205-707048,3126,NOV VIP EDITION 5/$4.00,12/8/2016,3/10/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
195,Floor,Europe,Army,335946,335946-138184,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
195,Floor,Europe,Army,335956,335956-618357,3084,NOV DOM PREMIUM ED 3,3/6/2014,4/18/2014,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
195,Floor,Europe,Army,337135,337135-198716,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
195,Floor,Europe,Army,335966,335966-B140505737,3254,BAL V22/22 88 FORTUNES MLP,9/6/2014,10/3/2014,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
195,Floor,Europe,Army,336337,336337-B141219199,3216,BAL PRO CURVE QHBG (MLP),3/6/2015,4/2/2015,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
195,Floor,Europe,Army,336338,336338-B141219200,3216,BAL PRO CURVE QHBG (MLP),3/6/2015,4/2/2015,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
195,Floor,Europe,Army,336344,336344-657833,3084,NOV DOM PREMIUM ED 3,4/10/2015,4/30/2015,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
195,Floor,Europe,Army,336350,336350-B140734291,3254,BAL V22/22 88 FORTUNES MLP,10/7/2015,7/20/2017,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2015,6,Nov-21
195,Floor,Europe,Army,337132,337132-167730,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
195,Floor,Europe,Army,335965,335965-B140505736,3254,BAL V22/22 88 FORTUNES MLP,9/6/2014,7/20/2017,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
195,Floor,Europe,Army,334150,334150-R10620538839,9001,DIEBOLD ACM,2/22/2006,11/7/2007,9/9/9999,70,DIE,LCCC,2,KAISERSLAUTERN,ACM/ITC,2006,15,Nov-21
196,Floor,Europe,Army,337871,337871-710734,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/4/2017,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
196,Floor,Europe,Army,337973,337973-2421860,1974,IGT CRYSTAL C - GOLD JUN GRAND,11/1/2018,8/2/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2018,3,Nov-21
196,Floor,Europe,Army,337979,337979-142050,3503,KON CONC SELEXION 4,10/31/2018,4/13/2019,9/9/9999,60,KON,KAZABRA,2,KAISERSLAUTERN,SLOT,2018,3,Nov-21
196,Floor,Europe,Army,337987,337987-2456971,1980,IGT UNIV SLANT GAME KING 4.0,1/19/2019,11/26/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
196,Floor,Europe,Army,337997,337997-146271,3511,KON CONC SELEXION MULTI 12,3/20/2019,5/10/2019,9/9/9999,60,KON,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
196,Floor,Europe,Army,337136,337136-198719,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/27/2016,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
196,Floor,Europe,Army,337988,337988-2456972,1980,IGT UNIV SLANT GAME KING 4.0,1/19/2019,11/26/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
196,Floor,Europe,Army,338125,338125-2468358,1966,IGT CRYSTAL D - MULTI SET 003,7/20/2019,11/26/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
196,Floor,Europe,Army,336114,336114-345274,4007,NOV PREM V+ 1ST MULTI-DENOM,10/17/2008,8/2/2019,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2008,13,Nov-21
196,Floor,Europe,Army,333164,333164-38844,9001,DIEBOLD ACM,9/4/2004,11/8/2005,9/9/9999,70,DIE,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2004,17,Nov-21
196,Floor,Europe,Army,130619,130619-41D0599,2038,IBM SUREPOS 4852,10/15/2010,2/1/2011,9/9/9999,740,IBM,KAZABRA,2,KAISERSLAUTERN,FRS,2010,11,Nov-21
196,Floor,Europe,Army,334352,334352-510433004,1018,ITC Smart Card Dispenser,6/4/2005,11/8/2005,9/9/9999,70,ITC,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2005,16,Nov-21
196,Floor,Europe,Army,334833,334833-358348,4011,NOV PREM V+ 6ST MULTI-DENOM,6/6/2008,8/2/2019,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2008,13,Nov-21
196,Floor,Europe,Army,334919,334919-33644,1018,ITC Smart Card Dispenser,2/17/2006,6/11/2021,9/9/9999,70,ITC,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2006,15,Nov-21
196,Floor,Europe,Army,335940,335940-129454,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/27/2016,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
196,Floor,Europe,Army,335976,335976-647797,3084,NOV DOM PREMIUM ED 3,10/30/2014,6/7/2019,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
218,Floor,Europe,Army,338127,338127-2265429,1931,IGT AXXIS 23/23 HD7,7/20/2019,10/17/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337990,337990-2438115,1967,IGT CRYSTAL DUAL MULTI SET 007,1/19/2019,5/30/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337875,337875-XAR680326,3326,AIN A600 MULTI WIN12 (SAP-MJP),9/7/2017,2/22/2018,9/9/9999,60,AIN,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
218,Floor,Europe,Army,337969,337969-B170503055,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
218,Floor,Europe,Army,337970,337970-B170503056,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
218,Floor,Europe,Army,337971,337971-B170503057,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,4,Nov-21
218,Floor,Europe,Army,337981,337981-142052,3503,KON CONC SELEXION 4,10/31/2018,4/18/2019,9/9/9999,60,KON,STRIKERS,2,KAISERSLAUTERN,SLOT,2018,3,Nov-21
218,Floor,Europe,Army,337986,337986-2446702,1960,IGT CRYSTAL C - OCEAN MAGIC GD,1/19/2019,5/30/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337872,337872-710736,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/6/2017,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
218,Floor,Europe,Army,337991,337991-2438159,1968,IGT CRYSTAL DUAL MULTI SET 952,1/19/2019,5/30/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337992,337992-2438170,1969,IGT CRYSTAL DUAL MULTI SET 00T,1/19/2019,5/30/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337995,337995-146269,3509,KON CONC SELEXION MULTI 10,3/20/2019,5/17/2019,9/9/9999,60,KON,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337210,337210-710733,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/6/2017,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
218,Floor,Europe,Army,338126,338126-2265428,1931,IGT AXXIS 23/23 HD7,7/20/2019,10/17/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,337197,337197-XAR671627,1377,AIN/A560 MULTI WIN13 (SAP-MJP),11/30/2016,1/26/2017,9/9/9999,60,AIN,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
218,Floor,Europe,Army,338130,338130-5169767,3665,BAL J43 JIN-JI BAO XI R/F MLP,9/3/2020,9/17/2020,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
218,Floor,Europe,Army,338133,338133-5169768,3679,BAL J43 JIN JI BAO XI E/T MLP,9/3/2020,9/17/2020,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2020,1,Nov-21
218,Floor,Europe,Army,337996,337996-146270,3510,KON CONC SELEXION MULTI 11,3/20/2019,5/17/2019,9/9/9999,60,KON,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,2,Nov-21
218,Floor,Europe,Army,334120,334120-510433000,1018,ITC Smart Card Dispenser,2/5/2005,4/13/2005,9/9/9999,70,ITC,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2005,16,Nov-21
218,Floor,Europe,Army,130621,130621-41D0116,2038,IBM SUREPOS 4852,10/15/2010,1/28/2011,9/9/9999,740,IBM,STRIKERS,2,KAISERSLAUTERN,FRS,2010,11,Nov-21
218,Floor,Europe,Army,332956,332956-R10620538736,9001,DIEBOLD ACM,1/11/2003,12/11/2008,9/9/9999,70,DIE,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2003,18,Nov-21
218,Floor,Europe,Army,333065,333065-R10620538264,9001,DIEBOLD ACM,8/21/2003,4/15/2004,9/9/9999,70,DIE,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2003,18,Nov-21
218,Floor,Europe,Army,337839,337839-166401,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/16/2016,9/17/2020,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,333906,333906-1407534,579,IGT iGAME AZTEC TEMPLE 243 01,11/9/2004,7/28/2016,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2004,17,Nov-21
218,Floor,Europe,Army,337196,337196-XAR671626,1375,AIN/A560 MULTI WIN5 (SAP-MJP),11/30/2016,1/26/2017,9/9/9999,60,AIN,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,4,Nov-21
218,Floor,Europe,Army,335941,335941-129471,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,335947,335947-140179,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,335952,335952-618345,3083,NOV DOM IMPERA HD5/$4.00,3/6/2014,4/24/2014,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
218,Floor,Europe,Army,335973,335973-5070463,1869,WMS BLADE MULTI CHEST 6,10/8/2014,10/23/2014,9/9/9999,60,WMS,STRIKERS,2,KAISERSLAUTERN,SLOT,2014,7,Nov-21
218,Floor,Europe,Army,337133,337133-172026,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,337137,337137-199141,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,337149,337149-B160566477,3216,BAL PRO CURVE QHBG (MLP),11/15/2016,12/1/2016,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,337150,337150-B160566478,3216,BAL PRO CURVE QHBG (MLP),11/15/2016,12/1/2016,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
218,Floor,Europe,Army,337191,337191-B160566479,3216,BAL PRO CURVE QHBG (MLP),11/15/2016,12/1/2016,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,5,Nov-21
