Loc,Place,Region,SVC,Asset,SerialNum,Type,Desc,Acquire,Effective,Disposed,Class,MFG,LNAME,FONUM,FOSHORT,Cat,Year,Age,Month
2595,Floor,Europe,Navy,336059,336059-2468360,1966,IGT CRYSTAL D - MULTI SET 003,7/23/2019,10/30/2019,9/9/9999,60,IGT,SIG B/C,40,SIGONELLA,SLOT,2019,2,Apr-22
2595,Floor,Europe,Navy,130626,130626-41D0020,2038,IBM SUREPOS 4852,10/15/2010,2/19/2011,9/9/9999,740,IBM,SIG B/C,40,SIGONELLA,FRS,2010,11,Apr-22
2595,Floor,Europe,Navy,334412,334412-134224,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/29/2016,8/9/2017,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2016,5,Apr-22
2595,Floor,Europe,Navy,334414,334414-146660,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/29/2016,11/1/2016,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2016,5,Apr-22
2595,Floor,Europe,Navy,334417,334417-173382,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/29/2016,11/1/2016,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2016,5,Apr-22
2595,Floor,Europe,Navy,335061,335061-R106205-37584,9001,DIEBOLD ACM,1/12/2006,1/21/2006,9/9/9999,70,DIE,SIG B/C,40,SIGONELLA,ACM/ITC,2006,16,Apr-22
2595,Floor,Europe,Navy,335099,335099-455999,4010,NOV PREM V+ 5ST MULTI-DENOM,10/10/2009,10/28/2009,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2009,12,Apr-22
2595,Floor,Europe,Navy,336051,336051-618354,3084,NOV DOM PREMIUM ED 3,3/11/2014,4/19/2014,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2014,8,Apr-22
2595,Floor,Europe,Navy,336054,336054-657838,3083,NOV DOMINATOR IMPERA HD5/$4.00,4/14/2015,6/2/2017,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2015,7,Apr-22
2595,Floor,Europe,Navy,336058,336058-2468359,1969,IGT CRYSTAL D - MULTI SET 00T,7/23/2019,10/30/2019,9/9/9999,60,IGT,SIG B/C,40,SIGONELLA,SLOT,2019,2,Apr-22
2595,Floor,Europe,Navy,335096,335096-455989,4009,NOV PREM V+ 4ST MULTI-DENOM,10/10/2009,10/28/2009,9/9/9999,60,NOV,SIG B/C,40,SIGONELLA,SLOT,2009,12,Apr-22
2597,Floor,Europe,Navy,337079,337079-2236991,1928,IGT AXXIS 23/23 HD4,12/19/2017,8/16/2018,9/9/9999,60,IGT,JOX SPORTS BAR,40,SIGONELLA,SLOT,2017,4,Apr-22
2597,Floor,Europe,Navy,336052,336052-5077238,1867,WMS BLADE MULTI CHEST 4,2/26/2015,7/17/2015,9/9/9999,60,WMS,JOX SPORTS BAR,40,SIGONELLA,SLOT,2015,7,Apr-22
2597,Floor,Europe,Navy,336053,336053-5077232,1869,WMS BLADE MULTI CHEST 6,2/26/2015,8/16/2018,9/9/9999,60,WMS,JOX SPORTS BAR,40,SIGONELLA,SLOT,2015,7,Apr-22
2597,Floor,Europe,Navy,336055,336055-657841,3084,NOV DOM PREMIUM ED 3,4/14/2015,6/12/2015,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2015,7,Apr-22
2597,Floor,Europe,Navy,336057,336057-2258458,1930,IGT AXXIS 23/23 HD8,1/9/2019,2/21/2019,9/9/9999,60,IGT,JOX SPORTS BAR,40,SIGONELLA,SLOT,2019,3,Apr-22
2597,Floor,Europe,Navy,336991,336991-B150734282,3216,BAL PRO CURVE QHBG (MLP),12/19/2015,2/6/2016,9/9/9999,60,BAL,JOX SPORTS BAR,40,SIGONELLA,SLOT,2015,6,Apr-22
2597,Floor,Europe,Navy,336993,336993-B150734284,3229,BAL V22/22 AMERICAN ORIGINAL,12/19/2015,2/6/2016,9/9/9999,60,BAL,JOX SPORTS BAR,40,SIGONELLA,SLOT,2015,6,Apr-22
2597,Floor,Europe,Navy,337075,337075-B160566482,3216,BAL PRO CURVE QHBG (MLP),1/7/2017,6/15/2017,9/9/9999,60,BAL,JOX SPORTS BAR,40,SIGONELLA,SLOT,2017,5,Apr-22
2597,Floor,Europe,Navy,337072,337072-XAR671640,1370,AIN A560 MULTI WIN2 (SAP),12/24/2016,8/16/2018,9/9/9999,60,AIN,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,130628,130628-41D2618,2038,IBM SUREPOS 4852,10/15/2010,2/19/2011,9/9/9999,740,IBM,JOX SPORTS BAR,40,SIGONELLA,FRS,2010,11,Apr-22
2597,Floor,Europe,Navy,335098,335098-455998,4008,NOV PREM V+ 3ST MULTI-DENOM,10/10/2009,10/30/2009,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2009,12,Apr-22
2597,Floor,Europe,Navy,337071,337071-XAR671641,1376,AIN A560 MULTI WIN13 (SAP),12/24/2016,8/16/2018,9/9/9999,60,AIN,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334416,334416-149369,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/29/2016,10/25/2016,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334415,334415-146674,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/29/2016,8/16/2018,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,335097,335097-455995,4011,NOV PREM V+ 6ST MULTI-DENOM,10/10/2009,10/30/2009,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2009,12,Apr-22
2597,Floor,Europe,Navy,334413,334413-134226,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/29/2016,10/25/2016,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334418,334418-173938,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/29/2016,8/16/2018,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334419,334419-218599,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/29/2016,8/16/2018,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334420,334420-238877,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/29/2016,8/16/2018,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2016,5,Apr-22
2597,Floor,Europe,Navy,334941,334941-490533691,1018,ITC Smart Card Dispenser,1/21/2006,12/30/2009,9/9/9999,70,ITC,JOX SPORTS BAR,40,SIGONELLA,ACM/ITC,2006,16,Apr-22
2597,Floor,Europe,Navy,334944,334944-490533638,1018,ITC Smart Card Dispenser,1/21/2006,1/28/2006,9/9/9999,70,ITC,JOX SPORTS BAR,40,SIGONELLA,ACM/ITC,2006,16,Apr-22
2597,Floor,Europe,Navy,335063,335063-R106205-38220,9001,DIEBOLD ACM,1/12/2006,1/28/2006,9/9/9999,70,DIE,JOX SPORTS BAR,40,SIGONELLA,ACM/ITC,2006,16,Apr-22
2597,Floor,Europe,Navy,335064,335064-R106205-38271,9001,DIEBOLD ACM,1/12/2006,1/28/2006,9/9/9999,70,DIE,JOX SPORTS BAR,40,SIGONELLA,ACM/ITC,2006,16,Apr-22
2597,Floor,Europe,Navy,335095,335095-455988,4007,NOV PREM V+ 1ST MULTI-DENOM,10/10/2009,8/16/2018,9/9/9999,60,NOV,JOX SPORTS BAR,40,SIGONELLA,SLOT,2009,12,Apr-22
2600,Floor,Europe,Navy,337076,337076-B160566484,3254,BAL V22/22 88 FORTUNES MLP,1/7/2017,3/17/2018,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2017,5,Apr-22
2600,Floor,Europe,Navy,335316,335316-142047,3503,KON CONC SELEXION MULTI 4,11/21/2018,11/28/2018,9/9/9999,60,KON,LA PLAZA,43,ROTA,SLOT,2018,3,Apr-22
2600,Floor,Europe,Navy,335308,335308-735332,3126,NOV VIP EDITION 5/$4.00,12/2/2017,1/25/2018,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2017,4,Apr-22
2600,Floor,Europe,Navy,335309,335309-735330,3126,NOV VIP EDITION 5/$4.00,12/2/2017,1/25/2018,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2017,4,Apr-22
2600,Floor,Europe,Navy,335310,335310-735333,3126,NOV VIP EDITION 5/$4.00,12/2/2017,1/25/2018,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2017,4,Apr-22
2600,Floor,Europe,Navy,335311,335311-735331,3126,NOV VIP EDITION 5/$4.00,12/2/2017,1/25/2018,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2017,4,Apr-22
2600,Floor,Europe,Navy,335315,335315-142046,3502,KON CONC SELEXION 3,11/21/2018,11/28/2018,9/9/9999,60,KON,LA PLAZA,43,ROTA,SLOT,2018,3,Apr-22
2600,Floor,Europe,Navy,335307,335307-B170503010,3217,BAL PRO CURVE QHTB7 600MAX MLP,10/20/2017,12/21/2017,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2017,4,Apr-22
2600,Floor,Europe,Navy,335349,335349-2438117,1987,IGT CRYSTAL D - MULTI USW015,1/8/2019,3/27/2019,9/9/9999,60,IGT,LA PLAZA,43,ROTA,SLOT,2019,3,Apr-22
2600,Floor,Europe,Navy,337078,337078-B160566483,3254,BAL V22/22 88 FORTUNES MLP,1/7/2017,3/17/2018,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2017,5,Apr-22
2600,Floor,Europe,Navy,335350,335350-2438105,1987,IGT CRYSTAL D - MULTI USW015,1/8/2019,3/27/2019,9/9/9999,60,IGT,LA PLAZA,43,ROTA,SLOT,2019,3,Apr-22
2600,Floor,Europe,Navy,335303,335303-647811,3083,NOV DOMINATOR IMPERA HD5/$4.00,11/8/2014,11/22/2014,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,7,Apr-22
2600,Floor,Europe,Navy,336251,336251-618365,3084,NOV DOM PREMIUM ED 3,3/8/2014,6/27/2015,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,8,Apr-22
2600,Floor,Europe,Navy,336263,336263-618377,3084,NOV DOM PREMIUM ED 3,3/8/2014,6/27/2015,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,8,Apr-22
2600,Floor,Europe,Navy,337077,337077-B160566485,3254,BAL V22/22 88 FORTUNES MLP,1/7/2017,3/17/2018,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2017,5,Apr-22
2600,Floor,Europe,Navy,335288,335288-134321,4018,NOV NOVOSTAR 6ST MULTI-DENOM,10/5/2016,3/28/2019,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,336259,336259-618373,3083,NOV DOMINATOR IMPERA HD5/$4.00,3/8/2014,6/27/2015,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,8,Apr-22
2600,Floor,Europe,Navy,335287,335287-B150734317,3216,BAL PRO CURVE QHBG 600MAX MLP,10/3/2015,10/22/2015,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2015,6,Apr-22
2600,Floor,Europe,Navy,335302,335302-618364,3084,NOV DOM PREMIUM ED 3,3/28/2014,4/9/2014,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,8,Apr-22
2600,Floor,Europe,Navy,335291,335291-153358,4016,NOV NOVOSTAR 4ST MULTI-DENOM,10/5/2016,8/8/2019,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,130583,130583-41D3349,2038,IBM SUREPOS 4852,10/15/2010,2/15/2011,9/9/9999,740,IBM,LA PLAZA,43,ROTA,FRS,2010,11,Apr-22
2600,Floor,Europe,Navy,334950,334950-490533673,1018,ITC Smart Card Dispenser,2/14/2006,2/18/2006,9/9/9999,70,ITC,LA PLAZA,43,ROTA,ACM/ITC,2006,16,Apr-22
2600,Floor,Europe,Navy,335286,335286-C351530851,1018,ITC Smart Card Dispenser,9/26/2015,8/27/2016,9/9/9999,70,ITC,LA PLAZA,43,ROTA,ACM/ITC,2015,6,Apr-22
2600,Floor,Europe,Navy,335289,335289-134320,4018,NOV NOVOSTAR 6ST MULTI-DENOM,10/5/2016,8/8/2019,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335292,335292-XAR671667,1375,AIN A560 MULTI WIN5 (SAP-MJP),11/23/2016,12/21/2016,9/9/9999,60,AIN,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335293,335293-XAR671668,1377,AIN A560 MULTI WIN13 (SAP-MJP),11/23/2016,12/21/2016,9/9/9999,60,AIN,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335294,335294-XAR671669,1373,AIN A560 MULTI WIN4 (SAP-MJP),11/23/2016,12/21/2016,9/9/9999,60,AIN,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335295,335295-XAR671670,1371,AIN A560 MULTI WIN2 (SAP-MJP),11/23/2016,12/21/2016,9/9/9999,60,AIN,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335296,335296-B160566480,3216,BAL PRO CURVE QHBG 600MAX MLP,11/29/2016,12/3/2016,9/9/9999,60,BAL,LA PLAZA,43,ROTA,SLOT,2016,5,Apr-22
2600,Floor,Europe,Navy,335298,335298-128398,3501,KON CONC SELEXION 2,4/11/2017,4/29/2017,9/9/9999,60,KON,LA PLAZA,43,ROTA,SLOT,2017,5,Apr-22
2600,Floor,Europe,Navy,335299,335299-128399,3501,KON CONC SELEXION 2,4/11/2017,4/29/2017,9/9/9999,60,KON,LA PLAZA,43,ROTA,SLOT,2017,5,Apr-22
2600,Floor,Europe,Navy,335301,335301-618353,3084,NOV DOM PREMIUM ED 3,3/28/2014,4/9/2014,9/9/9999,60,NOV,LA PLAZA,43,ROTA,SLOT,2014,8,Apr-22
2600,Floor,Europe,Navy,335261,335261-R106205-36962,9001,DIEBOLD ACM,2/14/2006,2/18/2006,9/9/9999,70,DIE,LA PLAZA,43,ROTA,ACM/ITC,2006,16,Apr-22
2601,Floor,Europe,Navy,335317,335317-5130781,3655,BAL J43 DANCING DRUMS MLP,4/25/2019,11/14/2019,9/9/9999,60,BAL,PINZ,43,ROTA,SLOT,2019,3,Apr-22
2601,Floor,Europe,Navy,335306,335306-B170503011,3216,BAL PRO CURVE QHBG 600MAX MLP,10/20/2017,12/13/2018,9/9/9999,60,BAL,PINZ,43,ROTA,SLOT,2017,4,Apr-22
2601,Floor,Europe,Navy,336604,336604-618410,3084,NOV DOM PREMIUM ED 3,3/7/2014,9/25/2015,9/9/9999,60,NOV,PINZ,43,ROTA,SLOT,2014,8,Apr-22
2601,Floor,Europe,Navy,336253,336253-618367,3084,NOV DOM PREMIUM ED 3,3/8/2014,9/25/2015,9/9/9999,60,NOV,PINZ,43,ROTA,SLOT,2014,8,Apr-22
2601,Floor,Europe,Navy,335346,335346-146188,3512,KON CONC SELEXION MULTI 13,2/27/2019,3/28/2019,9/9/9999,60,KON,PINZ,43,ROTA,SLOT,2019,3,Apr-22
2601,Floor,Europe,Navy,335344,335344-2469242,1987,IGT CRYSTAL D - MULTI USW015,7/20/2019,11/14/2019,9/9/9999,60,IGT,PINZ,43,ROTA,SLOT,2019,2,Apr-22
2601,Floor,Europe,Navy,335318,335318-5130782,3652,BAL J43 DOUBLE BLESSINGS MLP,4/25/2019,11/14/2019,9/9/9999,60,BAL,PINZ,43,ROTA,SLOT,2019,3,Apr-22
2601,Floor,Europe,Navy,335297,335297-B160566481,3216,BAL PRO CURVE QHBG 600MAX MLP,11/29/2016,12/22/2016,9/9/9999,60,BAL,PINZ,43,ROTA,SLOT,2016,5,Apr-22
2601,Floor,Europe,Navy,130584,130584-41D3368,2038,IBM SUREPOS 4852,10/15/2010,8/8/2012,9/9/9999,740,IBM,PINZ,43,ROTA,FRS,2010,11,Apr-22
2601,Floor,Europe,Navy,335290,335290-149379,4016,NOV NOVOSTAR 4ST MULTI-DENOM,10/5/2016,10/13/2016,9/9/9999,60,NOV,PINZ,43,ROTA,SLOT,2016,5,Apr-22
2601,Floor,Europe,Navy,335343,335343-2469241,1987,IGT CRYSTAL D - MULTI USW015,7/20/2019,11/14/2019,9/9/9999,60,IGT,PINZ,43,ROTA,SLOT,2019,2,Apr-22
2601,Floor,Europe,Navy,335283,335283-5077241,1869,WMS BLADE MULTI CHEST 6,3/27/2015,12/22/2016,9/9/9999,60,WMS,PINZ,43,ROTA,SLOT,2015,7,Apr-22
2601,Floor,Europe,Navy,335264,335264-R106205-38753,9001,DIEBOLD ACM,2/14/2006,8/18/2009,9/9/9999,70,DIE,PINZ,43,ROTA,ACM/ITC,2006,16,Apr-22
2601,Floor,Europe,Navy,334953,334953-490533676,1018,ITC Smart Card Dispenser,2/14/2006,8/8/2012,9/9/9999,70,ITC,PINZ,43,ROTA,ACM/ITC,2006,16,Apr-22
2601,Floor,Europe,Navy,333822,333822-1384073,579,IGT iGAME AZTEC TEMPLE 243 01,8/26/2004,11/14/2019,9/9/9999,60,IGT,PINZ,43,ROTA,SLOT,2004,17,Apr-22
2601,Floor,Europe,Navy,335304,335304-B170503012,3216,BAL PRO CURVE QHBG 600MAX MLP,10/20/2017,8/23/2018,9/9/9999,60,BAL,PINZ,43,ROTA,SLOT,2017,4,Apr-22
2605,Floor,Europe,Navy,335313,335313-2391337,1928,IGT AXXIS 23/23 HD4,9/19/2018,7/18/2019,9/9/9999,60,IGT,ROTA FLEET CTR,43,ROTA,SLOT,2018,3,Apr-22
2605,Floor,Europe,Navy,335314,335314-2391338,1927,IGT AXXIS 23/23 HD3,9/19/2018,7/18/2019,9/9/9999,60,IGT,ROTA FLEET CTR,43,ROTA,SLOT,2018,3,Apr-22
2605,Floor,Europe,Navy,335282,335282-5077235,1869,WMS BLADE MULTI CHEST 6,3/27/2015,12/20/2018,9/9/9999,60,WMS,ROTA FLEET CTR,43,ROTA,SLOT,2015,7,Apr-22
2605,Floor,Europe,Navy,335262,335262-R106205-37499,9001,DIEBOLD ACM,2/14/2006,8/29/2014,9/9/9999,70,DIE,ROTA FLEET CTR,43,ROTA,ACM/ITC,2006,16,Apr-22
2605,Floor,Europe,Navy,334954,334954-490533677,1018,ITC Smart Card Dispenser,2/14/2006,3/17/2022,9/9/9999,70,ITC,ROTA FLEET CTR,43,ROTA,ACM/ITC,2006,16,Apr-22
2605,Floor,Europe,Navy,130585,130585-41C8757,2038,IBM SUREPOS 4852,10/15/2010,8/29/2014,9/9/9999,740,IBM,ROTA FLEET CTR,43,ROTA,FRS,2010,11,Apr-22
2605,Floor,Europe,Navy,335281,335281-455997,4007,NOV PREM V+ 1ST MULTI-DENOM,10/16/2009,2/3/2018,9/9/9999,60,NOV,ROTA FLEET CTR,43,ROTA,SLOT,2009,12,Apr-22
2605,Floor,Europe,Navy,335689,335689-345245,4011,NOV PREM V+ 6ST MULTI-DENOM,10/15/2008,2/3/2018,9/9/9999,60,NOV,ROTA FLEET CTR,43,ROTA,SLOT,2008,13,Apr-22
2618,Floor,Europe,Navy,337147,337147-380094,3183,NOV NOVOSTAR 5sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,336300,336300-XAR671639,1375,AIN A560 MULTI WIN5 (SAP-MJP),1/31/2017,1/2/2022,9/9/9999,60,AIN,THE ANCHOR,39,SOUDA BAY,SLOT,2017,5,Apr-22
2618,Floor,Europe,Navy,337139,337139-134322,3185,NOV NOVOSTAR 6sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337140,337140-134335,3175,NOV NOVOSTAR ONE&ONLY,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337141,337141-134336,3185,NOV NOVOSTAR 6sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337142,337142-138153,3175,NOV NOVOSTAR ONE&ONLY,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337143,337143-166875,3181,NOV NOVOSTAR 4sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337146,337146-198707,3183,NOV NOVOSTAR 5sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337148,337148-415085,3185,NOV NOVOSTAR 6sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,337293,337293-B170503014,3216,BAL PRO CURVE QHBG 600MAX MLP,12/6/2017,1/2/2022,9/9/9999,60,BAL,THE ANCHOR,39,SOUDA BAY,SLOT,2017,4,Apr-22
2618,Floor,Europe,Navy,130638,130638-41D2467,2038,IBM SUREPOS 4852,10/15/2010,2/8/2013,9/9/9999,740,IBM,THE ANCHOR,39,SOUDA BAY,FRS,2010,11,Apr-22
2618,Floor,Europe,Navy,336299,336299-XAR671638,1375,AIN A560 MULTI WIN5 (SAP-MJP),1/31/2017,1/2/2022,9/9/9999,60,AIN,THE ANCHOR,39,SOUDA BAY,SLOT,2017,5,Apr-22
2618,Floor,Europe,Navy,337144,337144-166888,3181,NOV NOVOSTAR 4sT,9/22/2016,10/28/2016,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2016,5,Apr-22
2618,Floor,Europe,Navy,334707,334707-R106205-38820,9001,DIEBOLD ACM,2/16/2006,12/13/2013,9/9/9999,70,DIE,THE ANCHOR,39,SOUDA BAY,ACM/ITC,2006,16,Apr-22
2618,Floor,Europe,Navy,334222,334222-149268,3100,NOV CF1+ ULT 10D,1/11/2005,7/12/2013,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2005,17,Apr-22
2618,Floor,Europe,Navy,336290,336290-B150734287,3253,BAL V22/22 QHW BLUE 600MAX MLP,2/10/2016,1/2/2022,9/9/9999,60,BAL,THE ANCHOR,39,SOUDA BAY,SLOT,2016,6,Apr-22
2618,Floor,Europe,Navy,333995,333995-175947,3109,NOV CF1+ ULT 10G,7/16/2005,6/12/2009,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2005,16,Apr-22
2618,Floor,Europe,Navy,334918,334918-33643,1018,ITC Smart Card Dispenser,2/17/2006,6/9/2006,9/9/9999,70,ITC,THE ANCHOR,39,SOUDA BAY,ACM/ITC,2006,16,Apr-22
2618,Floor,Europe,Navy,334945,334945-49533680,1018,ITC Smart Card Dispenser,3/30/2006,6/9/2006,9/9/9999,70,ITC,THE ANCHOR,39,SOUDA BAY,ACM/ITC,2006,16,Apr-22
2618,Floor,Europe,Navy,335058,335058-206948,3112,NOV CF1+ ULT 10XA,3/1/2006,6/9/2006,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2006,16,Apr-22
2618,Floor,Europe,Navy,335059,335059-R106205-38804,9001,DIEBOLD ACM,3/30/2006,6/9/2006,9/9/9999,70,DIE,THE ANCHOR,39,SOUDA BAY,ACM/ITC,2006,16,Apr-22
2618,Floor,Europe,Navy,335125,335125-203707,3115,NOV CF1+ ULT 10B,1/6/2006,8/20/2014,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2006,16,Apr-22
2618,Floor,Europe,Navy,335135,335135-203716,3100,NOV CF1+ ULT 10D,1/6/2006,8/20/2014,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2006,16,Apr-22
2618,Floor,Europe,Navy,335654,335654-221260,3100,NOV CF1+ ULT 10D,5/17/2006,8/20/2014,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2006,15,Apr-22
2618,Floor,Europe,Navy,335677,334677-285114,3103,NOV CF1+ ULT 10E,9/7/2007,8/20/2014,9/9/9999,60,NOV,THE ANCHOR,39,SOUDA BAY,SLOT,2007,14,Apr-22
2664,Floor,Japan,Navy,337782,337782-633758,3083,NOV DOM IMPERA HD5/$4.00,9/24/2014,12/11/2020,9/9/9999,60,NOV,SANNO HOTEL,22,ZAMA,SLOT,2014,7,Apr-22
2664,Floor,Japan,Navy,337403,337403-2384698,1950,IGT CRYSTAL/DUAL MULTI 701,1/19/2018,12/11/2020,9/9/9999,60,IGT,SANNO HOTEL,22,ZAMA,SLOT,2018,4,Apr-22
2664,Floor,Japan,Navy,336800,336800-5091321,1868,WMS BLADE MULTI CHEST 5,9/11/2015,12/11/2020,9/9/9999,60,WMS,SANNO HOTEL,22,ZAMA,SLOT,2015,6,Apr-22
2664,Floor,Japan,Navy,336872,336872-B150734273,3235,BAL V22/22 5 TREASURES,10/3/2015,12/11/2020,9/9/9999,60,BAL,SANNO HOTEL,22,ZAMA,SLOT,2015,6,Apr-22
2664,Floor,Japan,Navy,337401,337401-2241159,1927,IGT AXXIS 23/23 HD3,1/19/2018,12/11/2020,9/9/9999,60,IGT,SANNO HOTEL,22,ZAMA,SLOT,2018,4,Apr-22
2664,Floor,Japan,Navy,337785,337785-633760,3084,NOV DOM PREMIUM ED 3,9/24/2014,12/11/2020,9/9/9999,60,NOV,SANNO HOTEL,22,ZAMA,SLOT,2014,7,Apr-22
2664,Floor,Japan,Navy,337402,337402-2236982,1928,IGT AXXIS 23/23 HD4,1/19/2018,12/11/2020,9/9/9999,60,IGT,SANNO HOTEL,22,ZAMA,SLOT,2018,4,Apr-22
2664,Floor,Japan,Navy,336626,336626-B141219234,3216,BAL PRO CURVE QHBG (MLP),3/21/2015,12/11/2020,9/9/9999,60,BAL,SANNO HOTEL,22,ZAMA,SLOT,2015,7,Apr-22
2664,Floor,Japan,Navy,336739,336739-B150734387,3235,BAL V22/22 5 TREASURES,10/20/2015,12/11/2020,9/9/9999,60,BAL,SANNO HOTEL,22,ZAMA,SLOT,2015,6,Apr-22
2664,Floor,Japan,Navy,337404,337404-2384736,1951,IGT CRYSTAL/DUAL MULTI 702,1/19/2018,12/11/2020,9/9/9999,60,IGT,SANNO HOTEL,22,ZAMA,SLOT,2018,4,Apr-22
2664,Floor,Japan,Navy,337607,337607-XAR672726,1377,AIN/A560 MULTI WIN13 (SAP-MJP),1/6/2017,12/11/2020,9/9/9999,60,AIN,SANNO HOTEL,22,ZAMA,SLOT,2017,5,Apr-22
2664,Floor,Japan,Navy,337609,337609-XAR672728,1377,AIN/A560 MULTI WIN13 (SAP-MJP),1/6/2017,12/11/2020,9/9/9999,60,AIN,SANNO HOTEL,22,ZAMA,SLOT,2017,5,Apr-22
