Loc,Place,Region,Service,Asset,SerialNum,Type,Desc,Acquire,Effective,Disposed,Class,MFG,LNAME,FONUM,FOSHORT,Cat,Year,Age,ReportDate,Month
194,Floor,Europe,Army,339912,339912-EU0002123,1990,IGT COBALT 27 - MULTI DSU086,1/2/2023,2/3/2023,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339915,339915-171017,3822,KON D27 Ru Yi Wheel Lion,12/14/2022,5/2/2023,9/9/9999,60,KON,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2022,0,,October 2023
194,Floor,Europe,Army,339916,339916-171018,3821,KON D27 Ru Yi Wheel Panda,12/14/2022,5/2/2023,9/9/9999,60,KON,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2022,0,,October 2023
194,Floor,Europe,Army,339920,339920-5236881,3905,LNW KAS DANCING DRUMS PROSPERI,1/2/2023,2/3/2023,9/9/9999,60,LNW,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339922,339922-5236884,3918,LNW KAS TOWP JADE ETERNITY,1/2/2023,2/3/2023,9/9/9999,60,LNW,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339935,339935-XAR706652,2262,AIN A620 WIN21 (SAP-MJP),3/2/2023,4/1/2023,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339936,339936-XAR706653,2262,AIN A620 WIN21 (SAP-MJP),3/2/2023,4/1/2023,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339937,339937-XAR706654,2204,AIN A620 HAO YUN INGTOTS M-JP,3/2/2023,4/1/2023,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339938,339938-XAR706655,2204,AIN A620 HAO YUN INGTOTS M-JP,3/2/2023,4/1/2023,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339939,339939-XAR706656,2207,AIN A620 HAO YUN TREA MLP M-JP,3/2/2023,4/1/2023,9/9/9999,60,AIN,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,130625,130625-41D0035,2038,IBM SUREPOS 4852,10/15/2010,12/24/2010,9/9/9999,740,IBM,ARMSTRONG'S,2,KAISERSLAUTERN,FRS,2010,13,,October 2023
194,Floor,Europe,Army,339908,339908-EU0002104,1991,IGT COBALT 27 - MULTI DSU087,1/2/2023,2/3/2023,9/9/9999,60,IGT,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,335988,335988-647816,3084,NOV DOM PREMIUM ED 3,10/30/2014,11/15/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,8,,October 2023
194,Floor,Europe,Army,339921,339921-5236882,3919,LNW KAS TOWP RICH TRADITIONS,1/2/2023,2/3/2023,9/9/9999,60,LNW,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339560,339560-MRXU028079,6010,ARI MARSX U BUFFALO GOLD REV.,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,333083,333083-26963,1018,ITC Smart Card Dispenser,8/21/2004,4/12/2005,9/9/9999,70,ITC,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2004,19,,October 2023
194,Floor,Europe,Army,333425,333425-23708,1018,ITC Smart Card Dispenser,12/5/2003,2/19/2004,9/9/9999,70,ITC,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2003,19,,October 2023
194,Floor,Europe,Army,335465,335465-R10620538851,9001,DIEBOLD ACM,7/7/2006,2/25/2011,9/9/9999,70,DIE,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2006,17,,October 2023
194,Floor,Europe,Army,335951,335951-618344,3084,NOV DOM PREMIUM ED 3,3/6/2014,4/18/2014,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,9,,October 2023
194,Floor,Europe,Army,335977,335977-647798,3084,NOV DOM PREMIUM ED 3,10/30/2014,3/15/2022,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,8,,October 2023
194,Floor,Europe,Army,335989,335989-647817,3084,NOV DOM PREMIUM ED 3,10/30/2014,3/15/2022,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2014,8,,October 2023
194,Floor,Europe,Army,333066,333066-R10620538926,9001,DIEBOLD ACM,8/21/2003,12/10/2005,9/9/9999,70,DIE,ARMSTRONG'S,2,KAISERSLAUTERN,ACM/ITC,2003,20,,October 2023
194,Floor,Europe,Army,336341,336341-657830,3083,NOV DOMINATOR IMPERA HD5/$4.00,4/10/2015,3/15/2022,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,8,,October 2023
194,Floor,Europe,Army,336342,336342-657831,3084,NOV DOM PREMIUM ED 3,4/10/2015,5/2/2015,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,8,,October 2023
194,Floor,Europe,Army,336343,336343-657832,3084,NOV DOM PREMIUM ED 3,4/10/2015,7/28/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2015,8,,October 2023
194,Floor,Europe,Army,337185,337185-735336,3126,NOV VIP EDITION 5/$4.00,10/13/2017,3/9/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
194,Floor,Europe,Army,338122,338122-5130264,3652,BAL J43 DOUBLE BLESSINGS MLP,5/15/2019,7/26/2019,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
194,Floor,Europe,Army,339557,339557-DX149875V,6030,ARI MARSX P TCJL - PHOENIX MLP,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339555,339555-DX149879V,6029,ARI MARSX P TCJL - EMPEROR MLP,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,337186,337186-735337,3126,NOV VIP EDITION 5/$4.00,10/13/2017,3/9/2021,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
194,Floor,Europe,Army,339553,339553-MRXU028078,6010,ARI MARSX U BUFFALO GOLD REV.,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,339551,339551-DX149840V,6029,ARI MARSX P TCJL - EMPEROR MLP,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
194,Floor,Europe,Army,338119,338119-5130261,3655,BAL J43 DANCING DRUMS MLP,5/15/2019,7/26/2019,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
194,Floor,Europe,Army,337964,337964-B170503058,3619,BAL WAVE ULT FE ROUTE 66 MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
194,Floor,Europe,Army,337963,337963-B170503050,3614,BAL WAVE ULT FE BY THE BAY MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
194,Floor,Europe,Army,337962,337962-B170503049,3616,BAL WAVE ULT FE CHINA ST MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
194,Floor,Europe,Army,337961,337961-B170503048,3617,BAL WAVE ULT FE OLVERA ST MLP,11/15/2017,2/16/2018,9/9/9999,60,BAL,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
194,Floor,Europe,Army,337878,337878-735490,3092,NOV CONCURVE ED 4,10/13/2017,3/15/2022,9/9/9999,60,NOV,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
194,Floor,Europe,Army,339552,339552-DX149872V,6030,ARI MARSX P TCJL - PHOENIX MLP,6/30/2023,8/2/2023,9/9/9999,60,ARI,ARMSTRONG'S,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,337993,337993-2438171,1969,IGT CRYSTAL D - MULTI SET 00T,1/19/2019,5/2/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
195,Floor,Europe,Army,338000,338000-XAR697367,2223,AIN A620 M/CHOICE-T SAP M-JP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,339573,339573-5253544,3920,LNW KAS PERF PEACOCK - CC,8/2/2023,8/9/2023,9/9/9999,60,LNW,LCCC,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,338135,338135-B170189340,3616,BAL WAVE ULT FE CHINA ST MLP,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,338124,338124-2468357,1966,IGT CRYSTAL D - MULTI SET 003,7/20/2019,11/7/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
195,Floor,Europe,Army,338128,338128-XAR697369,2204,AIN A620 HAO YUN INGTOTS M-JP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,338129,338129-XAR697370,2206,AIN A600 HAO YUN TREA MLP,1/23/2020,1/31/2020,9/9/9999,60,AIN,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,338134,338134-B170295266,3617,BAL WAVE ULT FE OLVERA ST MLP,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,338136,338136-B170296075,3619,BAL WAVE ULT FE ROUTE 66 MLP,9/3/2020,9/24/2020,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2020,3,,October 2023
195,Floor,Europe,Army,339568,339568-5253546,3925,LNW KAS K43 JJBX GRAND TIGER,8/2/2023,8/9/2023,9/9/9999,60,LNW,LCCC,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,339569,339569-5253552,3924,LNW KAS K43 JJBX GRAND PHOENIX,8/2/2023,8/9/2023,9/9/9999,60,LNW,LCCC,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,339902,339902-MRXU022419,6010,ARI MARSX BUFFALO GOLD REVOL,10/5/2022,12/2/2022,9/9/9999,60,ARI,LCCC,2,KAISERSLAUTERN,SLOT,2022,1,,October 2023
195,Floor,Europe,Army,339572,339572-5253543,3921,LNW KAS TERRIFIC TIGER - CC,8/2/2023,8/9/2023,9/9/9999,60,LNW,LCCC,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,337989,337989-2438103,1966,IGT CRYSTAL DUAL MULTI SET 003,1/19/2019,5/2/2019,9/9/9999,60,IGT,LCCC,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
195,Floor,Europe,Army,334920,334920-33645,1018,ITC Smart Card Dispenser,2/17/2006,12/5/2006,9/9/9999,70,ITC,LCCC,2,KAISERSLAUTERN,ACM/ITC,2006,17,,October 2023
195,Floor,Europe,Army,339570,339570-5253549,3925,LNW KAS K43 JJBX GRAND TIGER,8/2/2023,8/9/2023,9/9/9999,60,LNW,LCCC,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
195,Floor,Europe,Army,334150,334150-R10620538839,9001,DIEBOLD ACM,2/22/2006,11/7/2007,9/9/9999,70,DIE,LCCC,2,KAISERSLAUTERN,ACM/ITC,2006,17,,October 2023
195,Floor,Europe,Army,131725,131725-41D2547,2038,IBM SUREPOS 4852,10/15/2010,9/19/2014,9/9/9999,740,IBM,LCCC,2,KAISERSLAUTERN,FRS,2010,13,,October 2023
195,Floor,Europe,Army,335965,335965-B140505736,3254,BAL V22/22 88 FORTUNES MLP,9/6/2014,7/20/2017,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2014,9,,October 2023
195,Floor,Europe,Army,333107,333107-R106205-38073,9001,DIEBOLD ACM,8/2/2003,6/29/2004,9/9/9999,70,DIE,LCCC,2,KAISERSLAUTERN,ACM/ITC,2003,20,,October 2023
195,Floor,Europe,Army,337880,337880-735492,3092,NOV CONCURVE ED 4,10/13/2017,12/21/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
195,Floor,Europe,Army,335956,335956-618357,3084,NOV DOM PREMIUM ED 3,3/6/2014,4/18/2014,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2014,9,,October 2023
195,Floor,Europe,Army,335966,335966-B140505737,3254,BAL V22/22 88 FORTUNES MLP,9/6/2014,10/3/2014,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2014,9,,October 2023
195,Floor,Europe,Army,336344,336344-657833,3084,NOV DOM PREMIUM ED 3,4/10/2015,4/30/2015,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2015,8,,October 2023
195,Floor,Europe,Army,336350,336350-B140734291,3254,BAL V22/22 88 FORTUNES MLP,10/7/2015,7/20/2017,9/9/9999,60,BAL,LCCC,2,KAISERSLAUTERN,SLOT,2015,8,,October 2023
195,Floor,Europe,Army,337132,337132-167730,4017,NOV NOVOSTAR 5ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
195,Floor,Europe,Army,337135,337135-198716,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/15/2016,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
195,Floor,Europe,Army,337205,337205-707048,3126,NOV VIP EDITION 5/$4.00,12/8/2016,3/10/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,6,,October 2023
195,Floor,Europe,Army,337206,337206-707049,3126,NOV VIP EDITION 5/$4.00,12/8/2016,12/15/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2016,6,,October 2023
195,Floor,Europe,Army,337879,337879-735491,3092,NOV CONCURVE ED 4,10/13/2017,12/21/2017,9/9/9999,60,NOV,LCCC,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
195,Floor,Europe,Army,333031,333031-26965,1018,ITC Smart Card Dispenser,8/20/2004,8/20/2004,9/9/9999,70,ITC,LCCC,2,KAISERSLAUTERN,ACM/ITC,2004,19,,October 2023
196,Floor,Europe,Army,337877,337877-735489,3092,NOV CONCURVE ED 4,10/13/2017,2/15/2023,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
196,Floor,Europe,Army,130619,130619-41D0599,2038,IBM SUREPOS 4852,10/15/2010,2/1/2011,9/9/9999,740,IBM,KAZABRA,2,KAISERSLAUTERN,FRS,2010,13,,October 2023
196,Floor,Europe,Army,338125,338125-2468358,1966,IGT CRYSTAL D - MULTI SET 003,7/20/2019,11/26/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
196,Floor,Europe,Army,337997,337997-146271,3511,KON CONC SELEXION MULTI 12,3/20/2019,5/10/2019,9/9/9999,60,KON,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
196,Floor,Europe,Army,337991,337991-2438159,1968,IGT CRYSTAL DUAL MULTI SET 952,1/19/2019,2/15/2023,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
196,Floor,Europe,Army,337979,337979-142050,3503,KON CONC SELEXION 4,10/31/2018,4/13/2019,9/9/9999,60,KON,KAZABRA,2,KAISERSLAUTERN,SLOT,2018,4,,October 2023
196,Floor,Europe,Army,337973,337973-2421860,1978,IGT CRYSTAL C - MULTI PUS 028,11/1/2018,8/2/2019,9/9/9999,60,IGT,KAZABRA,2,KAISERSLAUTERN,SLOT,2018,4,,October 2023
196,Floor,Europe,Army,334352,334352-510433004,1018,ITC Smart Card Dispenser,6/4/2005,11/8/2005,9/9/9999,70,ITC,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2005,18,,October 2023
196,Floor,Europe,Army,337136,337136-198719,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/27/2016,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
196,Floor,Europe,Army,335976,335976-647797,3084,NOV DOM PREMIUM ED 3,10/30/2014,6/7/2019,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2014,8,,October 2023
196,Floor,Europe,Army,335940,335940-129454,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/27/2016,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
196,Floor,Europe,Army,334919,334919-33644,1018,ITC Smart Card Dispenser,2/17/2006,6/11/2021,9/9/9999,70,ITC,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2006,17,,October 2023
196,Floor,Europe,Army,333164,333164-38844,9001,DIEBOLD ACM,9/4/2004,11/8/2005,9/9/9999,70,DIE,KAZABRA,2,KAISERSLAUTERN,ACM/ITC,2004,19,,October 2023
196,Floor,Europe,Army,337871,337871-710734,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/4/2017,9/9/9999,60,NOV,KAZABRA,2,KAISERSLAUTERN,SLOT,2016,6,,October 2023
218,Floor,Europe,Army,337992,337992-2438170,1969,IGT CRYSTAL DUAL MULTI SET 00T,1/19/2019,2/16/2023,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
218,Floor,Europe,Army,337986,337986-2446702,1978,IGT CRYSTAL C - MULTI PUS 028,1/19/2019,5/30/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
218,Floor,Europe,Army,337971,337971-B170503057,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
218,Floor,Europe,Army,337970,337970-B170503056,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
218,Floor,Europe,Army,337996,337996-146270,3510,KON CONC SELEXION MULTI 11,3/20/2019,5/17/2019,9/9/9999,60,KON,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
218,Floor,Europe,Army,337875,337875-XAR680326,3361,AIN A600 MEGA CHOICE T(SAP-MJ),9/7/2017,2/22/2018,9/9/9999,60,AIN,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,6,,October 2023
218,Floor,Europe,Army,339563,339563-DX149403V,6010,ARI MARSX U BUFFALO GOLD REV.,6/30/2023,8/2/2023,9/9/9999,60,ARI,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,337872,337872-710736,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/6/2017,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,6,,October 2023
218,Floor,Europe,Army,337969,337969-B170503055,3254,BAL V22/22 88 FORTUNES MLP,11/15/2017,4/5/2018,9/9/9999,60,BAL,STRIKERS,2,KAISERSLAUTERN,SLOT,2017,5,,October 2023
218,Floor,Europe,Army,338126,338126-2265428,1931,IGT AXXIS 23/23 HD7,7/20/2019,10/17/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
218,Floor,Europe,Army,338127,338127-2265429,1931,IGT AXXIS 23/23 HD7,7/20/2019,10/17/2019,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2019,4,,October 2023
218,Floor,Europe,Army,337839,337839-166401,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/16/2016,9/17/2020,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
218,Floor,Europe,Army,339559,339559-MRXU028063,6010,ARI MARSX U BUFFALO GOLD REV.,6/30/2023,8/2/2023,9/9/9999,60,ARI,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,339574,339574-5253542,3921,LNW KAS TERRIFIC TIGER - CC,8/2/2023,8/3/2023,9/9/9999,60,LNW,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,339575,339575-5253545,3920,LNW KAS PERF PEACOCK - CC,8/2/2023,8/3/2023,9/9/9999,60,LNW,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,339913,339913-EU0002124,1990,IGT COBALT 27 - MULTI DSU086,1/2/2023,2/2/2023,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,339914,339914-EU0002125,1990,IGT COBALT 27 - MULTI DSU086,1/2/2023,2/2/2023,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,339558,339558-MRXU028086,6010,ARI MARSX U BUFFALO GOLD REV.,6/30/2023,8/2/2023,9/9/9999,60,ARI,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,335941,335941-129471,4018,NOV NOVOSTAR 6ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
218,Floor,Europe,Army,339909,339909-EU0002105,1991,IGT COBALT 27 - MULTI DSU087,1/2/2023,2/2/2023,9/9/9999,60,IGT,STRIKERS,2,KAISERSLAUTERN,SLOT,2023,0,,October 2023
218,Floor,Europe,Army,332956,332956-R10620538736,9001,DIEBOLD ACM,1/11/2003,12/11/2008,9/9/9999,70,DIE,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2003,20,,October 2023
218,Floor,Europe,Army,333065,333065-R10620538264,9001,DIEBOLD ACM,8/21/2003,4/15/2004,9/9/9999,70,DIE,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2003,20,,October 2023
218,Floor,Europe,Army,337210,337210-710733,3084,NOV DOM PREMIUM ED 3,12/21/2016,4/6/2017,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,6,,October 2023
218,Floor,Europe,Army,334120,334120-510433000,1018,ITC Smart Card Dispenser,2/5/2005,4/13/2005,9/9/9999,70,ITC,STRIKERS,2,KAISERSLAUTERN,ACM/ITC,2005,18,,October 2023
218,Floor,Europe,Army,130621,130621-41D0116,2038,IBM SUREPOS 4852,10/15/2010,1/28/2011,9/9/9999,740,IBM,STRIKERS,2,KAISERSLAUTERN,FRS,2010,13,,October 2023
218,Floor,Europe,Army,335947,335947-140179,4016,NOV NOVOSTAR 4ST MULTI-DENOM,9/14/2016,9/22/2016,9/9/9999,60,NOV,STRIKERS,2,KAISERSLAUTERN,SLOT,2016,7,,October 2023
