Service,Category,Region,Base,Location,Month,Year,Amount
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,October,2021,9097.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,November,2021,15364.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,December,2021,19338.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,January,2022,16743.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,February,2022,12608.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,March,2022,20605.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,April,2022,13685.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,May,2022,10142.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,June,2022,12350.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,July,2022,17411.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,August,2022,18470.0
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,September,2022,9456.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,October,2021,1639.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,November,2021,0.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,December,2021,0.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,January,2022,76.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,February,2022,1335.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,March,2022,323.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,April,2022,2131.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,May,2022,5255.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,June,2022,1477.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,July,2022,1895.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,August,2022,2611.0
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,September,2022,1684.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,October,2021,17420.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,November,2021,40335.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,December,2021,26060.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,January,2022,27536.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,February,2022,20273.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,March,2022,43759.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,April,2022,18577.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,May,2022,41003.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,June,2022,29566.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,July,2022,16773.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,August,2022,22715.0
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,September,2022,30511.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,October,2021,8330.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,November,2021,12866.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,December,2021,7008.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,January,2022,9001.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,February,2022,13995.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,March,2022,7386.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,April,2022,11979.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,May,2022,10600.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,June,2022,15046.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,July,2022,7921.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,August,2022,18083.0
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,September,2022,14397.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,October,2021,9261.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,November,2021,7612.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,December,2021,7437.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,January,2022,6908.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,February,2022,8268.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,March,2022,15804.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,April,2022,4327.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,May,2022,10690.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,June,2022,8546.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,July,2022,9429.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,August,2022,8473.0
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,September,2022,16404.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,October,2021,1076.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,November,2021,2543.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,December,2021,5580.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,January,2022,1945.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,February,2022,5652.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,March,2022,4070.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,April,2022,3177.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,May,2022,2002.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,June,2022,7597.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,July,2022,3425.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,August,2022,1091.0
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,September,2022,3142.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,October,2021,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,November,2021,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,December,2021,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,January,2022,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,February,2022,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,March,2022,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,April,2022,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,May,2022,0.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,June,2022,4362.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,July,2022,12366.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,August,2022,7145.0
Navy,Reimbursement,Europe,Navy Greece - Souda Bay,The Anchor NAFI,September,2022,5436.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,October,2021,14157.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,November,2021,21559.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,December,2021,7668.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,January,2022,13020.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,February,2022,16304.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,March,2022,35564.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,April,2022,11182.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,May,2022,21040.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,June,2022,24526.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,July,2022,78.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,August,2022,19127.0
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,September,2022,16734.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,October,2021,40275.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,November,2021,44304.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,December,2021,45846.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,January,2022,32914.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,February,2022,43431.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,March,2022,55708.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,April,2022,46135.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,May,2022,49379.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,June,2022,49875.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,July,2022,43392.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,August,2022,35123.0
Navy,Reimbursement,Europe,Navy Naples,Naples Bowl NAFI,September,2022,55512.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,October,2021,11675.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,November,2021,8865.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,December,2021,3741.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,January,2022,9917.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,February,2022,3640.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,March,2022,5350.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,April,2022,4923.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,May,2022,2560.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,June,2022,1512.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,July,2022,0.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,August,2022,0.0
Navy,Reimbursement,Europe,Navy Rota,NGIS Rota NAFI,September,2022,2134.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,October,2021,33569.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,November,2021,38554.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,December,2021,27761.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,January,2022,23034.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,February,2022,34627.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,March,2022,46754.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,April,2022,71996.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,May,2022,36811.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,June,2022,59427.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,July,2022,51515.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,August,2022,58165.0
Navy,Reimbursement,Europe,Navy Rota,La Plaza NAFI,September,2022,43050.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,October,2021,0.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,November,2021,8730.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,December,2021,17492.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,January,2022,6605.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,February,2022,10621.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,March,2022,22895.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,April,2022,4581.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,May,2022,7741.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,June,2022,10801.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,July,2022,8058.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,August,2022,6810.0
Navy,Reimbursement,Europe,Navy Rota,PINZ NAFI,September,2022,6928.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,October,2021,1218.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,November,2021,2482.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,December,2021,2369.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,January,2022,0.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,February,2022,3920.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,March,2022,3144.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,April,2022,4213.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,May,2022,1588.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,June,2022,67.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,July,2022,0.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,August,2022,929.0
Navy,Reimbursement,Europe,Navy Rota,Rota Fleet Center NAFI,September,2022,2622.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,October,2021,5307.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,November,2021,11501.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,December,2021,10136.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,January,2022,6602.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,February,2022,8426.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,March,2022,15253.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,April,2022,12054.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,May,2022,20012.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,June,2022,6088.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,July,2022,7734.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,August,2022,6663.0
Navy,Reimbursement,Europe,Navy Sigonella,Jox Sports Bar NAFI,September,2022,0.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,October,2021,10531.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,November,2021,19831.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,December,2021,16974.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,January,2022,32555.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,February,2022,56567.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,March,2022,43871.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,April,2022,36778.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,May,2022,34113.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,June,2022,9274.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,July,2022,52158.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,August,2022,33804.0
Navy,Reimbursement,Europe,Navy Sigonella,Sigonella Bowl NAFI,September,2022,40573.0
Army,Revenue,Europe,Ansbach,Action Lanes,October,2022,23976.0
Army,Revenue,Europe,Ansbach,Action Lanes,November,2022,43303.0
Army,Revenue,Europe,Ansbach,Action Lanes,December,2022,36407.0
Army,Revenue,Europe,Ansbach,Action Lanes,January,2023,58670.0
Army,Revenue,Europe,Ansbach,Action Lanes,February,2023,57912.0
Army,Revenue,Europe,Ansbach,Action Lanes,March,2023,48463.0
Army,Revenue,Europe,Ansbach,Action Lanes,April,2023,26217.0
Army,Revenue,Europe,Ansbach,Action Lanes,May,2023,72610.0
Army,Revenue,Europe,Ansbach,Action Lanes,June,2023,42262.0
Army,Revenue,Europe,Ansbach,Action Lanes,July,2023,31015.0
Army,Revenue,Europe,Ansbach,Action Lanes,August,2023,58306.0
Army,Revenue,Europe,Ansbach,Action Lanes,September,2023,63904.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,October,2022,20923.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,November,2022,38884.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,December,2022,16644.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,January,2023,20756.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,February,2023,19542.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,March,2023,37005.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,April,2023,34967.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,May,2023,35872.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,June,2023,15837.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,July,2023,5945.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,August,2023,9773.0
Army,Revenue,Europe,Ansbach,Storck Barracks Bowl,September,2023,20107.0
Army,Revenue,Europe,Baumholder,Strikers,October,2022,53465.0
Army,Revenue,Europe,Baumholder,Strikers,November,2022,46615.0
Army,Revenue,Europe,Baumholder,Strikers,December,2022,31098.0
Army,Revenue,Europe,Baumholder,Strikers,January,2023,34862.0
Army,Revenue,Europe,Baumholder,Strikers,February,2023,61123.0
Army,Revenue,Europe,Baumholder,Strikers,March,2023,109102.0
Army,Revenue,Europe,Baumholder,Strikers,April,2023,51980.0
Army,Revenue,Europe,Baumholder,Strikers,May,2023,45489.0
Army,Revenue,Europe,Baumholder,Strikers,June,2023,38949.0
Army,Revenue,Europe,Baumholder,Strikers,July,2023,76024.0
Army,Revenue,Europe,Baumholder,Strikers,August,2023,104725.0
Army,Revenue,Europe,Baumholder,Strikers,September,2023,38549.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,October,2022,8701.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,November,2022,22293.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,December,2022,-8294.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,January,2023,35877.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,February,2023,2668.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,March,2023,45863.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,April,2023,40045.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,May,2023,18633.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,June,2023,19253.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,July,2023,22916.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,August,2023,40902.0
Army,Revenue,Europe,Garmisch,Edelweiss Lodge Resort,September,2023,20032.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,October,2022,68090.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,November,2022,76585.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,December,2022,64656.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,January,2023,111014.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,February,2023,50725.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,March,2023,102069.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,April,2023,46278.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,May,2023,184083.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,June,2023,124450.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,July,2023,146845.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,August,2023,76213.0
Army,Revenue,Europe,Grafenwoehr,Entertainment Center Graf.,September,2023,113325.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,October,2022,15057.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,November,2022,4622.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,December,2022,6558.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,January,2023,4597.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,February,2023,11479.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,March,2023,4060.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,April,2023,16563.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,May,2023,7081.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,June,2023,12409.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,July,2023,0.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,August,2023,0.0
Army,Revenue,Europe,Grafenwoehr,Vilseck Bowl,September,2023,0.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,October,2022,47165.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,November,2022,48923.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,December,2022,77159.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,January,2023,35360.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,February,2023,56966.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,March,2023,42017.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,April,2023,62064.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,May,2023,57044.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,June,2023,102542.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,July,2023,45619.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,August,2023,43362.0
Army,Revenue,Europe,Grafenwoehr,Langenbruck Center,September,2023,37667.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,October,2022,29700.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,November,2022,51121.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,December,2022,3772.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,January,2023,37627.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,February,2023,41941.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,March,2023,35675.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,April,2023,26467.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,May,2023,44943.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,June,2023,25914.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,July,2023,48250.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,August,2023,32945.0
Army,Revenue,Europe,Hohenfels,Hohenfels Bowl,September,2023,19579.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,October,2022,91360.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,November,2022,128504.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,December,2022,42130.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,January,2023,53919.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,February,2023,79210.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,March,2023,287044.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,April,2023,125489.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,May,2023,114403.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,June,2023,122745.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,July,2023,49505.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,August,2023,260242.0
Army,Revenue,Europe,Kaiserslautern,Armstrong's,September,2023,145918.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,October,2022,7798.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,November,2022,2053.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,December,2022,8141.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,January,2023,3186.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,February,2023,4238.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,March,2023,4081.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,April,2023,18168.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,May,2023,10873.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,June,2023,1652.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,July,2023,15028.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,August,2023,8108.0
Army,Revenue,Europe,Kaiserslautern,Kazabra,September,2023,23788.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,October,2022,100152.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,November,2022,141353.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,December,2022,66785.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,January,2023,58247.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,February,2023,68421.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,March,2023,53044.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,April,2023,70588.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,May,2023,149619.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,June,2023,117039.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,July,2023,71128.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,August,2023,42482.0
Army,Revenue,Europe,Kaiserslautern,Landstuhl Consolidated Club,September,2023,105985.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,October,2022,24581.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,November,2022,54127.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,December,2022,85770.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,January,2023,69615.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,February,2023,54003.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,March,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,April,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,May,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,June,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,July,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,August,2023,0.0
Army,Revenue,Europe,Kaiserslautern,Sembach CC,September,2023,0.0
Army,Revenue,Europe,Kaiserslautern,ROB Java Cafe,October,2022,59378.0
Army,Revenue,Europe,Kaiserslautern,ROB Java Cafe,November,2022,66918.0
Army,Revenue,Europe,Kaiserslautern,ROB Java Cafe,December,2022,38243.0
Army,Revenue,Europe,Kaiserslautern,ROB Java Cafe,January,2023,11973.0
Army,Revenue,Europe,Kaiserslautern,ROB Java Cafe,February,2023,13710.0
