Service,Category,Region,Base,Location,Month,Year,Amount
Army,Reimbursement,Japan,Camp Zama Army,Zama Bowl NAFI,May,2021,3212.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Bowl NAFI,June,2021,2196.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Bowl NAFI,July,2021,3183.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Bowl NAFI,August,2021,2141.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Bowl NAFI,September,2021,1150.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,October,2020,17319.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,November,2020,29318.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,December,2020,18802.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,January,2021,25214.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,February,2021,19970.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,March,2021,37068.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,April,2021,14376.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,May,2021,22754.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,June,2021,24127.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,July,2021,14382.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,August,2021,15519.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Community Club NAFI,September,2021,22143.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,October,2020,684.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,November,2020,2098.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,December,2020,2105.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,January,2021,1063.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,February,2021,2041.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,March,2021,723.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,April,2021,1552.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,May,2021,1639.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,June,2021,2820.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,July,2021,1925.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,August,2021,2475.0
Army,Reimbursement,Japan,Camp Zama Army,Zama Golf Course NAFI,September,2021,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,October,2020,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,November,2020,1354.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,December,2020,686.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,January,2021,1562.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,February,2021,1019.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,March,2021,189.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,April,2021,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,May,2021,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,June,2021,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,July,2021,0.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,August,2021,466.0
Army,Reimbursement,Japan,Torii Station Army,Havana's NAFI,September,2021,1998.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,October,2020,1094.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,November,2020,1071.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,December,2020,258.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,January,2021,506.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,February,2021,424.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,March,2021,418.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,April,2021,4730.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,May,2021,436.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,June,2021,3310.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,July,2021,2391.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,August,2021,3069.0
USMC,Reimbursement,Japan,Camp Fuji USMC,Road House NAFI,September,2021,4306.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,October,2020,40639.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,November,2020,36565.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,December,2020,37582.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,January,2021,56141.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,February,2021,56921.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,March,2021,44003.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,April,2021,109949.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,May,2021,42345.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,June,2021,96472.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,July,2021,61067.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,August,2021,79955.0
USMC,Reimbursement,Japan,Iwakuni USMC,Iwakuni Club NAFI,September,2021,72761.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,October,2020,63976.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,November,2020,89220.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,December,2020,69253.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,January,2021,60374.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,February,2021,76759.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,March,2021,81266.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,April,2021,63928.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,May,2021,101366.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,June,2021,105325.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,July,2021,83951.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,August,2021,58061.0
USMC,Reimbursement,Japan,Iwakuni USMC,Torii Pines TLF NAFI,September,2021,91326.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,October,2020,81576.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,November,2020,79336.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,December,2020,77390.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,January,2021,7267.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,February,2021,63259.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,March,2021,72533.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,April,2021,0.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,May,2021,13263.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,June,2021,53321.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,July,2021,44265.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,August,2021,69912.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Butler Bowl NAFI,September,2021,45630.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,October,2020,337283.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,November,2020,426203.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,December,2020,387347.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,January,2021,130527.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,February,2021,241457.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,March,2021,458208.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,April,2021,264637.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,May,2021,272379.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,June,2021,301939.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,July,2021,283959.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,August,2021,337387.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Ocean Breeze NAFI,September,2021,283489.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,October,2020,305791.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,November,2020,220966.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,December,2020,214126.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,January,2021,95428.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,February,2021,191320.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,March,2021,236592.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,April,2021,245705.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,May,2021,217341.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,June,2021,174426.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,July,2021,191992.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,August,2021,179305.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Taiyo Golf Course NAFI,September,2021,214983.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,October,2020,0.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,November,2020,12274.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,December,2020,31858.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,January,2021,16474.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,February,2021,7323.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,March,2021,12858.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,April,2021,25901.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,May,2021,10688.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,June,2021,9557.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,July,2021,5998.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,August,2021,11348.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,West Pac Lodge NAFI,September,2021,18446.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,October,2020,0.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,November,2020,10289.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,December,2020,65788.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,January,2021,10089.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,February,2021,23331.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,March,2021,48199.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,April,2021,44170.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,May,2021,54737.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,June,2021,71959.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,July,2021,35288.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,August,2021,54740.0
USMC,Reimbursement,Japan,Camp Butler / Foster USMC,Whispers NAFI,September,2021,4611.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,October,2020,13214.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,November,2020,25590.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,December,2020,28892.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,January,2021,0.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,February,2021,28463.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,March,2021,17808.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,April,2021,11841.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,May,2021,15156.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,June,2021,19974.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,July,2021,23792.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,August,2021,12652.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Courtney Bowl NAFI,September,2021,10181.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,October,2020,2158.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,November,2020,8562.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,December,2020,10168.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,January,2021,7422.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,February,2021,2106.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,March,2021,1707.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,April,2021,5477.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,May,2021,0.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,June,2021,0.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,July,2021,1623.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,August,2021,7695.0
USMC,Reimbursement,Japan,Camp Courtney USMC,Hashmarks NAFI,September,2021,1898.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,October,2020,33075.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,November,2020,45401.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,December,2020,41565.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,January,2021,6325.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,February,2021,7238.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,March,2021,66473.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,April,2021,24825.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,May,2021,32039.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,June,2021,45757.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,July,2021,35021.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,August,2021,53748.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Palms NAFI,September,2021,31889.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,October,2020,0.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,November,2020,85.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,December,2020,82.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,January,2021,0.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,February,2021,1123.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,March,2021,824.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,April,2021,0.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,May,2021,0.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,June,2021,1198.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,July,2021,2069.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,August,2021,0.0
USMC,Reimbursement,Japan,Camp Hansen USMC,Camp Hansen TLF NAFI,September,2021,2736.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,October,2020,46237.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,November,2020,48738.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,December,2020,24521.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,January,2021,9678.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,February,2021,31764.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,March,2021,40010.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,April,2021,34830.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,May,2021,35942.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,June,2021,35775.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,July,2021,32220.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,August,2021,49402.0
USMC,Reimbursement,Japan,Camp Kinser USMC,Surfside NAFI,September,2021,26683.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,October,2020,6527.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,November,2020,4074.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,December,2020,9907.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,January,2021,14616.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,February,2021,1440.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,March,2021,4318.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,April,2021,5672.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,May,2021,6060.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,June,2021,8714.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,July,2021,13224.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,August,2021,10844.0
USMC,Reimbursement,Japan,Camp Schwab USMC,Beach Head NAFI,September,2021,3261.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,October,2020,36636.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,November,2020,24893.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,December,2020,21209.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,January,2021,34886.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,February,2021,7100.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,March,2021,16776.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,April,2021,12911.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,May,2021,34416.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,June,2021,12536.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,July,2021,31061.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,August,2021,20068.0
Navy,Reimbursement,Japan,Okinawa Navy,Crow's Nest NAFI,September,2021,34074.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,October,2020,0.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,November,2020,1496.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,December,2020,634.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,January,2021,1835.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,February,2021,422.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,March,2021,35.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,April,2021,2002.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,May,2021,0.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,June,2021,0.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,July,2021,2466.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,August,2021,6250.0
Navy,Reimbursement,Japan,Okinawa Navy,Port Call NAFI,September,2021,12805.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,October,2020,44154.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,November,2020,53243.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,December,2020,58254.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,January,2021,65061.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,February,2021,49532.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,March,2021,69514.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,April,2021,71700.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,May,2021,80231.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,June,2021,107665.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,July,2021,54492.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,August,2021,59521.0
Navy,Reimbursement,Japan,Sasebo Navy,Harbor View Club NAFI,September,2021,74748.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,October,2020,16335.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,November,2020,31520.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,December,2020,27568.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,January,2021,20877.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,February,2021,21414.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,March,2021,20451.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,April,2021,31020.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,May,2021,19993.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,June,2021,22984.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,July,2021,21214.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,August,2021,14336.0
Navy,Reimbursement,Japan,Sasebo Navy,Hario NAFI,September,2021,32987.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,October,2020,41427.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,November,2020,91423.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,December,2020,112550.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,January,2021,54140.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,February,2021,46932.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,March,2021,124888.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,April,2021,97814.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,May,2021,85483.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,June,2021,91969.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,July,2021,46719.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,August,2021,48154.0
Navy,Reimbursement,Japan,Sasebo Navy,Galaxies NAFI,September,2021,91311.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,October,2020,0.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,November,2020,0.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,December,2020,1744.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,January,2021,0.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,February,2021,4824.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,March,2021,5523.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,April,2021,3355.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,May,2021,5512.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,June,2021,38211.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,July,2021,41742.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,August,2021,7282.0
Navy,Reimbursement,Japan,Yokosuka Navy,Yokosuka B/C NAFI,September,2021,74834.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,October,2020,7959.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,November,2020,54394.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,December,2020,86431.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,January,2021,7657.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,February,2021,40159.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,March,2021,65727.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,April,2021,174230.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,May,2021,70402.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,June,2021,370.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,July,2021,49128.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,August,2021,107651.0
Navy,Reimbursement,Japan,Yokosuka Navy,Club Alliance NAFI,September,2021,131847.0
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,October,2020,29707.0
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,November,2020,21830.0
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,December,2020,22352.0
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,January,2021,8322.0
Navy,Reimbursement,Japan,Yokosuka Navy,CPO Club NAFI,February,2021,24547.0
