Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Month,Years_in_Storage,Age_int,Years_in_Storage_int
Korea,23,UIJEONGBU,843,UIJONGBU FO,334033,60,IGT iGAME CARNIVAL MYS 243 01,580,10/5/2004,3/2/2020,334033-1406068,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,334071,60,IGT iGAME CARNIVAL MYS 243 01,580,10/9/2004,1/16/2020,334071-1406587,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,334159,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/2/2004,1/16/2020,334159-1407114,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,334787,70,DIEBOLD ACM,9001,3/7/2006,3/2/2020,334787-R106205-38874,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,334903,70,ITC Smart Card Dispenser,1018,3/7/2006,3/2/2020,334903-33669,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,335841,60,NOV PREM V+ 5ST MULTI-DENOM,4010,8/15/2008,2/21/2020,335841-346822,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,336669,70,ITC Smart Card Dispenser,1018,4/3/2008,3/12/2014,336669-0801279,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,336804,60,WMS BLADE MULTI CHEST 6,1869,2/27/2015,10/18/2018,336804-5077261,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,336845,60,AIN/A560 MULTI WIN4 (SAP-MJP),1373,8/26/2015,6/2/2020,336845-XAR665923,July 2020,0,,0
Korea,23,UIJEONGBU,843,UIJONGBU FO,337868,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,1/11/2017,6/2/2020,337868-XAR672721,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,124645,740,IBM SUREPOS 4852,2038,9/28/2010,9/2/2017,124645-41D3940,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,126859,740,IBM SUREPOS 4852,2038,9/30/2010,1/30/2019,126859-41D2754,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,332939,70,DIEBOLD ACM,9001,9/21/2002,3/2/2009,332939-R10620534200,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,332961,70,DIEBOLD ACM,9001,3/11/2003,6/27/2018,332961-R10620538261,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,333019,70,DIEBOLD ACM,9001,3/12/2003,1/30/2019,333019-R10620537528,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,333274,70,ITC Smart Card Dispenser,1018,7/3/2005,3/2/2009,333274-220536681,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,333435,70,ITC Smart Card Dispenser,1018,12/9/2003,1/30/2019,333435-23748,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,333456,70,ITC Smart Card Dispenser,1018,10/21/2003,1/30/2019,333456-23698,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,335395,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/15/2008,7/2/2020,335395-346864,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,335521,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/19/2008,7/2/2020,335521-346824,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,335522,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/19/2008,7/2/2020,335522-346816,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,335832,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/15/2008,7/2/2020,335832-346842,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336317,60,AIN A560 MULTI WIN15 (SAP-MJP),1381,12/14/2011,6/6/2020,336317-XAR647240,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336318,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,12/14/2011,6/27/2018,336318-XAR647231,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336319,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,12/14/2011,6/6/2020,336319-XAR647232,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336502,60,WMS BLADE MULTI CHEST 2,1856,10/24/2015,10/24/2015,336502-5091334,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336504,60,WMS BLADE MULTI CHEST 5,1868,10/24/2015,5/31/2019,336504-5091326,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336507,60,BAL V22/22 AMERICAN ORIGINAL,3229,10/24/2015,2/18/2018,336507-150734300,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336528,60,BAL V22/22 AMERICAN ORIGINAL,3229,10/24/2015,10/31/2018,336528-B150734299,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336529,60,BAL V22/22 MULTI GAME SUITE 1,3225,10/24/2015,10/31/2018,336529-B150734302,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,336698,60,AIN/A560 MULTI WIN13 (SAP-MJP),1377,12/10/2011,6/11/2020,336698-XAR647241,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,337059,60,NOVOSTAR 4sT,3181,11/23/2016,6/4/2020,337059-141564,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,337665,60,NOVOSTAR 6sT,3185,11/23/2016,6/4/2020,337665-208642,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,337669,60,NOVOSTAR 6sT,3185,11/23/2016,6/4/2020,337669-208670,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,337673,60,NOVOSTAR 6sT,3185,11/23/2016,6/4/2020,337673-253690,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,338027,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,7/2/2020,7/2/2020,338027-5169975,July 2020,0,,0
Korea,21,DAEGU,875,DAEGU F.O.,338028,60,BAL J43 JIN JI BAO XI E/T MLP,3679,7/2/2020,7/2/2020,338028-5169976,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,125376,740,IBM SUREPOS 4852,2038,9/26/2010,3/25/2020,125376-41C8987,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332406,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/27/2001,5/4/2017,332406-1116738,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332408,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/27/2001,5/4/2017,332408-1116742,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332412,60,IGT iGAME CARNIVAL MYS 243 01,580,10/27/2001,5/4/2017,332412-1116751,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332414,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/27/2001,11/17/2016,332414-1116745,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332892,60,WMS BB INVADERS PLANET MOOLAH,1450,10/3/2006,3/27/2020,332892-W2140952,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332896,60,IGT iGAME CARNIVAL MYS 243 01,580,8/6/2003,11/17/2016,332896-1190984,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,332900,60,IGT iGAME AZTEC TEMPLE 243 01,579,4/2/2003,5/4/2017,332900-1190777,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333024,70,DIEBOLD ACM,9001,3/15/2003,5/14/2020,333024-R10620538747,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333249,60,NOV CF1+ ULT 10G,3109,6/18/2005,1/26/2017,333249-210520-173268,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333250,60,NOV CF1+ ULT 10B,3115,6/18/2005,12/6/2017,333250-210590-173269,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333279,60,NOV CF1+ ULT 10F,3106,7/2/2005,11/21/2015,333279-211560-173722,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333433,70,ITC Smart Card Dispenser,1018,12/9/2003,12/22/2018,333433-23746,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333485,60,IGT GAME KING CL IFACE 210,228,8/12/2004,5/14/2020,333485-1349253,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333577,60,IGT GAME KING CL IFACE 210,228,10/9/2004,5/14/2020,333577-1407822,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333670,60,IGT iGAME AZTEC TEMPLE 243 01,579,8/21/2004,3/27/2020,333670-1383888,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334022,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/5/2004,4/6/2019,334022-1406071,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334029,60,IGT iGAME CARNIVAL MYS 243 01,580,10/5/2004,5/14/2020,334029-1406060,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334034,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/5/2004,5/14/2020,334034-1406062,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334064,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/9/2004,4/6/2019,334064-1406582,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334169,60,IGT iGAME CARNIVAL MYS 243 01,580,11/2/2004,3/27/2020,334169-1407544,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334458,60,WMS BB CRYSTAL FOREST,1451,8/12/2005,3/27/2020,334458-W2084020,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334472,60,WMS THAI TREASURES 10C 25L .01,839,8/12/2005,3/27/2020,334472-W2083976,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334483,60,WMS BB INVADERS PLANET MOOLAH,1450,8/12/2005,3/27/2020,334483-W2084005,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334493,60,BAL A M9 AMERICAN ORGIN 25L10C,571,9/29/2005,2/11/2015,334493-V050855605,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334547,60,NOV CF1+ ULT 10E,3103,7/19/2006,12/29/2017,334547-223685,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334745,60,BAL A M9 HOT SHOTS 20L5C PENNY,677,10/1/2005,9/12/2014,334745-V050855635,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334754,60,BAL A M9 AMERICAN ORGIN 25L10C,571,10/1/2005,10/10/2013,334754-V050855628,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334755,60,BAL A M9 HIDDEN RICHES 25L10C,573,10/1/2005,9/12/2014,334755-V050855629,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334756,60,BAL A M9 ANCNT WONDER 25L10C P,679,10/1/2005,9/12/2014,334756-V050855630,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334767,60,NOV CF1+ ULT 10H,3116,7/19/2006,5/4/2017,334767-223669,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334770,60,BAL A S9 QH BLKGOLD 25L10C,569,5/6/2007,5/6/2016,334770-S070383032,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335391,60,NOV PREM V+ 1sT,3152,8/15/2008,12/29/2017,335391-346877,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335396,60,NOV PREM V+ 6sT,3160,8/15/2008,12/29/2017,335396-346878,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335398,60,NOV PREM V+ 4sT,3156,8/15/2008,12/29/2017,335398-346869,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335479,60,NOV CF1+ ULT 10D,3100,8/30/2007,10/29/2014,335479-285120,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335530,60,BAL A S9 QH BLKGOLD 25L10C,569,5/3/2007,4/18/2015,335530-S070383013,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335551,60,NOV CF1+ ULT 10F,3106,6/16/2006,12/29/2017,335551-178457,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335557,60,NOV CF1+ ULT 10H,3116,6/16/2006,12/6/2017,335557-207922,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335649,60,BAL A S9 QH BLKGOLD 25L10C,569,5/6/2007,4/18/2015,335649-S070383033,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335774,60,NOV PREM V+ 5sT,3158,8/27/2008,5/14/2020,335774-346819,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335776,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/27/2008,4/28/2020,335776-346814,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335777,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/27/2008,4/29/2020,335777-346811,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335779,60,NOV PREM V+ 5sT,3158,8/27/2008,12/29/2017,335779-346805,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335780,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/27/2008,4/28/2020,335780-346812,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335806,60,IGT GAME KING AVP,1501,10/2/2008,11/21/2015,335806-1904142,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335807,60,IGT NEFERTITI AVP,1506,10/2/2008,11/21/2015,335807-1904146,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335809,60,IGT TRIPLE FORTUNE DRAGON AVP,1603,10/2/2008,11/21/2015,335809-1904144,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335824,60,NOV PREM V+ 6sT,3160,9/19/2014,4/6/2019,335824-642977,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335833,60,NOV PREM V+ 5sT,3158,8/15/2008,12/22/2018,335833-346855,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335838,60,NOV PREM V+ 6sT,3160,8/15/2008,12/22/2018,335838-346843,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335842,60,NOV PREM V+ 5sT,3158,8/15/2008,4/6/2019,335842-346850,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335843,60,NOV PREM V+ 5sT,3158,8/15/2008,4/6/2019,335843-346826,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335844,60,NOV PREM V+ 4sT,3156,8/15/2008,12/22/2018,335844-346854,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335845,60,NOV PREM V+ 6sT,3160,8/15/2008,12/22/2018,335845-346837,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336077,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/18/2014,5/14/2020,336077-642958,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336083,60,NOV PREM V+ 4ST MULTI-DENOM,4009,9/18/2014,5/14/2020,336083-642964,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336095,60,NOV PREM V+ 6sT,3160,9/18/2014,3/9/2018,336095-642951,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336100,60,NOV PREM V+ 5sT,3158,9/18/2014,8/11/2017,336100-642956,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336275,70,e-Cash ACM,9006,5/8/2014,4/21/2020,336275-7070891,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336316,60,AIN A560 MULTI WIN15 (SAP-MJP),1381,12/14/2011,3/18/2020,336316-XAR647239,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336323,60,WMS BLADE LIFE OF LUCK/SAP,1861,3/6/2015,4/28/2020,336323-5077262,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336574,60,WMS BLADE MULTI CHEST 5,1868,10/17/2015,5/14/2020,336574-5091348,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336575,60,WMS BLADE MULTI CHEST 6,1869,10/17/2015,5/14/2020,336575-5091328,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336576,60,WMS BLADE MULTI CHEST 5,1868,10/17/2015,3/27/2020,336576-5091349,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336577,60,WMS BLADE MULTI CHEST 2,1856,10/17/2015,10/12/2018,336577-5091336,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336578,60,WMS BLADE MULTI CHEST 6,1869,10/17/2015,3/27/2020,336578-5091352,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336593,60,NOV PREM V+ 4ST MULTI-DENOM,4009,4/28/2015,5/14/2020,336593-658761,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336648,60,NOVOSTAR ONE&ONLY,3175,10/7/2016,12/29/2017,336648-126995,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336671,70,ITC Smart Card Dispenser,1018,4/3/2008,4/6/2019,336671-0801281,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336675,60,NOV PREM V+ 6sT,3160,8/15/2008,12/29/2017,336675-346873,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336677,60,IGT MULTI GAME SETI AVP,1616,10/2/2008,4/29/2016,336677-1904139,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336679,60,IGT AZTEC TEMPLE AVP,1508,10/2/2008,4/29/2016,336679-1904141,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336692,60,NOV DOM PREMIUM ED 3 - 0.01,3084,3/7/2014,3/5/2020,336692-618385,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336699,60,AIN A560 MULTI WIN15 (SAP-MJP),1381,12/10/2011,3/18/2020,336699-XAR647242,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336742,60,BAL PRO CURVE QHBG (MLP),3210,3/14/2015,2/12/2019,336742-B141219206,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336750,70,ITC Smart Card Dispenser,1018,9/18/2015,3/8/2019,336750-C351530838,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336784,70,CountR ACM,9007,9/11/2015,4/21/2020,336784-100100149,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336801,60,WMS BLADE GOLDFISH 3,1857,2/27/2015,8/7/2016,336801-5077247,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336802,60,WMS BLADE MULTI CHEST 5,1868,2/27/2015,10/12/2018,336802-5077252,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336803,60,WMS BLADE MULTI CHEST 2,1856,2/27/2015,8/10/2017,336803-5077257,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336812,60,BAL PRO CURVE QHBG (MLP),3210,2/27/2015,2/12/2019,336812-B141219201,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336847,60,BAL PRO CURVE QHBG (MLP),3210,8/26/2015,10/3/2019,336847-B150531087,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336848,60,BAL PRO CURVE QHBG (MLP),3210,8/26/2015,10/3/2019,336848-B150531088,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336895,60,WMS BLADE GOLDFISH 3,1857,8/26/2015,4/28/2020,336895-5088530,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336941,60,BAL V20/20 AMERICAN ORIGINAL,1723,11/21/2008,4/18/2015,336941-V080818754,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337003,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/20/2015,5/14/2020,337003-668827,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337018,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,8/20/2015,5/14/2020,337018-668842,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337065,60,NOVOSTAR 6sT,3185,10/7/2016,10/16/2018,337065-166886,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337652,60,NOVOSTAR 4sT,3181,11/23/2016,4/6/2019,337652-143848,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337688,60,WMS BLADE MULTI CHEST 3,1866,12/20/2016,3/27/2020,337688-5105388,July 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337690,60,WMS BLADE MULTI CHEST 4,1867,12/20/2016,3/27/2020,337690-5105390,July 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,116224,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,116224-41D3171,July 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,126858,740,IBM SUREPOS 4852,2038,9/30/2010,12/14/2018,126858-41D5486,July 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,130592,740,IBM SUREPOS 4852,2038,10/15/2010,6/7/2015,130592-41D3372,July 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,333236,70,ITC Smart Card Dispenser,1018,8/10/2004,4/22/2020,333236-23692,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,118982,740,IBM SUREPOS 4852,2038,9/22/2010,9/14/2016,118982-41D0225,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,333208,70,DIEBOLD ACM,9001,10/30/2003,4/28/2016,333208-R10620538790,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,333393,70,ITC Smart Card Dispenser,1018,10/15/2004,10/8/2015,333393-26973,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,334798,60,NOV PREM V+ 1sT,3152,8/15/2008,6/18/2020,334798-346868,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335393,60,NOV PREM V+ 6sT,3160,8/15/2008,2/20/2020,335393-346857,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335409,60,NOV PREM V+ 6sT,3160,4/23/2009,8/7/2019,335409-403643,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335420,60,NOV PREM V+ 5sT,3158,12/30/2009,3/27/2019,335420-446985,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336667,70,ITC Smart Card Dispenser,1018,4/4/2008,4/4/2008,336667-0801277,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336674,60,NOV PREM V+ 5sT,3158,8/15/2008,6/18/2020,336674-346876,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336710,60,WMS BLADE MULTI CHEST 2,1856,3/21/2015,1/19/2019,336710-5077942,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336714,60,WMS BLADE MULTI CHEST 2,1856,3/27/2015,1/19/2019,336714-5077941,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336738,60,BAL PRO CURVE QHBG (MLP),3210,10/20/2015,11/15/2018,336738-B150734266,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336771,66,BAL PRO32 CASH'M IF YOU CAN,1769,9/11/2015,12/4/2019,336771-B130277972,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336772,66,BAL PRO32 PRECIOUS JADE,1770,9/11/2015,12/4/2019,336772-B130277974,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336775,66,BAL V22/22 AMERICAN ORIGINAL,3229,9/11/2015,6/2/2020,336775-B110321665,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336780,66,BAL PRO32 AZTEC DAWN,1771,9/11/2015,12/4/2019,336780-B130277971,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336951,60,BAL V22/22 AMERICAN ORIGINAL,3229,10/20/2015,10/11/2019,336951-B150734390,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336958,60,BAL V22/22 MULTI GAME SUITE 1,3225,10/20/2015,1/17/2020,336958-B150734279,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336974,60,NOVOSTAR 4sT,3181,11/23/2016,10/10/2019,336974-143828,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336975,60,NOVOSTAR 6sT,3185,11/23/2016,1/24/2019,336975-223351,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336977,60,NOVOSTAR 4sT,3181,11/23/2016,10/10/2019,336977-143839,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337421,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,7/2/2020,7/2/2020,337421-5169977,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337422,60,BAL J43 JIN-JI BAO XI R/F MLP,3665,7/2/2020,7/2/2020,337422-5169978,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337423,60,BAL J43 JIN JI BAO XI E/T MLP,3679,7/2/2020,7/2/2020,337423-5169979,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337424,60,BAL J43 JIN JI BAO XI E/T MLP,3679,7/2/2020,7/2/2020,337424-5169980,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337601,60,WMS BLADE MULTI CHEST 4,1867,12/7/2016,1/24/2019,337601-5105402,July 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337605,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,1/6/2017,2/5/2020,337605-XAR672730,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132974,740,IBM SUREPOS 4852,2038,9/25/2010,6/5/2014,132974-41D3176,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132976,740,IBM SUREPOS 4852,2038,9/25/2010,6/7/2013,132976-41D3302,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132985,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,132985-41D3358,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332334,60,IGT NEFERTITI 25L 10C .01,841,11/1/2001,10/26/2019,332334-1116367,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332374,60,IGT iGAME CARNIVAL MYS 243 01,580,10/27/2001,10/26/2019,332374-1117088,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332383,60,IGT CATS 30L 8C .01,1590,10/27/2001,10/26/2019,332383-1116696,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332420,60,IGT iGAME CARNIVAL MYS 243 01,580,11/1/2001,11/5/2019,332420-1116728,July 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332424,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,11/5/2019,332424-1116702,July 2020,0,,0
