Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Month,Years_in_Storage,Age_int,Years_in_Storage_int
Korea,24,PYONGTAEK,897,PFO STORAGE,333279,60,NOV CF1+ ULT 10F,3106,7/2/2005,11/21/2015,333279-211560-173722,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333433,70,ITC Smart Card Dispenser,1018,12/9/2003,12/22/2018,333433-23746,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333485,60,IGT GAME KING CL IFACE 210,228,8/12/2004,5/14/2020,333485-1349253,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333577,60,IGT GAME KING CL IFACE 210,228,10/9/2004,5/14/2020,333577-1407822,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,333670,60,IGT iGAME AZTEC TEMPLE 243 01,579,8/21/2004,3/27/2020,333670-1383888,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334022,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/5/2004,4/6/2019,334022-1406071,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334029,60,IGT iGAME CARNIVAL MYS 243 01,580,10/5/2004,5/14/2020,334029-1406060,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334034,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/5/2004,5/14/2020,334034-1406062,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334064,60,IGT iGAME AZTEC TEMPLE 243 01,579,10/9/2004,4/6/2019,334064-1406582,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334169,60,IGT iGAME CARNIVAL MYS 243 01,580,11/2/2004,3/27/2020,334169-1407544,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334458,60,WMS BB CRYSTAL FOREST,1451,8/12/2005,3/27/2020,334458-W2084020,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334472,60,WMS THAI TREASURES 10C 25L .01,839,8/12/2005,3/27/2020,334472-W2083976,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334483,60,WMS BB INVADERS PLANET MOOLAH,1450,8/12/2005,3/27/2020,334483-W2084005,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334493,60,BAL A M9 AMERICAN ORGIN 25L10C,571,9/29/2005,2/11/2015,334493-V050855605,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334547,60,NOV CF1+ ULT 10E,3103,7/19/2006,12/29/2017,334547-223685,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334745,60,BAL A M9 HOT SHOTS 20L5C PENNY,677,10/1/2005,9/12/2014,334745-V050855635,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334754,60,BAL A M9 AMERICAN ORGIN 25L10C,571,10/1/2005,10/10/2013,334754-V050855628,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334755,60,BAL A M9 HIDDEN RICHES 25L10C,573,10/1/2005,9/12/2014,334755-V050855629,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334756,60,BAL A M9 ANCNT WONDER 25L10C P,679,10/1/2005,9/12/2014,334756-V050855630,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334767,60,NOV CF1+ ULT 10H,3116,7/19/2006,5/4/2017,334767-223669,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,334770,60,BAL A S9 QH BLKGOLD 25L10C,569,5/6/2007,5/6/2016,334770-S070383032,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335391,60,NOV PREM V+ 1sT,3152,8/15/2008,12/29/2017,335391-346877,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335396,60,NOV PREM V+ 6sT,3160,8/15/2008,12/29/2017,335396-346878,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335398,60,NOV PREM V+ 4sT,3156,8/15/2008,12/29/2017,335398-346869,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335479,60,NOV CF1+ ULT 10D,3100,8/30/2007,10/29/2014,335479-285120,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335530,60,BAL A S9 QH BLKGOLD 25L10C,569,5/3/2007,4/18/2015,335530-S070383013,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335551,60,NOV CF1+ ULT 10F,3106,6/16/2006,12/29/2017,335551-178457,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335557,60,NOV CF1+ ULT 10H,3116,6/16/2006,12/6/2017,335557-207922,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335649,60,BAL A S9 QH BLKGOLD 25L10C,569,5/6/2007,4/18/2015,335649-S070383033,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335774,60,NOV PREM V+ 5sT,3158,8/27/2008,5/14/2020,335774-346819,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335776,60,NOV PREM V+ 4ST MULTI-DENOM,4009,8/27/2008,4/28/2020,335776-346814,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335777,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/27/2008,4/29/2020,335777-346811,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335779,60,NOV PREM V+ 5sT,3158,8/27/2008,12/29/2017,335779-346805,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335780,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/27/2008,4/28/2020,335780-346812,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335806,60,IGT GAME KING AVP,1501,10/2/2008,11/21/2015,335806-1904142,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335807,60,IGT NEFERTITI AVP,1506,10/2/2008,11/21/2015,335807-1904146,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335809,60,IGT TRIPLE FORTUNE DRAGON AVP,1603,10/2/2008,11/21/2015,335809-1904144,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335824,60,NOV PREM V+ 6sT,3160,9/19/2014,4/6/2019,335824-642977,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335833,60,NOV PREM V+ 5sT,3158,8/15/2008,12/22/2018,335833-346855,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335838,60,NOV PREM V+ 6sT,3160,8/15/2008,12/22/2018,335838-346843,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335842,60,NOV PREM V+ 5sT,3158,8/15/2008,4/6/2019,335842-346850,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335843,60,NOV PREM V+ 5sT,3158,8/15/2008,4/6/2019,335843-346826,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335844,60,NOV PREM V+ 4sT,3156,8/15/2008,12/22/2018,335844-346854,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,335845,60,NOV PREM V+ 6sT,3160,8/15/2008,12/22/2018,335845-346837,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336077,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/18/2014,5/14/2020,336077-642958,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336083,60,NOV PREM V+ 4ST MULTI-DENOM,4009,9/18/2014,5/14/2020,336083-642964,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336095,60,NOV PREM V+ 6sT,3160,9/18/2014,3/9/2018,336095-642951,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336100,60,NOV PREM V+ 5sT,3158,9/18/2014,8/11/2017,336100-642956,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336275,70,e-Cash ACM,9006,5/8/2014,4/21/2020,336275-7070891,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336316,60,AIN A560 MULTI WIN15 (SAP-MJP),1381,12/14/2011,3/18/2020,336316-XAR647239,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336323,60,WMS BLADE LIFE OF LUCK/SAP,1861,3/6/2015,4/28/2020,336323-5077262,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336574,60,WMS BLADE MULTI CHEST 5,1868,10/17/2015,5/14/2020,336574-5091348,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336575,60,WMS BLADE MULTI CHEST 6,1869,10/17/2015,5/14/2020,336575-5091328,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336576,60,WMS BLADE MULTI CHEST 5,1868,10/17/2015,3/27/2020,336576-5091349,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336577,60,WMS BLADE MULTI CHEST 2,1856,10/17/2015,10/12/2018,336577-5091336,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336578,60,WMS BLADE MULTI CHEST 6,1869,10/17/2015,3/27/2020,336578-5091352,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336593,60,NOV PREM V+ 4ST MULTI-DENOM,4009,4/28/2015,5/14/2020,336593-658761,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336648,60,NOVOSTAR ONE&ONLY,3175,10/7/2016,12/29/2017,336648-126995,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336671,70,ITC Smart Card Dispenser,1018,4/3/2008,4/6/2019,336671-0801281,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336675,60,NOV PREM V+ 6sT,3160,8/15/2008,12/29/2017,336675-346873,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336677,60,IGT MULTI GAME SETI AVP,1616,10/2/2008,4/29/2016,336677-1904139,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336679,60,IGT AZTEC TEMPLE AVP,1508,10/2/2008,4/29/2016,336679-1904141,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336692,60,NOV DOM PREMIUM ED 3 - 0.01,3084,3/7/2014,3/5/2020,336692-618385,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336699,60,AIN A560 MULTI WIN15 (SAP-MJP),1381,12/10/2011,3/18/2020,336699-XAR647242,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336742,60,BAL PRO CURVE QHBG (MLP),3210,3/14/2015,2/12/2019,336742-B141219206,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336750,70,ITC Smart Card Dispenser,1018,9/18/2015,3/8/2019,336750-C351530838,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336784,70,CountR ACM,9007,9/11/2015,4/21/2020,336784-100100149,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336801,60,WMS BLADE GOLDFISH 3,1857,2/27/2015,8/7/2016,336801-5077247,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336802,60,WMS BLADE MULTI CHEST 5,1868,2/27/2015,10/12/2018,336802-5077252,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336803,60,WMS BLADE MULTI CHEST 2,1856,2/27/2015,8/10/2017,336803-5077257,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336812,60,BAL PRO CURVE QHBG (MLP),3210,2/27/2015,2/12/2019,336812-B141219201,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336847,60,BAL PRO CURVE QHBG (MLP),3210,8/26/2015,10/3/2019,336847-B150531087,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336848,60,BAL PRO CURVE QHBG (MLP),3210,8/26/2015,10/3/2019,336848-B150531088,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336895,60,WMS BLADE GOLDFISH 3,1857,8/26/2015,4/28/2020,336895-5088530,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,336941,60,BAL V20/20 AMERICAN ORIGINAL,1723,11/21/2008,4/18/2015,336941-V080818754,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337003,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/20/2015,5/14/2020,337003-668827,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337018,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,8/20/2015,5/14/2020,337018-668842,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337065,60,NOVOSTAR 6sT,3185,10/7/2016,10/16/2018,337065-166886,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337652,60,NOVOSTAR 4sT,3181,11/23/2016,4/6/2019,337652-143848,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337688,60,WMS BLADE MULTI CHEST 3,1866,12/20/2016,3/27/2020,337688-5105388,May 2020,0,,0
Korea,24,PYONGTAEK,897,PFO STORAGE,337690,60,WMS BLADE MULTI CHEST 4,1867,12/20/2016,3/27/2020,337690-5105390,May 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,116224,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,116224-41D3171,May 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,126858,740,IBM SUREPOS 4852,2038,9/30/2010,12/14/2018,126858-41D5486,May 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,130592,740,IBM SUREPOS 4852,2038,10/15/2010,6/7/2015,130592-41D3372,May 2020,0,,0
Japan,98,,915,FAR EAST DIST OFC,333236,70,ITC Smart Card Dispenser,1018,8/10/2004,4/22/2020,333236-23692,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,118982,740,IBM SUREPOS 4852,2038,9/22/2010,9/14/2016,118982-41D0225,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,333208,70,DIEBOLD ACM,9001,10/30/2003,4/28/2016,333208-R10620538790,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,333393,70,ITC Smart Card Dispenser,1018,10/15/2004,10/8/2015,333393-26973,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335393,60,NOV PREM V+ 6sT,3160,8/15/2008,2/20/2020,335393-346857,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335409,60,NOV PREM V+ 6sT,3160,4/23/2009,8/7/2019,335409-403643,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,335420,60,NOV PREM V+ 5sT,3158,12/30/2009,3/27/2019,335420-446985,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336667,70,ITC Smart Card Dispenser,1018,4/4/2008,4/4/2008,336667-0801277,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336710,60,WMS BLADE MULTI CHEST 2,1856,3/21/2015,1/19/2019,336710-5077942,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336714,60,WMS BLADE MULTI CHEST 2,1856,3/27/2015,1/19/2019,336714-5077941,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336738,60,BAL PRO CURVE QHBG (MLP),3210,10/20/2015,11/15/2018,336738-B150734266,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336771,66,BAL PRO32 CASH'M IF YOU CAN,1769,9/11/2015,12/4/2019,336771-B130277972,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336772,66,BAL PRO32 PRECIOUS JADE,1770,9/11/2015,12/4/2019,336772-B130277974,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336780,66,BAL PRO32 AZTEC DAWN,1771,9/11/2015,12/4/2019,336780-B130277971,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336951,60,BAL V22/22 AMERICAN ORIGINAL,3229,10/20/2015,10/11/2019,336951-B150734390,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336958,60,BAL V22/22 MULTI GAME SUITE 1,3225,10/20/2015,1/17/2020,336958-B150734279,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336974,60,NOVOSTAR 4sT,3181,11/23/2016,10/10/2019,336974-143828,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336975,60,NOVOSTAR 6sT,3185,11/23/2016,1/24/2019,336975-223351,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,336977,60,NOVOSTAR 4sT,3181,11/23/2016,10/10/2019,336977-143839,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337601,60,WMS BLADE MULTI CHEST 4,1867,12/7/2016,1/24/2019,337601-5105402,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337605,60,AIN/A560 MULTI WIN5 (SAP-MJP),1375,1/6/2017,2/5/2020,337605-XAR672730,May 2020,0,,0
Japan,22,ZAMA,958,ZFO STORAGE,337612,60,BAL PRO CURVE QHBG (MLP),3216,10/1/2017,3/13/2020,337612-B170502906,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132974,740,IBM SUREPOS 4852,2038,9/25/2010,6/5/2014,132974-41D3176,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132976,740,IBM SUREPOS 4852,2038,9/25/2010,6/7/2013,132976-41D3302,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132985,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,132985-41D3358,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332334,60,IGT NEFERTITI 25L 10C .01,841,11/1/2001,10/26/2019,332334-1116367,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332374,60,IGT iGAME CARNIVAL MYS 243 01,580,10/27/2001,10/26/2019,332374-1117088,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332383,60,IGT CATS 30L 8C .01,1590,10/27/2001,10/26/2019,332383-1116696,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332420,60,IGT iGAME CARNIVAL MYS 243 01,580,11/1/2001,11/5/2019,332420-1116728,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332424,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,11/5/2019,332424-1116702,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332431,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,11/5/2019,332431-1117089,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332895,60,IGT iGAME COYOTE MOON 40L5C 01,683,8/6/2003,11/5/2019,332895-1190982,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332897,60,IGT iGAME CARNIVAL MYS 243 01,580,8/6/2003,10/26/2019,332897-1190983,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332908,60,IGT iGAME COYOTE MOON 40L5C 01,683,2/1/2003,10/26/2019,332908-1190803,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332911,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,10/26/2019,332911-1190788,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332914,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,11/5/2019,332914-1190784,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332916,60,IGT iGAME AZTEC TEMPLE 243 01,579,2/1/2003,10/26/2019,332916-1190801,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332917,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,10/26/2019,332917-1190787,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332927,60,IGT iGAME AZTEC TEMPLE 243 01,579,2/1/2003,11/5/2019,332927-1190785,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332935,60,IGT iGAME CARNIVAL MYS 243 01,580,1/1/2003,11/5/2019,332935-1190754,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333213,70,DIEBOLD ACM,9001,10/30/2003,4/20/2016,333213-R10620538914,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333366,70,ITC Smart Card Dispenser,1018,8/21/2004,6/5/2014,333366-26987,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334910,70,ITC Smart Card Dispenser,1018,2/24/2006,5/22/2009,334910-490533633,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM,9001,2/24/2006,3/26/2008,334964-R106205-38899,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336185,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,8/24/2018,336185-W2204482,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336187,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,8/24/2018,336187-W2204494,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336189,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,8/24/2018,336189-W2204486,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336373,60,BAL S9 QH STARS&BARS 25L10C,771,10/6/2009,6/1/2019,336373-S070919426,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336506,60,BAL V22/22 88 FORTUNES,3234,10/24/2015,4/22/2020,336506-B150734303,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336535,60,WMS BLADE MULTI CHEST 6,1869,3/12/2015,12/13/2018,336535-5077267,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336649,60,NOVOSTAR 4sT,3181,10/7/2016,4/22/2020,336649-132543,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336813,60,BAL V22/22 88 FORTUNES,3234,2/27/2015,4/22/2020,336813-B141219204,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336891,60,BAL V22/22 88 FORTUNES,3234,8/26/2015,4/22/2020,336891-B150531091,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336899,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336899-143875,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336900,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336900-143876,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337023,60,BAL V22/22 88 FORTUNES,3234,9/18/2015,4/22/2020,337023-B150734397,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337066,60,NOVOSTAR 6sT,3185,10/7/2016,4/22/2020,337066-173368,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337697,60,NOV VIP EDITION 5/$4.00,3126,2/25/2017,4/22/2020,337697-708581,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337699,60,NOV VIP EDITION 5/$4.00,3126,2/25/2017,4/22/2020,337699-708583,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337710,60,BAL S9E TR DRAGON DYNASTY,1781,1/22/2010,12/23/2016,337710-T091100133,May 2020,0,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338072,60,BAL J43 DOUBLE BLESSINGS MLP,3652,5/16/2019,10/5/2019,338072-5130268,May 2020,0,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,117547,740,IBM SUREPOS 4852,2038,9/23/2010,7/2/2011,117547-41C8866,May 2020,0,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,334778,70,DIEBOLD ACM,9001,3/4/2006,7/2/2011,334778-R106205-38734,May 2020,0,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,130590,740,IBM SUREPOS 4852,2038,10/15/2010,10/15/2010,130590-41D1075,May 2020,0,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,130637,740,IBM SUREPOS 4852,2038,10/15/2010,1/30/2020,130637-41D2688,May 2020,0,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,333091,60,IGT GAME KING CL IFACE 210,228,12/2/2004,1/30/2020,333091-1406885,May 2020,0,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336030,60,WMS BBII MULTI GAME CHEST 1,1837,7/30/2009,1/30/2020,336030-W2228411,May 2020,0,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337170,60,WMS BLADE MULTI CHEST 4,1867,11/18/2016,5/2/2019,337170-5102877,May 2020,0,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130633,740,IBM SUREPOS 4852,2038,10/15/2010,1/23/2013,130633-41D0324,May 2020,0,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130635,740,IBM SUREPOS 4852,2038,10/15/2010,1/23/2013,130635-41D2741,May 2020,0,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130636,740,IBM SUREPOS 4852,2038,10/15/2010,1/23/2013,130636-41D2144,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,130598,740,IBM SUREPOS 4852,2038,10/15/2010,8/12/2014,130598-4C99377,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,130606,740,IBM SUREPOS 4852,2038,10/15/2010,12/7/2010,130606-41D2693,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333041,70,ITC Smart Card Dispenser,1018,10/20/2004,8/12/2014,333041-31656,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333190,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/30/2004,3/3/2020,333190-1406886,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333212,70,DIEBOLD ACM,9001,10/30/2003,8/12/2014,333212-R10620538751,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,333535,60,IGT iGAME CARNIVAL MYS 243 01,580,9/7/2004,3/3/2020,333535-1385112,May 2020,0,,0
Europe,46,VILSECK,1584,VILSECK F. O.,334355,70,ITC Smart Card Dispenser,1018,6/4/2005,8/12/2014,334355-510433002,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130627,740,IBM SUREPOS 4852,2038,10/15/2010,2/22/2014,130627-41C9001,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,130629,740,IBM SUREPOS 4852,2038,10/15/2010,2/9/2011,130629-41D2532,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,333816,60,IGT PRINCESS OF PARADISE,1598,8/26/2004,7/6/2018,333816-1384079,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334942,70,ITC Smart Card Dispenser,1018,1/21/2006,7/6/2018,334942-490533693,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,334943,70,ITC Smart Card Dispenser,1018,1/21/2006,1/21/2006,334943-490533694,May 2020,0,,0
Europe,40,SIGONELLA,2556,SIGONELLA F.O.,335022,60,NOV CF1+ ULT 10H,3116,12/24/2005,8/16/2018,335022-196965,May 2020,0,,0
