Service,Category,Region,Base,Location,Month,Year,Amount,Base_lat,Base_lon
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,December,2020,0,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,January,2021,0,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,February,2021,0,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,March,2021,0,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,April,2021,1241,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,May,2021,1436,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,June,2021,7288,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,July,2021,4918,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,August,2021,3655,47.491695,11.095498
Army,Reimbursement,Europe,Garmisch,Edelweiss Lodge Resort NAFI,September,2021,9103,47.491695,11.095498
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,October,2020,4624,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,November,2020,14209,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,December,2020,14977,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,January,2021,11593,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,February,2021,15902,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,March,2021,23965,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,April,2021,17608,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,May,2021,17483,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,June,2021,27029,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,July,2021,13594,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,August,2021,12492,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Entertainment Ctr Graf. NAFI,September,2021,11028,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,October,2020,4831,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,November,2020,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,December,2020,2356,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,January,2021,2990,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,February,2021,1579,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,March,2021,972,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,April,2021,980,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,May,2021,10,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,June,2021,1771,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,July,2021,1592,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,August,2021,1867,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Vilseck Bowl NAFI,September,2021,2456,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,October,2020,9942,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,November,2020,10192,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,December,2020,8977,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,January,2021,10419,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,February,2021,9752,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,March,2021,4164,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,April,2021,10293,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,May,2021,10062,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,June,2021,7719,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,July,2021,10589,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,August,2021,798,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Langenbruck Center NAFI,September,2021,4273,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,October,2020,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,November,2020,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,December,2020,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,January,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,February,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,March,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,April,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,May,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,June,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,July,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,August,2021,-1,49.714147,11.905874
Army,Reimbursement,Europe,Grafenwoehr,Algiers Rec Center NAFI,September,2021,0,49.714147,11.905874
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,October,2020,7947,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,November,2020,11830,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,December,2020,9255,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,January,2021,8544,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,February,2021,9384,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,March,2021,10281,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,April,2021,6879,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,May,2021,4505,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,June,2021,13756,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,July,2021,7307,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,August,2021,10783,49.203278,11.849022
Army,Reimbursement,Europe,Hohenfels,Hohenfels Bowl NAFI,September,2021,10187,49.203278,11.849022
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,October,2020,30871,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,November,2020,20805,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,December,2020,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,January,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,February,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,March,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,April,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,May,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,June,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,July,2021,18852,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,August,2021,24845,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Irish Pub NAFI,September,2021,24580,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,October,2020,2648,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,November,2020,9598,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,December,2020,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,January,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,February,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,March,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,April,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,May,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,June,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,July,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,August,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Kazabra NAFI,September,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,October,2020,16784,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,November,2020,18907,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,December,2020,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,January,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,February,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,March,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,April,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,May,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,June,2021,2352,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,July,2021,16297,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,August,2021,12884,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Landstuhl CCC NAFI,September,2021,8269,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,October,2020,18875,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,November,2020,9041,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,December,2020,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,January,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,February,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,March,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,April,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,May,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,June,2021,232,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,July,2021,5539,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,August,2021,14913,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,Sembach CC NAFI,September,2021,12492,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,October,2020,956,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,November,2020,5206,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,December,2020,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,January,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,February,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,March,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,April,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,May,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,June,2021,0,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,July,2021,195,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,August,2021,2371,49.440066,7.749126
Army,Reimbursement,Europe,Kaiserslautern,ROB Java Cafe NAFI,September,2021,6462,49.440066,7.749126
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,October,2020,1736,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,November,2020,0,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,December,2020,509,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,January,2021,0,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,February,2021,1628,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,March,2021,1557,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,April,2021,0,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,May,2021,2308,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,June,2021,1065,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,July,2021,1693,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,August,2021,279,43.548473,10.310567
Army,Reimbursement,Europe,Livorno,Livorno Community Club NAFI,September,2021,18,43.548473,10.310567
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,October,2020,1352,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,November,2020,1585,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,December,2020,1317,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,January,2021,2166,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,February,2021,1326,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,March,2021,1298,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,April,2021,1347,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,May,2021,3564,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,June,2021,2636,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,July,2021,1785,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,August,2021,1694,50.94028,5.87832
Army,Reimbursement,Europe,Schinnen,Schinnen Bowl NAFI,September,2021,0,50.94028,5.87832
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,October,2020,1491,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,November,2020,4617,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,December,2020,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,January,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,February,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,March,2021,19120,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,April,2021,20624,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,May,2021,13471,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,June,2021,4598,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,July,2021,3520,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,August,2021,7922,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Galaxy Bowl NAFI,September,2021,6052,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,October,2020,3546,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,November,2020,856,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,December,2020,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,January,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,February,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,March,2021,14367,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,April,2021,13828,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,May,2021,8845,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,June,2021,8027,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,July,2021,10914,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,August,2021,13304,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Kelley Community Club NAFI,September,2021,7180,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,October,2020,8107,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,November,2020,8637,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,December,2020,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,January,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,February,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,March,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,April,2021,0,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,May,2021,26246,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,June,2021,39337,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,July,2021,31977,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,August,2021,16415,48.775418,9.181759
Army,Reimbursement,Europe,Stuttgart,Patch Community Casino NAFI,September,2021,30477,48.775418,9.181759
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,October,2020,7495,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,November,2020,15198,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,December,2020,10416,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,January,2021,6085,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,February,2021,9613,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,March,2021,11262,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,April,2021,17023,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,May,2021,18153,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,June,2021,16667,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,July,2021,3165,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,August,2021,21295,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Arena Bowl NAFI,September,2021,14049,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,October,2020,1701,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,November,2020,2735,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,December,2020,0,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,January,2021,741,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,February,2021,0,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,March,2021,1897,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,April,2021,2348,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,May,2021,422,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,June,2021,2834,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,July,2021,4258,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,August,2021,5366,45.545479,11.535421
Army,Reimbursement,Europe,Vicenza,Del Din C/C NAFI,September,2021,1794,45.545479,11.535421
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,October,2020,16301,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,November,2020,12807,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,December,2020,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,January,2021,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,February,2021,11106,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,March,2021,43705,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,April,2021,42774,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,May,2021,36052,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,June,2021,41917,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,July,2021,31059,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,August,2021,31564,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Vault Club Casino NAFI,September,2021,25403,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,October,2020,8108,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,November,2020,1511,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,December,2020,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,January,2021,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,February,2021,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,March,2021,6065,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,April,2021,7507,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,May,2021,13471,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,June,2021,4488,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,July,2021,8401,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,August,2021,13576,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Wiesbaden Ent Center NAFI,September,2021,11204,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,October,2020,1692,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,November,2020,1476,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,December,2020,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,January,2021,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,February,2021,3391,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,March,2021,15530,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,April,2021,6890,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,May,2021,14004,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,June,2021,9379,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,July,2021,5644,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,August,2021,7780,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Liberty Games NAFI,September,2021,14882,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,October,2020,4383,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,November,2020,1669,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,December,2020,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,January,2021,0,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,February,2021,718,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,March,2021,3673,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,April,2021,2763,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,May,2021,2036,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,June,2021,2185,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,July,2021,3956,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,August,2021,3053,50.05195,8.31676
Army,Reimbursement,Europe,Wiesbaden,Ace's Game Room NAFI,September,2021,2731,50.05195,8.31676
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,October,2020,15322,40.851775,14.268124
Navy,Reimbursement,Europe,Navy Naples,Capo Olde Town Slots NAFI,November,2020,0,40.851775,14.268124
