Installation,Loc#,Location,Month,Revenue,NAFI Amount,Annual Revenue,Annual NAFI,Status
Naples,2591,Naples Bowl 201501,11-May,103525.15,72467.65,,,
Naples,2591,Naples Bowl 201501,11-Jun,70942.4,49659.65,,,
Naples,2591,Naples Bowl 201501,11-Jul,93711.65,65598.15,,,
Naples,2591,Naples Bowl 201501,11-Aug,89306.7,62514.7,,,
Naples,2591,Naples Bowl 201501,11-Sep,78238.7,54767.05,1105821.1,774074.9,
Naples,2591,Naples Bowl 201501,11-Oct,88325.35,61827.75,,,
Naples,2591,Naples Bowl 201501,11-Nov,83450.15,58415.15,,,
Naples,2591,Naples Bowl 201501,11-Dec,91936,64355.15,,,
Naples,2591,Naples Bowl 201501,12-Jan,96087.45,67261.25,,,
Naples,2591,Naples Bowl 201501,12-Feb,81143.5,56800.4,,,
Naples,2591,Naples Bowl 201501,12-Mar,90715.95,63501.15,,,
Naples,2591,Naples Bowl 201501,12-Apr,78215.6,54750.9,,,
Naples,2591,Naples Bowl 201501,12-May,103278.15,72294.75,,,
Naples,2591,Naples Bowl 201501,12-Jun,72696.05,50887.25,,,
Naples,2591,Naples Bowl 201501,12-Jul,90679.55,63475.7,,,
Naples,2591,Naples Bowl 201501,12-Aug,81164.65,56815.3,,,
Naples,2591,Naples Bowl 201501,12-Sep,88852.5,62196.75,1046544.9,732581.5,
Naples,2591,Naples Bowl 201501,12-Oct,100322.65,70225.85,,,
Naples,2591,Naples Bowl 201501,12-Nov,77605.8,54324.15,,,
Naples,2591,Naples Bowl 201501,12-Dec,88356.75,61849.75,,,
Naples,2591,Naples Bowl 201501,13-Jan,52221.8,36555.3,,,
Naples,2591,Naples Bowl 201501,13-Feb,98349.75,68844.85,,,
Naples,2591,Naples Bowl 201501,13-Mar,84708.8,59296.15,,,
Naples,2591,Naples Bowl 201501,13-Apr,82448,57713.65,,,
Naples,2591,Naples Bowl 201501,13-May,84087.7,58861.45,,,
Naples,2591,Naples Bowl 201501,13-Jun,86841.6,60789.15,,,
Naples,2591,Naples Bowl 201501,13-Jul,80363.8,56254.7,,,
Naples,2591,Naples Bowl 201501,13-Aug,77338.4,54136.9,,,
Naples,2591,Naples Bowl 201501,13-Sep,75489.1,52842.4,988134.15,691694.3,
Naples,2591,Naples Bowl 201501,13-Oct,82050.75,57435.55,,,
Naples,2591,Naples Bowl 201501,13-Nov,63748.8,44624.15,,,
Naples,2591,Naples Bowl 201501,13-Dec,89135.4,62394.8,,,
Naples,2591,Naples Bowl 201501,14-Jan,48025.6,33618,,,
Naples,2591,Naples Bowl 201501,14-Feb,74608.65,52226.1,,,
Naples,2591,Naples Bowl 201501,14-Mar,89879.65,62915.8,,,
Naples,2591,Naples Bowl 201501,14-Apr,73396.25,51377.4,,,
Naples,2591,Naples Bowl 201501,14-May,74847.65,52393.35,,,
Naples,2591,Naples Bowl 201501,14-Jun,56887.9,39821.55,,,
Naples,2591,Naples Bowl 201501,14-Jul,43353.3,30347.3,,,
Naples,2591,Naples Bowl 201501,14-Aug,43945.3,30761.7,,,
Naples,2591,Naples Bowl 201501,14-Sep,75967.3,53177.15,815846.55,571092.85,
Naples,2591,Naples Bowl 201501,14-Oct,63039.25,44127.5,,,
Naples,2591,Naples Bowl 201501,14-Nov,65655.35,45958.75,,,
Naples,2591,Naples Bowl 201501,14-Dec,66035.35,46224.75,,,
Naples,2591,Naples Bowl 201501,15-Jan,46699.3,32689.5,,,
Naples,2591,Naples Bowl 201501,15-Feb,66123.2,46286.3,,,
Naples,2591,Naples Bowl 201501,15-Mar,100547.15,70383,,,
Naples,2591,Naples Bowl 201501,15-Apr,48183.5,33728.4,,,
Naples,2591,Naples Bowl 201501,15-May,65569.6,45898.75,,,
Naples,2591,Naples Bowl 201501,15-Jun,72739.2,50917.4,,,
Naples,2591,Naples Bowl 201501,15-Jul,46921.75,32845.25,,,
Naples,2591,Naples Bowl 201501,15-Aug,43698.4,30588.9,,,
Naples,2591,Naples Bowl 201501,15-Sep,31874.85,22312.4,717086.9,501960.9,
Naples,2591,Naples Bowl 201501,15-Oct,36793.55,25755.5,,,
Naples,2591,Naples Bowl 201501,15-Nov,45800.95,32060.7,,,
Naples,2591,Naples Bowl 201501,15-Dec,43758.75,30631.1,,,
Naples,2591,Naples Bowl 201501,16-Jan,35520.45,24864.3,,,
Naples,2591,Naples Bowl 201501,16-Feb,28297.65,19808.35,,,
Naples,2591,Naples Bowl 201501,16-Mar,59681.35,41776.95,,,
Naples,2591,Naples Bowl 201501,16-Apr,49137.7,34396.4,,,
Naples,2591,Naples Bowl 201501,16-May,40913,28639.1,,,
Naples,2591,Naples Bowl 201501,16-Jun,37760.55,26432.4,,,
Naples,2591,Naples Bowl 201501,16-Jul,38695.75,27087.05,,,
Naples,2591,Naples Bowl 201501,16-Aug,48114.85,33680.4,,,
Naples,2591,Naples Bowl 201501,16-Sep,37642.15,26349.5,502116.7,351481.75,
Naples,2591,Naples Bowl 201501,16-Oct,32596.95,22817.85,,,
Naples,2591,Naples Bowl 201501,16-Nov,72794.7,51059.15,,,
Naples,2591,Naples Bowl 201501,16-Dec,54265.9,37883.35,,,
Naples,2591,Naples Bowl 201501,17-Jan,72870.2,51009.15,,,
Naples,2591,Naples Bowl 201501,17-Feb,44971.25,31479.9,,,
Naples,2591,Naples Bowl 201501,17-Mar,67228.05,47059.6,,,
Naples,2591,Naples Bowl 201501,17-Apr,58525.9,40968.15,,,
Naples,2591,Naples Bowl 201501,17-May,50032.05,35022.45,,,
Naples,2591,Naples Bowl 201501,17-Jun,42301.3,29610.9,,,
Naples,2591,Naples Bowl 201501,17-Jul,51535.95,36075.2,,,
Naples,2591,Naples Bowl 201501,17-Aug,84432.95,59103.05,,,
Naples,2591,Naples Bowl 201501,17-Sep,55015.9,38511.15,686571.1,480599.9,
Naples,2591,Naples Bowl 201501,17-Oct,47890.35,33523.25,,,
Naples,2591,Naples Bowl 201501,17-Nov,33324.1,23326.9,,,
Naples,2591,Naples Bowl 201501,17-Dec,39262.6,27483.8,,,
Naples,2591,Naples Bowl 201501,18-Jan,67217.7,47052.4,,,
Naples,2591,Naples Bowl 201501,18-Feb,46598.6,32619,,,
Naples,2591,Naples Bowl 201501,18-Mar,84915.05,59440.55,,,
Naples,2591,Naples Bowl 201501,18-Apr,58974.75,41282.3,,,
Naples,2591,Naples Bowl 201501,18-May,59322.8,41525.95,,,
Naples,2591,Naples Bowl 201501,18-Jun,48547.9,39240.2,,,
Naples,2591,Naples Bowl 201501,18-Jul,61380.55,38832.5,,,
Naples,2591,Naples Bowl 201501,18-Aug,45939.75,31035.05,,,
Naples,2591,Naples Bowl 201501,18-Sep,37655.2,26358.65,631029.35,441720.55,
Naples,2591,Naples Bowl 201501,18-Oct,49125.65,34387.95,,,
Naples,2591,Naples Bowl 201501,18-Nov,42402.4,29681.65,,,
Naples,2591,Naples Bowl 201501,18-Dec,38499.6,26949.7,,,
Naples,2591,Naples Bowl 201501,19-Jan,63405.7,49762.45,,,
Naples,2591,Naples Bowl 201501,19-Feb,53204.9,31864.85,,,
Naples,2591,Naples Bowl 201501,19-Mar,40004.05,28002.85,,,
Naples,2591,Naples Bowl 201501,19-Apr,43089.85,30162.9,,,
Naples,2591,Naples Bowl 201501,19-May,51379.35,35965.55,,,
Naples,2591,Naples Bowl 201501,19-Jun,49609.05,34726.35,,,
Naples,2591,Naples Bowl 201501,19-Jul,39424.95,35543.3,,,
Naples,2591,Naples Bowl 201501,19-Aug,65718.8,38057.4,,,
Naples,2591,Naples Bowl 201501,19-Sep,42301.65,29611.15,578165.95,404716.1,
Naples,2591,Naples Bowl 201501,19-Oct,49807.15,46956.95,,,
Naples,2591,Naples Bowl 201501,19-Nov,21961.2,12809.4,,,
Naples,2591,Naples Bowl 201501,19-Dec,58348.2,39129.6,,,
Naples,2591,Naples Bowl 201501,20-Jan,77942.6,46745.5,,,
Naples,2591,Naples Bowl 201501,20-Feb,66399,46479.3,,,
Naples,2591,Naples Bowl 201501,20-Mar,49324.95,34527.45,,,
Naples,2591,Naples Bowl 201501,20-Apr,,,,,
Naples,2591,Naples Bowl 201501,20-May,,,,,
Naples,2591,Naples Bowl 201501,20-Jun,,,,,
Naples,2591,Naples Bowl 201501,20-Jul,,,,,
Naples,2591,Naples Bowl 201501,20-Aug,8470.1,8793.45,,,
Naples,2591,Naples Bowl 201501,20-Sep,63385.3,46704.4,395638.5,282146.05,
Naples,2591,Naples Bowl 201501,20-Oct,63426.2,40060.95,,,
Naples,2591,Naples Bowl 201501,20-Nov,,,,,
Naples,2591,Naples Bowl 201501,20-Dec,,,,,
Naples,2591,Naples Bowl 201501,21-Jan,,,,,
Naples,2591,Naples Bowl 201501,21-Feb,,,,,
Naples,2591,Naples Bowl 201501,21-Mar,,,,,
Naples,2591,Naples Bowl 201501,21-Apr,,,,,
Naples,2591,Naples Bowl 201501,21-May,-1484.85,3289.8,,,
Naples,2591,Naples Bowl 201501,21-Jun,37268,32990.45,,,
Naples,2591,Naples Bowl 201501,21-Jul,46761.1,41111.95,,,
Naples,2591,Naples Bowl 201501,21-Aug,42614.3,10218.8,,,
Naples,2591,Naples Bowl 201501,21-Sep,53523.3,43273,242108.05,170944.95,
Naples,2591,Naples Bowl 201501,21-Oct,47357.05,40275,,,
Naples,2591,Naples Bowl 201501,21-Nov,80037.05,44303.7,,,
Naples,2591,Naples Bowl 201501,21-Dec,60912.3,45846,,,
Naples,2591,Naples Bowl 201501,22-Jan,-4541.05,32914.1,,,
Naples,2591,Naples Bowl 201501,22-Feb,119611.11,43431.3,,,
Naples,2591,Naples Bowl 201501,22-Mar,10249.25,55708.3,,,
Naples,2591,Naples Bowl 201501,22-Apr,121304.6,46135.25,,,
Naples,2591,Naples Bowl 201501,22-May,105701.95,49378.95,,,
Naples,2591,Naples Bowl 201501,22-Jun,68708.05,49875.15,,,
Naples,2591,Naples Bowl 201501,22-Jul,42749.3,43392.05,,,
Naples,2591,Naples Bowl 201501,22-Aug,68437.95,35123.3,,,
Naples,2591,Naples Bowl 201501,22-Sep,80062.4,55511.85,800589.96,541894.95,
Naples,2591,Naples Bowl 201501,22-Oct,75623.6,56371.4,,,
Naples,2591,Naples Bowl 201501,22-Nov,88318.45,56456.2,,,
Naples,2591,Naples Bowl 201501,22-Dec,42361.9,41570.3,,,
Naples,2591,Naples Bowl 201501,23-Jan,82424.55,45780.2,,,
Naples,2591,Naples Bowl 201501,23-Feb,104052.65,72836.85,,,
Naples,2591,Naples Bowl 201501,23-Mar,46559.45,45330.8,,,
Naples,2591,Naples Bowl 201501,23-Apr,77492.6,56161.2,,,
Naples,2591,Naples Bowl 201501,23-May,145718.95,87347.8,,,
Naples,2591,Naples Bowl 201501,23-Jun,92367.15,74956.1,,,
Naples,2591,Naples Bowl 201501,23-Jul,61565.45,41902.85,,,
Naples,2591,Naples Bowl 201501,23-Aug,135448.3,85707.75,,,
Naples,2591,Naples Bowl 201501,23-Sep,92867.65,66520,1044800.7,730941.45,
Naples,2591,Naples Bowl 201501,23-Oct,103659.9,72852.65,,,
Naples,2591,Naples Bowl 201501,23-Nov,87767.45,61647.3,,,
Naples,2591,Naples Bowl 201501,23-Dec,46971.9,48133.1,,,
Naples,2591,Naples Bowl 201501,24-Jan,148878.8,88546.05,,,
Naples,2591,Naples Bowl 201501,24-Feb,120120.45,86066.15,,,
Naples,2591,Naples Bowl 201501,24-Mar,143017.85,99646.95,,,
Naples,2591,Naples Bowl 201501,24-Apr,119610.05,93590.1,,,
Naples,2591,Naples Bowl 201501,24-May,,,,,
Naples,2591,Naples Bowl 201501,24-Jun,,,,,
Naples,2591,Naples Bowl 201501,24-Jul,,,,,
Naples,2591,Naples Bowl 201501,24-Aug,,,,,
Naples,2591,Naples Bowl 201501,24-Sep,,,770026.4,550482.3,
Naples,2802,Ciao Hall,8-Oct,11951,8365.7,,,
Naples,2802,Ciao Hall,8-Nov,9332,6532.4,,,
Naples,2802,Ciao Hall,8-Dec,14980,10486,,,
Naples,2802,Ciao Hall,9-Jan,8628,6039.6,,,
Naples,2802,Ciao Hall,9-Feb,5852,4096.4,,,
Naples,2802,Ciao Hall,9-Mar,3540,2478,,,
Naples,2802,Ciao Hall,9-Apr,3377,2363.9,,,
Naples,2802,Ciao Hall,9-May,3071.9,2150.35,,,
Naples,2802,Ciao Hall,9-Jun,,,,,
Naples,2802,Ciao Hall,9-Jul,,,,,
Naples,2802,Ciao Hall,9-Aug,,,,,
Naples,2802,Ciao Hall,9-Sep,,,60731.9,42512.35,
Naples,2802,Ciao Hall,9-Oct,-9.01,-9.01,,,
New Sanno,2664,New Sanno Hotel 400301,8-Oct,64145.45,51568.8,,,
New Sanno,2664,New Sanno Hotel 400301,8-Nov,70417.72,55586.7,,,
New Sanno,2664,New Sanno Hotel 400301,12-Oct,115793.49,92056.3,,,
New Sanno,2664,New Sanno Hotel 400301,12-Nov,102196.28,82043.5,,,
New Sanno,2664,New Sanno Hotel 400301,12-Dec,105065.39,84143.05,,,
New Sanno,2664,New Sanno Hotel 400301,13-Jan,110868.68,88307.4,,,
New Sanno,2664,New Sanno Hotel 400301,13-Feb,99446.43,80711.65,,,
New Sanno,2664,New Sanno Hotel 400301,13-Mar,86342.74,68641.3,,,
New Sanno,2664,New Sanno Hotel 400301,13-Apr,89390.3,70561.7,,,
New Sanno,2664,New Sanno Hotel 400301,13-May,91213.69,73693.95,,,
New Sanno,2664,New Sanno Hotel 400301,13-Jun,67319.62,53298.45,,,
New Sanno,2664,New Sanno Hotel 400301,13-Jul,96562.03,78269.75,,,
New Sanno,2664,New Sanno Hotel 400301,13-Aug,53193.67,45059.95,,,
New Sanno,2664,New Sanno Hotel 400301,13-Sep,88452.26,69641.8,1105844.58,886428.8,
New Sanno,2664,New Sanno Hotel 400301,13-Oct,103444.12,80046.9,,,
New Sanno,2664,New Sanno Hotel 400301,13-Nov,92043.55,73634.85,,,
New Sanno,2664,New Sanno Hotel 400301,13-Dec,132197.7,105758.15,,,
New Sanno,2664,New Sanno Hotel 400301,14-Jan,70384.28,59104.3,,,
New Sanno,2664,New Sanno Hotel 400301,14-Feb,59917.45,51452,,,
New Sanno,2664,New Sanno Hotel 400301,14-Mar,43158.55,35755.2,,,
New Sanno,2664,New Sanno Hotel 400301,14-Apr,90813.5,71132.1,,,
New Sanno,2664,New Sanno Hotel 400301,14-May,83365.22,65625.6,,,
New Sanno,2664,New Sanno Hotel 400301,14-Jun,57850.75,48307.65,,,
New Sanno,2664,New Sanno Hotel 400301,14-Jul,72608.01,57217.1,,,
New Sanno,2664,New Sanno Hotel 400301,14-Aug,53327.47,43704.15,,,
New Sanno,2664,New Sanno Hotel 400301,14-Sep,85449.26,66072.8,944559.86,757810.8,
New Sanno,2664,New Sanno Hotel 400301,14-Oct,44504.67,38664.1,,,
New Sanno,2664,New Sanno Hotel 400301,14-Nov,86984.98,69800.5,,,
New Sanno,2664,New Sanno Hotel 400301,14-Dec,92439.46,70773.15,,,
New Sanno,2664,New Sanno Hotel 400301,15-Jan,56015.22,47433.25,,,
New Sanno,2664,New Sanno Hotel 400301,15-Feb,77623.62,65089.3,,,
New Sanno,2664,New Sanno Hotel 400301,15-Mar,84667.03,64903.5,,,
New Sanno,2664,New Sanno Hotel 400301,15-Apr,86716.86,67136.75,,,
New Sanno,2664,New Sanno Hotel 400301,15-May,103540.5,85217.3,,,
New Sanno,2664,New Sanno Hotel 400301,15-Jun,86074.35,65495.75,,,
New Sanno,2664,New Sanno Hotel 400301,15-Jul,56209.95,47956.7,,,
New Sanno,2664,New Sanno Hotel 400301,15-Aug,81823.7,62528.3,,,
New Sanno,2664,New Sanno Hotel 400301,15-Sep,80661.01,65335.2,937261.35,750333.8,
New Sanno,2664,New Sanno Hotel 400301,15-Oct,71237.79,57097.35,,,
New Sanno,2664,New Sanno Hotel 400301,15-Nov,73691.34,59361.1,,,
New Sanno,2664,New Sanno Hotel 400301,15-Dec,71722.75,58989.2,,,
New Sanno,2664,New Sanno Hotel 400301,16-Jan,80342.89,59151.9,,,
New Sanno,2664,New Sanno Hotel 400301,16-Feb,78218.63,65505.2,,,
New Sanno,2664,New Sanno Hotel 400301,16-Mar,94422.3,72747.65,,,
New Sanno,2664,New Sanno Hotel 400301,16-Apr,75272.35,62974.85,,,
New Sanno,2664,New Sanno Hotel 400301,16-May,79669.37,59738.35,,,
New Sanno,2664,New Sanno Hotel 400301,16-Jun,83809.04,67815.3,,,
New Sanno,2664,New Sanno Hotel 400301,16-Jul,54130.74,46527.1,,,
New Sanno,2664,New Sanno Hotel 400301,16-Aug,56211.74,54731.2,,,
New Sanno,2664,New Sanno Hotel 400301,16-Sep,108454.19,76677.15,927183.13,741316.35,
New Sanno,2664,New Sanno Hotel 400301,16-Oct,70670.3,56105.8,,,
New Sanno,2664,New Sanno Hotel 400301,16-Nov,76593.03,57378,,,
New Sanno,2664,New Sanno Hotel 400301,16-Dec,37714.98,39208.05,,,
New Sanno,2664,New Sanno Hotel 400301,17-Jan,101847.23,74294.3,,,
New Sanno,2664,New Sanno Hotel 400301,17-Feb,67820.16,53062.15,,,
New Sanno,2664,New Sanno Hotel 400301,17-Mar,52739,46548.1,,,
New Sanno,2664,New Sanno Hotel 400301,17-Apr,70798.19,64815.4,,,
New Sanno,2664,New Sanno Hotel 400301,17-May,121011.37,84214.85,,,
New Sanno,2664,New Sanno Hotel 400301,17-Jun,69286.15,53957.85,,,
New Sanno,2664,New Sanno Hotel 400301,17-Jul,71839.25,63526.45,,,
New Sanno,2664,New Sanno Hotel 400301,17-Aug,82688.95,61235.65,,,
New Sanno,2664,New Sanno Hotel 400301,17-Sep,43632.8,42008.7,866641.41,696355.3,
New Sanno,2664,New Sanno Hotel 400301,17-Oct,85928.75,60500.95,,,
New Sanno,2664,New Sanno Hotel 400301,17-Nov,59983.85,47987.05,,,
New Sanno,2664,New Sanno Hotel 400301,17-Dec,60737.65,53706.75,,,
New Sanno,2664,New Sanno Hotel 400301,18-Jan,80448.68,60241.55,,,
New Sanno,2664,New Sanno Hotel 400301,18-Feb,69530.67,58512.3,,,
New Sanno,2664,New Sanno Hotel 400301,18-Mar,77725,60874.95,,,
New Sanno,2664,New Sanno Hotel 400301,18-Apr,84781.48,71126.6,,,
New Sanno,2664,New Sanno Hotel 400301,18-May,89538.02,66886.2,,,
New Sanno,2664,New Sanno Hotel 400301,18-Jun,72063.05,58840.9,,,
New Sanno,2664,New Sanno Hotel 400301,18-Jul,79463.81,66283,,,
New Sanno,2664,New Sanno Hotel 400301,18-Aug,59914.14,43921.65,,,
New Sanno,2664,New Sanno Hotel 400301,18-Sep,68041.2,54839.7,888156.3,703721.6,
New Sanno,2664,New Sanno Hotel 400301,18-Oct,66781.1,56190.45,,,
New Sanno,2664,New Sanno Hotel 400301,18-Nov,56247.46,44396.7,,,
New Sanno,2664,New Sanno Hotel 400301,18-Dec,90609.09,68884.25,,,
New Sanno,2664,New Sanno Hotel 400301,19-Jan,66106.55,54537.25,,,
New Sanno,2664,New Sanno Hotel 400301,19-Feb,87668.5,68482.8,,,
New Sanno,2664,New Sanno Hotel 400301,19-Mar,82695.17,73001.25,,,
New Sanno,2664,New Sanno Hotel 400301,19-Apr,106015.65,84812.5,,,
New Sanno,2664,New Sanno Hotel 400301,19-May,77145.05,61716,,,
New Sanno,2664,New Sanno Hotel 400301,19-Jun,72486.51,60979.95,,,
New Sanno,2664,New Sanno Hotel 400301,19-Jul,109466.37,77737.3,,,
New Sanno,2664,New Sanno Hotel 400301,19-Aug,50121.5,46556.95,,,
New Sanno,2664,New Sanno Hotel 400301,19-Sep,36874.95,27443.05,902217.9,724738.45,
New Sanno,2664,New Sanno Hotel 400301,19-Oct,165433.3,127943.75,,,
New Sanno,2664,New Sanno Hotel 400301,19-Nov,54621.95,46934.45,,,
New Sanno,2664,New Sanno Hotel 400301,19-Dec,96261.5,73772.25,,,
New Sanno,2664,New Sanno Hotel 400301,20-Jan,100673.2,82653.75,,,
New Sanno,2664,New Sanno Hotel 400301,20-Feb,80006.45,65680.45,,,
New Sanno,2664,New Sanno Hotel 400301,20-Mar,70306.25,52454.5,,,
New Sanno,2664,New Sanno Hotel 400301,20-Apr,,,,,
New Sanno,2664,New Sanno Hotel 400301,20-May,,,,,
New Sanno,2664,New Sanno Hotel 400301,20-Jun,,,,,
New Sanno,2664,New Sanno Hotel 400301,20-Jul,47478.95,41805.2,,,
New Sanno,2664,New Sanno Hotel 400301,20-Aug,37054.5,25821.6,,,
New Sanno,2664,New Sanno Hotel 400301,20-Sep,,,651836.1,517065.95,
New Sanno,2664,New Sanno Hotel 400301,20-Oct,,,,,
New Sanno,2664,New Sanno Hotel 400301,20-Nov,,,,,
New Sanno,2664,New Sanno Hotel 400301,20-Dec,,,,,
New Sanno,2664,New Sanno Hotel 400301,21-Jan,,,,,
New Sanno,2664,New Sanno Hotel 400301,21-Feb,,,,,
New Sanno,2664,New Sanno Hotel 400301,21-Mar,11413.2,9130.55,,,
New Sanno,2664,New Sanno Hotel 400301,21-Apr,20615.2,16492.15,,,
New Sanno,2664,New Sanno Hotel 400301,21-May,55353.5,46912.8,,,
New Sanno,2664,New Sanno Hotel 400301,21-Jun,90613.95,70891.95,,,
New Sanno,2664,New Sanno Hotel 400301,21-Jul,74940.7,63107.2,,,
New Sanno,2664,New Sanno Hotel 400301,21-Aug,55461.45,40183.75,,,
New Sanno,2664,New Sanno Hotel 400301,21-Sep,58952.55,47162,367350.55,293880.4,
New Sanno,2664,New Sanno Hotel 400301,21-Oct,93131.25,80937.3,,,
New Sanno,2664,New Sanno Hotel 400301,21-Nov,104925,77507.65,,,
New Sanno,2664,New Sanno Hotel 400301,21-Dec,89114.7,77661.95,,,
New Sanno,2664,New Sanno Hotel 400301,22-Jan,62810.25,43877.95,,,
New Sanno,2664,New Sanno Hotel 400301,22-Feb,27221.1,23941.6,,,
New Sanno,2664,New Sanno Hotel 400301,22-Mar,55139.75,47763.45,,,
New Sanno,2664,New Sanno Hotel 400301,22-Apr,103235.65,80037.65,,,
New Sanno,2664,New Sanno Hotel 400301,22-May,113764.75,87746.35,,,
New Sanno,2664,New Sanno Hotel 400301,22-Jun,67007.7,59474.15,,,
New Sanno,2664,New Sanno Hotel 400301,22-Jul,41750.8,41651.05,,,
New Sanno,2664,New Sanno Hotel 400301,22-Aug,111510.2,76245.75,,,
New Sanno,2664,New Sanno Hotel 400301,22-Sep,102051,88351.6,971662.15,785196.45,
New Sanno,2664,New Sanno Hotel 400301,22-Oct,57091.75,44682.5,,,
New Sanno,2664,New Sanno Hotel 400301,22-Nov,116184.25,86071.5,,,
New Sanno,2664,New Sanno Hotel 400301,22-Dec,67330.8,59870.4,,,
New Sanno,2664,New Sanno Hotel 400301,23-Jan,138279.7,104618,,,
New Sanno,2664,New Sanno Hotel 400301,23-Feb,58778.7,47022.95,,,
New Sanno,2664,New Sanno Hotel 400301,23-Mar,45381.8,41035.25,,,
New Sanno,2664,New Sanno Hotel 400301,23-Apr,54323.4,60168.3,,,
New Sanno,2664,New Sanno Hotel 400301,23-May,144654.3,94283.95,,,
New Sanno,2664,New Sanno Hotel 400301,23-Jun,65410.65,56842.55,,,
New Sanno,2664,New Sanno Hotel 400301,23-Jul,51426.45,47767.3,,,
New Sanno,2664,New Sanno Hotel 400301,23-Aug,114844.2,89486.35,,,
New Sanno,2664,New Sanno Hotel 400301,23-Sep,84339.17,60300.6,998045.17,792149.65,
New Sanno,2664,New Sanno Hotel 400301,23-Oct,140293.5,107987.8,,,
New Sanno,2664,New Sanno Hotel 400301,23-Nov,88525.95,78714.45,,,
New Sanno,2664,New Sanno Hotel 400301,23-Dec,105756.9,82584.95,,,
New Sanno,2664,New Sanno Hotel 400301,24-Jan,104494.65,77792.65,,,
New Sanno,2664,New Sanno Hotel 400301,24-Feb,103403.15,82605.9,,,
New Sanno,2664,New Sanno Hotel 400301,24-Mar,96045.5,81874.4,,,
New Sanno,2664,New Sanno Hotel 400301,24-Apr,171718.5,133054.25,,,
New Sanno,2664,New Sanno Hotel 400301,24-May,,,,,
New Sanno,2664,New Sanno Hotel 400301,24-Jun,,,,,
New Sanno,2664,New Sanno Hotel 400301,24-Jul,,,,,
New Sanno,2664,New Sanno Hotel 400301,24-Aug,,,,,
New Sanno,2664,New Sanno Hotel 400301,24-Sep,,,810238.15,644614.4,
Okinawa,2523,Crow's Nest 401101,8-Oct,95820.97,76147.1,,,
Okinawa,2523,Crow's Nest 401101,8-Nov,93943.36,74565.65,,,
Okinawa,2523,Crow's Nest 401101,12-Oct,85607.58,68412.85,,,
Okinawa,2523,Crow's Nest 401101,12-Nov,65176.15,52284.1,,,
Okinawa,2523,Crow's Nest 401101,12-Dec,87671.94,70226.55,,,
Okinawa,2523,Crow's Nest 401101,13-Jan,77197.5,61854.5,,,
Okinawa,2523,Crow's Nest 401101,13-Feb,64359.54,51613.3,,,
Okinawa,2523,Crow's Nest 401101,13-Mar,37276.35,31927.7,,,
Okinawa,2523,Crow's Nest 401101,13-Apr,94669.65,73396.55,,,
Okinawa,2523,Crow's Nest 401101,13-May,55763.99,44855.3,,,
Okinawa,2523,Crow's Nest 401101,13-Jun,63260.85,51808.25,,,
Okinawa,2523,Crow's Nest 401101,13-Jul,85257.03,68099.7,,,
Okinawa,2523,Crow's Nest 401101,13-Aug,64327.78,53037.15,,,
Okinawa,2523,Crow's Nest 401101,13-Sep,79945.03,61418.75,860513.39,688934.7,
Okinawa,2523,Crow's Nest 401101,13-Oct,51561.6,47118.45,,,
Okinawa,2523,Crow's Nest 401101,13-Nov,59412.5,41452.95,,,
Okinawa,2523,Crow's Nest 401101,13-Dec,55418.3,44334.65,,,
Okinawa,2523,Crow's Nest 401101,14-Jan,29241.17,24146.9,,,
Okinawa,2523,Crow's Nest 401101,14-Feb,49714.93,46098.15,,,
Okinawa,2523,Crow's Nest 401101,14-Mar,60693,45405.2,,,
Okinawa,2523,Crow's Nest 401101,14-Apr,56752.6,46456.95,,,
Okinawa,2523,Crow's Nest 401101,14-May,34319.86,26693.5,,,
Okinawa,2523,Crow's Nest 401101,14-Jun,51086.05,40868.85,,,
Okinawa,2523,Crow's Nest 401101,14-Jul,39630.45,30363.35,,,
Okinawa,2523,Crow's Nest 401101,14-Aug,30037.65,22722.35,,,
Okinawa,2523,Crow's Nest 401101,14-Sep,57904.95,46227.3,575773.06,461888.6,
Okinawa,2523,Crow's Nest 401101,14-Oct,39330.1,31464.05,,,
Okinawa,2523,Crow's Nest 401101,14-Nov,35769.67,28304.55,,,
Okinawa,2523,Crow's Nest 401101,14-Dec,30835.79,27546.25,,,
Okinawa,2523,Crow's Nest 401101,15-Jan,35336.65,26035.85,,,
Okinawa,2523,Crow's Nest 401101,15-Feb,30938.47,26892.85,,,
Okinawa,2523,Crow's Nest 401101,15-Mar,45362.53,36149,,,
Okinawa,2523,Crow's Nest 401101,15-Apr,37658.07,28852.2,,,
Okinawa,2523,Crow's Nest 401101,15-May,31748.46,27803.2,,,
Okinawa,2523,Crow's Nest 401101,15-Jun,41300.42,30081.6,,,
Okinawa,2523,Crow's Nest 401101,15-Jul,34979.39,29588.55,,,
Okinawa,2523,Crow's Nest 401101,15-Aug,28939.21,23307.7,,,
Okinawa,2523,Crow's Nest 401101,15-Sep,38147.65,28205.79,430346.41,344231.59,
Okinawa,2523,Crow's Nest 401101,15-Oct,31658.25,28629.55,,,
Okinawa,2523,Crow's Nest 401101,15-Nov,41544.88,30989,,,
Okinawa,2523,Crow's Nest 401101,15-Dec,26246.55,19969.2,,,
Okinawa,2523,Crow's Nest 401101,16-Jan,30357.14,24011.8,,,
Okinawa,2523,Crow's Nest 401101,16-Feb,23797.9,23893,,,
Okinawa,2523,Crow's Nest 401101,16-Mar,61618.29,45309.55,,,
