Installation,Loc#,Location,Month,Revenue,NAFI Amount,Annual Revenue,Annual NAFI,Status
Rota,2601,PINZ (Rota Lanes BC) 201601,19-Sep,11690.6,8183.4,151101.75,105771.25,
Rota,2601,PINZ (Rota Lanes BC) 201601,19-Oct,6465.5,4525.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,19-Nov,5226,3658.2,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,19-Dec,10380.5,7266.35,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Jan,9905.85,6934.1,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Feb,235,164.5,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Mar,10451,7315.7,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Apr,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-May,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Jun,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Jul,14171,9919.7,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Aug,5205.4,3643.8,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Sep,21840.65,15288.45,83880.9,58716.65,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Oct,9089.5,6362.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Nov,7713.25,6410.8,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,20-Dec,-4049.5,6875.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Jan,12935.4,9054.8,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Feb,25207.25,7893.4,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Mar,33891.2,22754.35,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Apr,26808.6,19621.7,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-May,4777.9,13028.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Jun,34598.25,13679,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Jul,14316.95,10021.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Aug,16065.95,16094.8,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Sep,,,181354.75,131797.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Oct,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Nov,7094.4,8730,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,21-Dec,24988.9,17492.25,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Jan,943,5.75,660,5.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Feb,274,76.15,106,20.75,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Mar,327,6.85,228,94.85,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Apr,6544.85,4581.4,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-May,110,58.15,774,0.7,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Jun,154,30.1,108,1.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Jul,11511.55,8058.1,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Aug,9728,6809.6,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Sep,9896.9,6927.8,165871.6,111261.55,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Oct,187.7,131.4,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Nov,12156.95,8509.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,22-Dec,16217.65,11352.4,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Jan,3791.25,2653.9,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Feb,891.4,4938.5,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Mar,12737,4601.4,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Apr,5320.25,3724.2,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-May,13566.7,9496.7,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Jun,683.9,478.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Jul,14334.05,10033.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Aug,-10769.1,3154.9,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Sep,17490.2,1992.1,86607.95,61067.95,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Oct,4517,3156.3,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Nov,1793.45,8477.5,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,23-Dec,28724.65,13045.8,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Jan,11863.8,8360.9,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Feb,11482.4,8181.1,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Mar,128.7,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Apr,12188.35,8167.6,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-May,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Jun,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Jul,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Aug,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,24-Sep,,,70698.35,49389.2,
Rota,2601,Rota BC 201601,9-Sep,6189.4,4332.6,6189.4,4332.6,
Rota,2601,Rota BC 201601,9-Oct,9915.73,6941.65,,,
Rota,2601,Rota BC 201601,9-Nov,5618.25,3932.8,,,
Rota,2601,Rota BC 201601,9-Dec,7232.8,5062.95,,,
Rota,2601,Rota BC 201601,10-Jan,11307.6,7915.3,,,
Rota,2601,Rota BC 201601,10-Feb,34848.15,24393.7,,,
Rota,2601,Rota BC 201601,10-Mar,27486.65,19240.7,,,
Rota,2601,Rota BC 201601,10-Apr,15884.6,11119.3,,,
Rota,2601,Rota BC 201601,10-May,18003,12602.1,,,
Rota,2601,Rota BC 201601,10-Jun,21336.4,14935.5,,,
Rota,2601,Rota BC 201601,10-Jul,4736.04,3315.35,,,
Rota,2602,Pizza Villa,8-Oct,3491.6,2444.15,,,
Rota,2602,Pizza Villa,8-Nov,1190,833,,,
Rota,2602,Pizza Villa,8-Dec,2845.35,1991.75,,,
Rota,2602,Pizza Villa,9-Jan,7378.25,5164.8,,,
Rota,2602,Pizza Villa,9-Feb,4963,3474.1,,,
Rota,2602,Pizza Villa,9-Mar,7492.55,5244.8,,,
Rota,2602,Pizza Villa,9-Apr,4486.35,3140.45,,,
Rota,2602,Pizza Villa,9-May,7781.65,5447.15,,,
Rota,2602,Pizza Villa,9-Jun,5013.9,3509.75,,,
Rota,2602,Pizza Villa,9-Jul,5328,3729.6,,,
Rota,2602,Pizza Villa,9-Aug,5946.8,4162.75,,,
Rota,2602,Pizza Villa,9-Sep,2627.6,1839.3,58545.05,40981.6,
Rota,2602,Pizza Villa,9-Oct,-8.69,,,,
Rota,2602,Pizza Villa,9-Nov,,,,,
Rota,2602,Pizza Villa,9-Dec,,,,,
Rota,2602,Pizza Villa,10-Jan,,,,,
Rota,2602,Pizza Villa,10-Feb,,,,,
Rota,2602,Pizza Villa,10-Mar,,,,,
Rota,2602,Pizza Villa,10-Apr,-0.9,,,,
Rota,2602,Pizza Villa,10-May,,,,,
Rota,2602,Pizza Villa,10-Jun,2232.55,1562.8,,,
Rota,2602,Pizza Villa,10-Jul,5644.48,3952.2,,,
Rota,2602,Pizza Villa,10-Aug,2962,2073.4,,,
Rota,2602,Pizza Villa,10-Sep,3708.5,2595.95,14537.94,10184.35,
Rota,2602,Pizza Villa,10-Oct,1214,849.8,,,
Rota,2602,Pizza Villa,10-Nov,4230,2961,,,
Rota,2602,Pizza Villa,10-Dec,3595,2516.5,,,
Rota,2602,Pizza Villa,11-Jan,,,,,
Rota,2602,Pizza Villa,11-Feb,181,126.7,,,
Rota,2602,Pizza Villa,11-Mar,2419,1693.3,,,
Rota,2602,Pizza Villa,11-Apr,1553.6,1087.5,,,
Rota,2602,Pizza Villa,11-May,2127,1488.9,,,
Rota,2602,Pizza Villa,11-Jun,1895,1326.5,,,
Rota,2602,Pizza Villa,11-Jul,3003.15,2102.2,,,
Rota,2602,Pizza Villa,11-Aug,2309,1616.3,,,
Rota,2602,Pizza Villa,11-Sep,1600.15,1120.1,24126.9,16888.8,
Rota,2602,Pizza Villa,11-Oct,,,,,
Rota,2602,Pizza Villa,11-Nov,,,,,
Rota,2602,Pizza Villa,11-Dec,,,,,
Rota,2602,Pizza Villa,12-Jan,,,,,
Rota,2602,Pizza Villa,12-Feb,,,,,
Rota,2602,Pizza Villa,12-Mar,,,,,
Rota,2602,Pizza Villa,12-Apr,,,,,
Rota,2602,Pizza Villa,12-May,,,,,
Rota,2602,Pizza Villa,12-Jun,,,,,
Rota,2602,Pizza Villa,12-Jul,,,,,
Rota,2602,Pizza Villa,12-Aug,,,,,
Rota,2602,Pizza Villa,12-Sep,,,,,
Rota,2604,Rota Air Term.,8-Oct,531,371.7,,,
Rota,2604,Rota Air Term.,8-Nov,77,53.9,,,
Rota,2604,Rota Air Term.,8-Dec,2354,1647.8,,,
Rota,2604,Rota Air Term.,9-Jan,155,108.5,,,
Rota,2604,Rota Air Term.,9-Feb,1987,1390.9,,,
Rota,2604,Rota Air Term.,9-Mar,4573,3201.1,,,
Rota,2604,Rota Air Term.,9-Apr,3875,2712.5,,,
Rota,2604,Rota Air Term.,9-May,545,381.5,,,
Rota,2604,Rota Air Term.,9-Jun,769,538.3,,,
Rota,2604,Rota Air Term.,9-Jul,,,,,
Rota,2604,Rota Air Term.,9-Aug,1608.4,1125.9,,,
Rota,2604,Rota Air Term.,9-Sep,,,16474.4,11532.1,
Rota,2604,Rota Air Term.,9-Oct,-2.44,-2.44,,,
Rota,2604,Rota Air Term.,12-May,174,121.8,,,
Rota,2604,Rota Air Term.,12-Jun,430,301,,,
Rota,2604,Rota Air Term.,12-Jul,1910,1337,,,
Rota,2604,Rota Air Term.,12-Aug,,,,,
Rota,2604,Rota Air Term.,12-Sep,636,445.2,3392,2374.4,
Rota,2604,Rota Air Term.,12-Oct,682,477.4,,,
Rota,2604,Rota Air Term.,12-Nov,1758.3,1230.8,,,
Rota,2604,Rota Air Term.,12-Dec,,,,,
Rota,2604,Rota Air Term.,13-Jan,,,,,
Rota,2604,Rota Air Term.,13-Feb,,,,,
Rota,2604,Rota Air Term.,13-Mar,,,,,
Rota,2604,Rota Air Term.,13-Apr,,,,,
Rota,2604,Rota Air Term.,13-May,,,,,
Rota,2604,Rota Air Term.,13-Jun,,,,,
Rota,2604,Rota Air Term.,13-Jul,,,,,
Rota,2604,Rota Air Term.,13-Aug,,,,,
Rota,2604,Rota Air Term.,13-Sep,,,2440.3,1708.2,
Rota,2605,Rota Fleet Ctr 201601,14-Oct,,,,,
Rota,2605,Rota Fleet Ctr 201601,14-Nov,,,,,
Rota,2605,Rota Fleet Ctr 201601,14-Dec,,,,,
Rota,2605,Rota Fleet Ctr 201601,15-Jan,,,,,
Rota,2605,Rota Fleet Ctr 201601,15-Feb,4956,3469.2,,,
Rota,2605,Rota Fleet Ctr 201601,15-Mar,8390,5873,,,
Rota,2605,Rota Fleet Ctr 201601,15-Apr,7087,4960.9,,,
Rota,2605,Rota Fleet Ctr 201601,15-May,12152,8506.4,,,
Rota,2605,Rota Fleet Ctr 201601,15-Jun,6297.5,4408.25,,,
Rota,2605,Rota Fleet Ctr 201601,15-Jul,13009,9106.3,,,
Rota,2605,Rota Fleet Ctr 201601,15-Aug,2079,1455.3,,,
Rota,2605,Rota Fleet Ctr 201601,15-Sep,954,667.8,54924.5,38447.15,
Rota,2605,Rota Fleet Ctr 201601,15-Oct,8547,5982.9,,,
Rota,2605,Rota Fleet Ctr 201601,15-Nov,3574.5,2502.15,,,
Rota,2605,Rota Fleet Ctr 201601,15-Dec,9630,6741,,,
Rota,2605,Rota Fleet Ctr 201601,16-Jan,2504,1752.8,,,
Rota,2605,Rota Fleet Ctr 201601,16-Feb,3275,2292.5,,,
Rota,2605,Rota Fleet Ctr 201601,16-Mar,3485,2439.5,,,
Rota,2605,Rota Fleet Ctr 201601,16-Apr,712,498.4,,,
Rota,2605,Rota Fleet Ctr 201601,16-May,3827,2678.9,,,
Rota,2605,Rota Fleet Ctr 201601,16-Jun,2053,1437.1,,,
Rota,2605,Rota Fleet Ctr 201601,16-Jul,,,,,
Rota,2605,Rota Fleet Ctr 201601,16-Aug,2561,1792.7,,,
Rota,2605,Rota Fleet Ctr 201601,16-Sep,436,305.2,40604.5,28423.15,
Rota,2605,Rota Fleet Ctr 201601,16-Oct,1390,973,,,
Rota,2605,Rota Fleet Ctr 201601,16-Nov,3171,2219.7,,,
Rota,2605,Rota Fleet Ctr 201601,16-Dec,874,611.8,,,
Rota,2605,Rota Fleet Ctr 201601,17-Jan,2850,1995,,,
Rota,2605,Rota Fleet Ctr 201601,17-Feb,2539.65,1777.75,,,
Rota,2605,Rota Fleet Ctr 201601,17-Mar,3935,2754.5,,,
Rota,2605,Rota Fleet Ctr 201601,17-Apr,5981,4186.7,,,
Rota,2605,Rota Fleet Ctr 201601,17-May,5168.85,3618.2,,,
Rota,2605,Rota Fleet Ctr 201601,17-Jun,5221.95,3655.35,,,
Rota,2605,Rota Fleet Ctr 201601,17-Jul,4959,3471.3,,,
Rota,2605,Rota Fleet Ctr 201601,17-Aug,6787,4750.9,,,
Rota,2605,Rota Fleet Ctr 201601,17-Sep,,,42877.45,30014.2,
Rota,2605,Rota Fleet Ctr 201601,17-Oct,14572,10200.4,,,
Rota,2605,Rota Fleet Ctr 201601,17-Nov,5379,3765.3,,,
Rota,2605,Rota Fleet Ctr 201601,17-Dec,7008,4905.6,,,
Rota,2605,Rota Fleet Ctr 201601,18-Jan,13157,9209.9,,,
Rota,2605,Rota Fleet Ctr 201601,18-Feb,11872,8310.4,,,
Rota,2605,Rota Fleet Ctr 201601,18-Mar,14162.5,9913.75,,,
Rota,2605,Rota Fleet Ctr 201601,18-Apr,12804,8962.8,,,
Rota,2605,Rota Fleet Ctr 201601,18-May,8938,6256.6,,,
Rota,2605,Rota Fleet Ctr 201601,18-Jun,7074,4951.8,,,
Rota,2605,Rota Fleet Ctr 201601,18-Jul,5435,3804.5,,,
Rota,2605,Rota Fleet Ctr 201601,18-Aug,2981,2086.7,,,
Rota,2605,Rota Fleet Ctr 201601,18-Sep,4975,3482.5,108357.5,75850.25,
Rota,2605,Rota Fleet Ctr 201601,18-Oct,998,698.6,,,
Rota,2605,Rota Fleet Ctr 201601,18-Nov,5381,3766.7,,,
Rota,2605,Rota Fleet Ctr 201601,18-Dec,1908,1335.6,,,
Rota,2605,Rota Fleet Ctr 201601,19-Jan,1606,1124.2,,,
Rota,2605,Rota Fleet Ctr 201601,19-Feb,8446,5912.2,,,
Rota,2605,Rota Fleet Ctr 201601,19-Mar,10165,7115.5,,,
Rota,2605,Rota Fleet Ctr 201601,19-Apr,12034,8423.8,,,
Rota,2605,Rota Fleet Ctr 201601,19-May,4880,3416,,,
Rota,2605,Rota Fleet Ctr 201601,19-Jun,4702,3291.4,,,
Rota,2605,Rota Fleet Ctr 201601,19-Jul,385,269.5,,,
Rota,2605,Rota Fleet Ctr 201601,19-Aug,1388,971.6,,,
Rota,2605,Rota Fleet Ctr 201601,19-Sep,4578,3204.6,56471,39529.7,
Rota,2605,Rota Fleet Ctr 201601,19-Oct,3359,2351.3,,,
Rota,2605,Rota Fleet Ctr 201601,19-Nov,,,,,
Rota,2605,Rota Fleet Ctr 201601,19-Dec,5219.75,3653.85,,,
Rota,2605,Rota Fleet Ctr 201601,20-Jan,12140,8498,,,
Rota,2605,Rota Fleet Ctr 201601,20-Feb,1661,1162.7,,,
Rota,2605,Rota Fleet Ctr 201601,20-Mar,3275.45,2292.8,,,
Rota,2605,Rota Fleet Ctr 201601,20-Apr,,,,,
Rota,2605,Rota Fleet Ctr 201601,20-May,,,,,
Rota,2605,Rota Fleet Ctr 201601,20-Jun,,,,,
Rota,2605,Rota Fleet Ctr 201601,20-Jul,,,,,
Rota,2605,Rota Fleet Ctr 201601,20-Aug,3484,2438.8,,,
Rota,2605,Rota Fleet Ctr 201601,20-Sep,,,29139.2,20397.45,
Rota,2605,Rota Fleet Ctr 201601,20-Oct,1384.95,969.45,,,
Rota,2605,Rota Fleet Ctr 201601,20-Nov,2525,1767.5,,,
Rota,2605,Rota Fleet Ctr 201601,20-Dec,2735,1914.5,,,
Rota,2605,Rota Fleet Ctr 201601,21-Jan,10268.4,7187.9,,,
Rota,2605,Rota Fleet Ctr 201601,21-Feb,5357,3749.9,,,
Rota,2605,Rota Fleet Ctr 201601,21-Mar,8351,5845.7,,,
Rota,2605,Rota Fleet Ctr 201601,21-Apr,14331,10031.7,,,
Rota,2605,Rota Fleet Ctr 201601,21-May,7633,5343.1,,,
Rota,2605,Rota Fleet Ctr 201601,21-Jun,3383.6,2368.5,,,
Rota,2605,Rota Fleet Ctr 201601,21-Jul,4847.85,3393.5,,,
Rota,2605,Rota Fleet Ctr 201601,21-Aug,4328,3029.6,,,
Rota,2605,Rota Fleet Ctr 201601,21-Sep,12039,8427.3,77183.8,54028.65,
Rota,2605,Rota Fleet Ctr 201601,21-Oct,1740,1218,,,
Rota,2605,Rota Fleet Ctr 201601,21-Nov,3545.2,2481.65,,,
Rota,2605,Rota Fleet Ctr 201601,21-Dec,3384,2368.8,,,
Rota,2605,Rota Fleet Ctr 201601,22-Jan,0,0,,,
Rota,2605,Rota Fleet Ctr 201601,22-Feb,5599.95,3919.95,,,
Rota,2605,Rota Fleet Ctr 201601,22-Mar,4491.25,3143.9,,,
Rota,2605,Rota Fleet Ctr 201601,22-Apr,6018,4212.6,,,
Rota,2605,Rota Fleet Ctr 201601,22-May,2269,1588.3,,,
Rota,2605,Rota Fleet Ctr 201601,22-Jun,95.65,66.95,,,
Rota,2605,Rota Fleet Ctr 201601,22-Jul,,,,,
Rota,2605,Rota Fleet Ctr 201601,22-Aug,1327,928.9,,,
Rota,2605,Rota Fleet Ctr 201601,22-Sep,3745,2621.5,32215.05,22550.55,
Rota,2605,Rota Fleet Ctr 201601,22-Oct,,,,,
Rota,2605,Rota Fleet Ctr 201601,22-Nov,,,,,
Rota,2605,Rota Fleet Ctr 201601,22-Dec,246.5,172.55,,,
Rota,2605,Rota Fleet Ctr 201601,23-Jan,3250,2275,,,
Rota,2605,Rota Fleet Ctr 201601,23-Feb,3363,2354.1,,,
Rota,2605,Rota Fleet Ctr 201601,23-Mar,,,,,
Rota,2605,Rota Fleet Ctr 201601,23-Apr,,,,,
Rota,2605,Rota Fleet Ctr 201601,23-May,,,,,
Rota,2605,Rota Fleet Ctr 201601,23-Jun,12.7,8.9,,,
Rota,2605,Rota Fleet Ctr 201601,23-Jul,1315,920.5,,,
Rota,2605,Rota Fleet Ctr 201601,23-Aug,2957,2069.9,,,
Rota,2605,Rota Fleet Ctr 201601,23-Sep,1669.9,1236.9,12814.1,9037.85,
Rota,2605,Rota Fleet Ctr 201601,23-Oct,1005.3,861,,,
Rota,2605,Rota Fleet Ctr 201601,23-Nov,3756.9,2600.5,,,
Rota,2605,Rota Fleet Ctr 201601,23-Dec,3577.3,2433.2,,,
Rota,2605,Rota Fleet Ctr 201601,24-Jan,89.85,,,,
Rota,2605,Rota Fleet Ctr 201601,24-Feb,3170.25,2221.4,,,
Rota,2605,Rota Fleet Ctr 201601,24-Mar,5624.95,3931.9,,,
Rota,2605,Rota Fleet Ctr 201601,24-Apr,14.75,,,,
Rota,2605,Rota Fleet Ctr 201601,24-May,,,,,
Rota,2605,Rota Fleet Ctr 201601,24-Jun,,,,,
Rota,2605,Rota Fleet Ctr 201601,24-Jul,,,,,
Rota,2605,Rota Fleet Ctr 201601,24-Aug,,,,,
Rota,2605,Rota Fleet Ctr 201601,24-Sep,,,17239.3,12048,
Rota,2890,BOQ 201601,8-Oct,11433.2,8003.25,,,
Rota,2890,BOQ 201601,8-Nov,12686,8880.2,,,
Rota,2890,BOQ 201601,8-Dec,14738,10316.6,,,
Rota,2890,BOQ 201601,9-Jan,7954.1,5567.85,,,
Rota,2890,BOQ 201601,9-Feb,7995,5596.5,,,
Rota,2890,BOQ 201601,9-Mar,7133,4993.1,,,
Rota,2890,BOQ 201601,9-Apr,4629,3240.3,,,
Rota,2890,BOQ 201601,9-May,1388,971.6,,,
Rota,2890,BOQ 201601,9-Jun,1047,732.9,,,
Rota,2890,BOQ 201601,9-Jul,5680,3976,,,
Rota,2890,BOQ 201601,9-Aug,4734.3,3314,,,
Rota,2890,BOQ 201601,9-Sep,10243,7170.1,89660.6,62762.4,
Rota,2890,BOQ 201601,9-Oct,8598.7,6028.4,,,
Rota,2890,BOQ 201601,9-Nov,10207,7144.9,,,
Rota,2890,BOQ 201601,9-Dec,7323,5126.1,,,
Rota,2890,BOQ 201601,10-Jan,13016,9111.2,,,
Rota,2890,BOQ 201601,10-Feb,7174,5021.8,,,
Rota,2890,BOQ 201601,10-Mar,23825.5,16677.85,,,
Rota,2890,BOQ 201601,10-Apr,24061.97,16844.35,,,
Rota,2890,BOQ 201601,10-May,38571.55,27000.1,,,
Rota,2890,BOQ 201601,10-Jun,9398,6578.6,,,
Rota,2890,BOQ 201601,10-Jul,7565.67,5297.6,,,
Rota,2890,BOQ 201601,10-Aug,4795.55,3356.9,,,
Rota,2890,BOQ 201601,10-Sep,10770,7539,165306.94,115726.8,
Rota,2890,BOQ 201601,10-Oct,5102,3571.4,,,
Rota,2890,BOQ 201601,10-Nov,16728.25,11709.8,,,
Rota,2890,BOQ 201601,10-Dec,15757,11029.9,,,
Rota,2890,BOQ 201601,11-Jan,9725,6807.5,,,
Rota,2890,BOQ 201601,11-Feb,9089,6362.3,,,
Rota,2890,BOQ 201601,11-Mar,9577,6703.9,,,
Rota,2890,BOQ 201601,11-Apr,7180.4,5026.3,,,
Rota,2890,BOQ 201601,11-May,15235,10664.5,,,
Rota,2890,BOQ 201601,11-Jun,19399,13579.3,,,
Rota,2890,BOQ 201601,11-Jul,7332,5132.4,,,
Rota,2890,BOQ 201601,11-Aug,9548,6683.6,,,
Rota,2890,BOQ 201601,11-Sep,15257,10679.9,139929.65,97950.8,
Rota,2890,BOQ 201601,11-Oct,11220,7854,,,
Rota,2890,BOQ 201601,11-Nov,12786,8950.2,,,
Rota,2890,BOQ 201601,11-Dec,4870,3409,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Jan,12644,8850.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Feb,12901,9030.7,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Mar,8759.6,6131.7,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Apr,25130,17591,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-May,17664,12364.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Jun,12638,8846.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Jul,15822,11075.4,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Aug,11321,7924.7,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Sep,6775,4742.5,152530.6,106771.4,
Rota,2890,NGIS Rota (BOQ) 201601,12-Oct,4600,4242.7,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Nov,11345,6918.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,12-Dec,13889,9722.3,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Jan,16433,11503.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Feb,10826.5,7578.55,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Mar,12967.2,9077,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Apr,5798.25,4058.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-May,17609,12326.3,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Jun,10218,7152.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Jul,10793,7555.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Aug,12148,8503.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Sep,3198,2238.6,129824.95,90877.45,
Rota,2890,NGIS Rota (BOQ) 201601,13-Oct,9407.1,6584.95,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Nov,2807,1964.9,,,
Rota,2890,NGIS Rota (BOQ) 201601,13-Dec,2517.2,3226.3,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Jan,3601.8,1057,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Feb,8408,5885.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Mar,1138,796.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Apr,7034,4923.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-May,8,5.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Jun,3927,2748.9,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Jul,7495.65,5246.95,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Aug,4194.25,2936,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Sep,3811,2667.7,54349,38044.3,
Rota,2890,NGIS Rota (BOQ) 201601,14-Oct,3973.95,2781.75,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Nov,1858,1300.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,14-Dec,134,93.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Jan,5260,3682,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Feb,7525,5267.5,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Mar,3655.85,2559.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Apr,614,429.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-May,6157,4309.9,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Jun,3024,2116.8,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Jul,6020,4214,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Aug,6113,4279.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Sep,2607,1824.9,46941.8,32859.25,
Rota,2890,NGIS Rota (BOQ) 201601,15-Oct,1158,810.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Nov,6110.7,4277.5,,,
Rota,2890,NGIS Rota (BOQ) 201601,15-Dec,7755,5428.5,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Jan,6337,4435.9,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Feb,8748,6123.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Mar,1967,1376.9,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Apr,6903,4832.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-May,17780,12446,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Jun,15153,10607.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Jul,3079,2155.3,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Aug,8290,5803,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Sep,8699,6089.3,91979.7,64385.8,
Rota,2890,NGIS Rota (BOQ) 201601,16-Oct,8001,5600.7,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Nov,4330,3031,,,
Rota,2890,NGIS Rota (BOQ) 201601,16-Dec,4859,3401.3,,,
Rota,2890,NGIS Rota (BOQ) 201601,17-Jan,9992,6994.4,,,
Rota,2890,NGIS Rota (BOQ) 201601,17-Feb,12473,8731.1,,,
Rota,2890,NGIS Rota (BOQ) 201601,17-Mar,15278,10694.6,,,
Rota,2890,NGIS Rota (BOQ) 201601,17-Apr,5843,4090.1,,,
