Date,Base_Location,Europe,Korea,Japan,YTD Europe,YTD Korea,YTD Japan
2021-05-31,Atsugi Navy,.00,.00,80515.10,.00,.00,1089629.60
2021-05-31,Okinawa,.00,.00,.00,.00,.00,24054.95
2021-05-31,Okinawa Marines,.00,.00,791865.30,.00,.00,7211453.70
2021-05-31,Okinawa Navy,.00,.00,23342.70,.00,.00,222401.20
2021-05-31,Iwakuni Marines,.00,.00,167580.50,.00,.00,1259292.20
2021-05-31,Sasebo Navy,.00,.00,228860.85,.00,.00,1628679.20
2021-05-31,Yokosuka Navy,.00,.00,264763.70,.00,.00,2531215.00
2021-05-31,Singapore Navy,.00,.00,.00,.00,.00,-30.50
2021-05-31,Total Gaming Revenue,1043197.90,1853907.80,1743853.60,5783481.12,15336602.15,15172680.65
2022-05-31,Kaiserslautern,284389.00,.00,.00,2195617.15,.00,.00
2022-05-31,Grafenwoehr,113894.00,.00,.00,826697.05,.00,.00
2022-05-31,Wiesbaden,341723.70,.00,.00,2053138.35,.00,.00
2022-05-31,Vicenza,76985.20,.00,.00,642011.10,.00,.00
2022-05-31,Livorno,1735.35,.00,.00,100212.20,.00,.00
2022-05-31,Stuttgart,302592.25,.00,.00,1777209.70,.00,.00
2022-05-31,Baumholder,42578.40,.00,.00,376804.50,.00,.00
2022-05-31,Ansbach,90177.35,.00,.00,472632.50,.00,.00
2022-05-31,Schinnen,17935.70,.00,.00,57951.60,.00,.00
2022-05-31,AFRC Edelweiss Lodge,12559.30,.00,.00,127800.05,.00,.00
2022-05-31,Hohenfels,57116.95,.00,.00,445259.65,.00,.00
2022-05-31,Naples Navy,135759.00,.00,.00,720417.21,.00,.00
2022-05-31,Sigonella Navy,46355.00,.00,.00,455476.00,.00,.00
2022-05-31,Rota Navy,90556.05,.00,.00,648853.85,.00,.00
2022-05-31,Souda Bay Navy,.00,.00,.00,.00,.00,.00
2022-05-31,AFRC Dragon Hill Lodge,.00,524029.55,.00,.00,2595858.00,.00
2022-05-31,Seoul,.00,20073.95,.00,.00,82137.75,.00
2022-05-31,Casey & Hovey,.00,219099.20,.00,.00,1863080.75,.00
2022-05-31,Uijongbu,.00,.00,.00,.00,.00,.00
2022-05-31,Camp Humphreys,.00,1082687.75,.00,.00,7519502.10,.00
2022-05-31,Daegu,.00,313773.75,.00,.00,2116709.90,.00
2022-05-31,Chinhae Navy,.00,21681.55,.00,.00,302547.75,.00
2022-05-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2022-05-31,Camp Zama,.00,.00,129294.50,.00,.00,796671.15
2022-05-31,Fuji Marines,.00,.00,2526.00,.00,.00,16985.00
2022-05-31,Sanno Navy,.00,.00,113764.75,.00,.00,649342.45
2022-05-31,Atsugi Navy,.00,.00,70944.40,.00,.00,709943.60
2022-05-31,Okinawa,.00,.00,5908.65,.00,.00,48317.30
2022-05-31,Okinawa Marines,.00,.00,1151767.95,.00,.00,7460202.95
2022-05-31,Okinawa Navy,.00,.00,35802.60,.00,.00,246447.85
2022-05-31,Iwakuni Marines,.00,.00,259770.75,.00,.00,1434561.40
2022-05-31,Sasebo Navy,.00,.00,247293.75,.00,.00,1680793.50
2022-05-31,Yokosuka Navy,.00,.00,503506.75,.00,.00,3680234.35
2022-05-31,Singapore Navy,.00,.00,43555.00,.00,.00,43555.00
2022-05-31,Total Gaming Revenue,1614357.25,2181345.75,2564135.10,10900080.91,14479836.25,16767054.55
2023-05-31,Kaiserslautern,436640.80,.00,.00,2522624.80,.00,.00
2023-05-31,Grafenwoehr,248207.20,.00,.00,1200212.75,.00,.00
2023-05-31,Wiesbaden,246650.20,.00,.00,1826791.30,.00,.00
2023-05-31,Vicenza,104259.10,.00,.00,673612.75,.00,.00
2023-05-31,Livorno,13585.75,.00,.00,87141.20,.00,.00
2023-05-31,Stuttgart,269522.20,.00,.00,1729461.75,.00,.00
2023-05-31,Baumholder,45489.20,.00,.00,433733.90,.00,.00
2023-05-31,Ansbach,108482.65,.00,.00,592153.55,.00,.00
2023-05-31,Brunssum,12040.35,.00,.00,82715.25,.00,.00
2023-05-31,AFRC Edelweiss Lodge,18632.90,.00,.00,165786.12,.00,.00
2023-05-31,Hohenfels,44943.45,.00,.00,271246.35,.00,.00
2023-05-31,Naples Navy,173876.65,.00,.00,915495.50,.00,.00
2023-05-31,Sigonella Navy,58372.35,.00,.00,509653.10,.00,.00
2023-05-31,Rota Navy,107435.75,.00,.00,671082.30,.00,.00
2023-05-31,Souda Bay Navy,12355.70,.00,.00,82366.65,.00,.00
2023-05-31,AFRC Dragon Hill Lodge,.00,699038.75,.00,.00,3561353.10,.00
2023-05-31,Seoul,.00,16597.00,.00,.00,139452.60,.00
2023-05-31,Casey & Hovey,.00,210828.60,.00,.00,1373153.15,.00
2023-05-31,Uijongbu,.00,.00,.00,.00,.00,.00
2023-05-31,Camp Humphreys,.00,999404.10,.00,.00,8085718.55,.00
2023-05-31,Daegu,.00,171794.75,.00,.00,1607714.35,.00
2023-05-31,Chinhae Navy,.00,15802.20,.00,.00,207832.80,.00
2023-05-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2023-05-31,Camp Zama,.00,.00,72731.65,.00,.00,789020.90
2023-05-31,Fuji Marines,.00,.00,4269.00,.00,.00,17910.00
2023-05-31,Sanno Navy,.00,.00,144654.30,.00,.00,682024.70
2023-05-31,Atsugi Navy,.00,.00,74574.30,.00,.00,748856.05
2023-05-31,Okinawa,.00,.00,11262.00,.00,.00,62921.00
2023-05-31,Okinawa Marines,.00,.00,1119960.00,.00,.00,7770218.50
2023-05-31,Okinawa Navy,.00,.00,69065.45,.00,.00,276588.80
2023-05-31,Iwakuni Marines,.00,.00,284679.20,.00,.00,1324663.55
2023-05-31,Sasebo Navy,.00,.00,258391.75,.00,.00,1453575.15
2023-05-31,Yokosuka Navy,.00,.00,436264.15,.00,.00,3604071.05
2023-05-31,Singapore Navy,.00,.00,2953.00,.00,.00,37240.00
2023-05-31,Total Gaming Revenue,1900494.25,2113465.40,2478804.80,11764077.27,14975224.55,16767089.70
2020-06-30,Kaiserslautern,75003.35,.00,.00,1682117.75,.00,.00
2020-06-30,Grafenwoehr,-8348.70,.00,.00,1057887.80,.00,.00
2020-06-30,Wiesbaden,41007.45,.00,.00,1517647.75,.00,.00
2020-06-30,Vicenza,.00,.00,.00,406448.85,.00,.00
2020-06-30,Livorno,.00,.00,.00,6352.35,.00,.00
2020-06-30,Stuttgart,60644.25,.00,.00,952603.20,.00,.00
2020-06-30,Baumholder,3546.35,.00,.00,339281.95,.00,.00
2020-06-30,Ansbach,.00,.00,.00,311903.85,.00,.00
2020-06-30,Schinnen,.00,.00,.00,41837.70,.00,.00
2020-06-30,AFRC Edelweiss Lodge,.00,.00,.00,156607.87,.00,.00
2020-06-30,Hohenfels,.00,.00,.00,279393.20,.00,.00
2020-06-30,Naples Navy,.00,.00,.00,483735.90,.00,.00
2020-06-30,Sigonella Navy,.00,.00,.00,338536.70,.00,.00
2020-06-30,Rota Navy,1212.80,.00,.00,427924.40,.00,.00
2020-06-30,Souda Bay Navy,.00,.00,.00,58890.00,.00,.00
2020-06-30,AFRC Dragon Hill Lodge,.00,515567.90,.00,.00,4053789.75,.00
2020-06-30,Seoul,.00,40194.25,.00,.00,577247.00,.00
2020-06-30,Casey & Hovey,.00,187834.65,.00,.00,1820232.05,.00
2020-06-30,Uijongbu,.00,.00,.00,.00,.00,.00
2020-06-30,Camp Humphreys,.00,893928.15,.00,.00,7490117.25,.00
2020-06-30,Daegu,.00,302719.70,.00,.00,1794326.05,.00
2020-06-30,Chinhae Navy,.00,8286.20,.00,.00,243986.96,.00
2020-06-30,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2020-06-30,Camp Zama,.00,.00,50679.05,.00,.00,919956.25
2020-06-30,Fuji Marines,.00,.00,.00,.00,.00,5405.25
2020-06-30,Sanno Navy,.00,.00,.00,.00,.00,567302.65
2020-06-30,Atsugi Navy,.00,.00,17804.35,.00,.00,733119.60
2020-06-30,Okinawa,.00,.00,5084.00,.00,.00,45996.00
2020-06-30,Okinawa Marines,.00,.00,789844.40,.00,.00,7584859.55
2020-06-30,Okinawa Navy,.00,.00,15981.40,.00,.00,202941.90
2020-06-30,Iwakuni Marines,.00,.00,141910.40,.00,.00,1432586.55
2020-06-30,Sasebo Navy,.00,.00,.00,.00,.00,1278218.00
2020-06-30,Yokosuka Navy,.00,.00,38967.05,.00,.00,2795400.15
2020-06-30,Singapore Navy,.00,.00,.00,.00,.00,33112.95
2020-06-30,Total Gaming Revenue,173065.50,1948530.85,1060270.65,8061169.27,15979699.06,15598898.85
2021-06-30,Kaiserslautern,-5560.80,.00,.00,679781.20,.00,.00
2021-06-30,Grafenwoehr,176795.70,.00,.00,1198777.80,.00,.00
2021-06-30,Wiesbaden,338881.40,.00,.00,1575866.75,.00,.00
2021-06-30,Vicenza,77344.60,.00,.00,606907.50,.00,.00
2021-06-30,Livorno,5326.30,.00,.00,44019.30,.00,.00
2021-06-30,Stuttgart,256867.20,.00,.00,969950.05,.00,.00
2021-06-30,Baumholder,27353.15,.00,.00,40056.40,.00,.00
2021-06-30,Ansbach,48539.35,.00,.00,237352.50,.00,.00
2021-06-30,Schinnen,13177.85,.00,.00,82952.45,.00,.00
2021-06-30,AFRC Edelweiss Lodge,36441.00,.00,.00,58870.57,.00,.00
2021-06-30,Hohenfels,72775.90,.00,.00,411905.20,.00,.00
2021-06-30,Naples Navy,42801.95,.00,.00,135902.45,.00,.00
2021-06-30,Sigonella Navy,65767.30,.00,.00,383005.60,.00,.00
2021-06-30,Rota Navy,63621.85,.00,.00,578266.10,.00,.00
2021-06-30,Souda Bay Navy,.00,.00,.00,.00,.00,.00
2021-06-30,AFRC Dragon Hill Lodge,.00,442938.80,.00,.00,3912068.95,.00
2021-06-30,Seoul,.00,37807.30,.00,.00,228973.45,.00
2021-06-30,Casey & Hovey,.00,231944.00,.00,.00,1756857.65,.00
2021-06-30,Uijongbu,.00,.00,.00,.00,.00,.00
2021-06-30,Camp Humphreys,.00,1098563.85,.00,.00,8824550.00,.00
2021-06-30,Daegu,.00,270465.55,.00,.00,2440004.85,.00
2021-06-30,Chinhae Navy,.00,41594.20,.00,.00,297460.95,.00
2021-06-30,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2021-06-30,Camp Zama,.00,.00,164452.20,.00,.00,1271885.15
2021-06-30,Fuji Marines,.00,.00,4138.05,.00,.00,15308.50
2021-06-30,Sanno Navy,.00,.00,90613.95,.00,.00,177995.85
2021-06-30,Atsugi Navy,.00,.00,79596.80,.00,.00,1169226.40
2021-06-30,Okinawa,.00,.00,.00,.00,.00,24054.95
2021-06-30,Okinawa Marines,.00,.00,864879.55,.00,.00,8076333.25
2021-06-30,Okinawa Navy,.00,.00,33690.30,.00,.00,256091.50
2021-06-30,Iwakuni Marines,.00,.00,278840.25,.00,.00,1538132.45
2021-06-30,Sasebo Navy,.00,.00,315279.45,.00,.00,1943958.65
2021-06-30,Yokosuka Navy,.00,.00,324807.90,.00,.00,2856022.90
2021-06-30,Singapore Navy,.00,.00,.00,.00,.00,-30.50
2021-06-30,Total Gaming Revenue,1220132.75,2123313.70,2156298.45,7003613.87,17459915.85,17328979.10
2022-06-30,Kaiserslautern,321487.50,.00,.00,2517104.65,.00,.00
2022-06-30,Grafenwoehr,147129.90,.00,.00,973826.95,.00,.00
2022-06-30,Wiesbaden,316969.95,.00,.00,2370108.30,.00,.00
2022-06-30,Vicenza,69138.70,.00,.00,711149.80,.00,.00
2022-06-30,Livorno,3299.95,.00,.00,103512.15,.00,.00
2022-06-30,Stuttgart,283130.10,.00,.00,2060339.80,.00,.00
2022-06-30,Baumholder,49418.45,.00,.00,426222.95,.00,.00
2022-06-30,Ansbach,60233.50,.00,.00,532866.00,.00,.00
2022-06-30,Brunssum,15382.15,.00,.00,73333.75,.00,.00
2022-06-30,AFRC Edelweiss Lodge,28012.60,.00,.00,155812.65,.00,.00
2022-06-30,Hohenfels,45692.25,.00,.00,490951.90,.00,.00
2022-06-30,Naples Navy,56147.00,.00,.00,776564.21,.00,.00
2022-06-30,Sigonella Navy,47284.35,.00,.00,502760.35,.00,.00
2022-06-30,Rota Navy,105716.45,.00,.00,754570.30,.00,.00
2022-06-30,Souda Bay Navy,2869.05,.00,.00,2869.05,.00,.00
2022-06-30,AFRC Dragon Hill Lodge,.00,371992.70,.00,.00,2967850.70,.00
2022-06-30,Seoul,.00,33517.95,.00,.00,115655.70,.00
2022-06-30,Casey & Hovey,.00,277555.60,.00,.00,2140636.35,.00
2022-06-30,Uijongbu,.00,.00,.00,.00,.00,.00
2022-06-30,Camp Humphreys,.00,857330.20,.00,.00,8376832.30,.00
2022-06-30,Daegu,.00,318293.40,.00,.00,2435003.30,.00
2022-06-30,Chinhae Navy,.00,12207.50,.00,.00,314755.25,.00
2022-06-30,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2022-06-30,Camp Zama,.00,.00,129094.95,.00,.00,925766.10
2022-06-30,Fuji Marines,.00,.00,.00,.00,.00,16985.00
2022-06-30,Sanno Navy,.00,.00,67007.70,.00,.00,716350.15
2022-06-30,Atsugi Navy,.00,.00,105574.20,.00,.00,815517.80
2022-06-30,Okinawa,.00,.00,4941.00,.00,.00,53258.30
2022-06-30,Okinawa Marines,.00,.00,845588.35,.00,.00,8305791.30
2022-06-30,Okinawa Navy,.00,.00,43039.10,.00,.00,289486.95
2022-06-30,Iwakuni Marines,.00,.00,188020.95,.00,.00,1622582.35
2022-06-30,Sasebo Navy,.00,.00,204367.30,.00,.00,1885160.80
2022-06-30,Yokosuka Navy,.00,.00,387146.80,.00,.00,4067381.15
2022-06-30,Singapore Navy,.00,.00,6533.00,.00,.00,50088.00
2022-06-30,Total Gaming Revenue,1551911.90,1870897.35,1981313.35,12451992.81,16350733.60,18748367.90
2023-06-30,Kaiserslautern,388963.15,.00,.00,2911587.95,.00,.00
2023-06-30,Grafenwoehr,239400.25,.00,.00,1439613.00,.00,.00
2023-06-30,Wiesbaden,226007.40,.00,.00,2052798.70,.00,.00
2023-06-30,Vicenza,89951.25,.00,.00,763564.00,.00,.00
2023-06-30,Livorno,2157.80,.00,.00,89299.00,.00,.00
2023-06-30,Stuttgart,131539.15,.00,.00,1861000.90,.00,.00
2023-06-30,Baumholder,38948.55,.00,.00,472682.45,.00,.00
2023-06-30,Ansbach,58099.70,.00,.00,650253.25,.00,.00
2023-06-30,Brunssum,8570.40,.00,.00,91285.65,.00,.00
2023-06-30,AFRC Edelweiss Lodge,19253.15,.00,.00,185039.27,.00,.00
2023-06-30,Hohenfels,25913.95,.00,.00,297160.30,.00,.00
2023-06-30,Naples Navy,123126.70,.00,.00,1038622.20,.00,.00
2023-06-30,Sigonella Navy,35056.65,.00,.00,544709.75,.00,.00
2023-06-30,Rota Navy,34418.15,.00,.00,705500.45,.00,.00
2023-06-30,Souda Bay Navy,18029.00,.00,.00,100395.65,.00,.00
2023-06-30,AFRC Dragon Hill Lodge,.00,298337.00,.00,.00,3859690.10,.00
2023-06-30,Seoul,.00,23041.90,.00,.00,162494.50,.00
2023-06-30,Casey & Hovey,.00,194378.70,.00,.00,1567531.85,.00
2023-06-30,Uijongbu,.00,.00,.00,.00,.00,.00
2023-06-30,Camp Humphreys,.00,1210662.55,.00,.00,9296381.10,.00
2023-06-30,Daegu,.00,230814.20,.00,.00,1838528.55,.00
2023-06-30,Chinhae Navy,.00,34423.70,.00,.00,242256.50,.00
2023-06-30,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2023-06-30,Camp Zama,.00,.00,168200.30,.00,.00,957221.20
2023-06-30,Fuji Marines,.00,.00,3749.40,.00,.00,21659.40
2023-06-30,Sanno Navy,.00,.00,65410.65,.00,.00,747435.35
2023-06-30,Atsugi Navy,.00,.00,152300.95,.00,.00,901157.00
2023-06-30,Okinawa,.00,.00,9347.00,.00,.00,72268.00
2023-06-30,Okinawa Marines,.00,.00,929572.60,.00,.00,8699791.10
2023-06-30,Okinawa Navy,.00,.00,21982.70,.00,.00,298571.50
2023-06-30,Iwakuni Marines,.00,.00,107454.85,.00,.00,1432118.40
2023-06-30,Sasebo Navy,.00,.00,148940.15,.00,.00,1602515.30
2023-06-30,Yokosuka Navy,.00,.00,329200.60,.00,.00,3933271.65
2023-06-30,Singapore Navy,.00,.00,8199.00,.00,.00,45439.00
2023-06-30,Total Gaming Revenue,1439435.25,1991658.05,1944358.20,13203512.52,16966882.60,18711447.90
2020-07-31,Kaiserslautern,298637.05,.00,.00,1980754.80,.00,.00
2020-07-31,Grafenwoehr,148357.25,.00,.00,1206245.05,.00,.00
2020-07-31,Wiesbaden,152701.65,.00,.00,1670349.40,.00,.00
2020-07-31,Vicenza,.00,.00,.00,406448.85,.00,.00
2020-07-31,Livorno,6844.60,.00,.00,13196.95,.00,.00
2020-07-31,Stuttgart,126537.15,.00,.00,1079140.35,.00,.00
2020-07-31,Baumholder,21367.55,.00,.00,360649.50,.00,.00
2020-07-31,Ansbach,17611.60,.00,.00,329515.45,.00,.00
2020-07-31,Schinnen,.00,.00,.00,41837.70,.00,.00
2020-07-31,AFRC Edelweiss Lodge,32460.35,.00,.00,189068.22,.00,.00
2020-07-31,Hohenfels,-6959.65,.00,.00,272433.55,.00,.00
2020-07-31,Naples Navy,.00,.00,.00,483735.90,.00,.00
2020-07-31,Sigonella Navy,-4560.75,.00,.00,333975.95,.00,.00
2020-07-31,Rota Navy,31261.25,.00,.00,459185.65,.00,.00
2020-07-31,Souda Bay Navy,.00,.00,.00,58890.00,.00,.00
2020-07-31,AFRC Dragon Hill Lodge,.00,328860.75,.00,.00,4382650.50,.00
2020-07-31,Seoul,.00,49625.00,.00,.00,626872.00,.00
2020-07-31,Casey & Hovey,.00,104804.05,.00,.00,1925036.10,.00
2020-07-31,Uijongbu,.00,.00,.00,.00,.00,.00
2020-07-31,Camp Humphreys,.00,1111981.80,.00,.00,8602099.05,.00
2020-07-31,Daegu,.00,348106.80,.00,.00,2142432.85,.00
2020-07-31,Chinhae Navy,.00,20913.15,.00,.00,264900.11,.00
2020-07-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2020-07-31,Camp Zama,.00,.00,163676.65,.00,.00,1083632.90
2020-07-31,Fuji Marines,.00,.00,4244.00,.00,.00,9649.25
2020-07-31,Sanno Navy,.00,.00,47478.95,.00,.00,614781.60
2020-07-31,Atsugi Navy,.00,.00,118200.10,.00,.00,851319.70
2020-07-31,Okinawa,.00,.00,4458.00,.00,.00,50454.00
2020-07-31,Okinawa Marines,.00,.00,517219.50,.00,.00,8102079.05
2020-07-31,Okinawa Navy,.00,.00,28523.95,.00,.00,231465.85
2020-07-31,Iwakuni Marines,.00,.00,129228.65,.00,.00,1561815.20
2020-07-31,Sasebo Navy,.00,.00,186735.60,.00,.00,1464953.60
2020-07-31,Yokosuka Navy,.00,.00,203968.00,.00,.00,2999368.15
2020-07-31,Singapore Navy,.00,.00,.00,.00,.00,33112.95
2020-07-31,Total Gaming Revenue,824258.05,1964291.55,1403733.40,8885427.32,17943990.61,17002632.25
2021-07-31,Kaiserslautern,211338.40,.00,.00,891119.60,.00,.00
2021-07-31,Grafenwoehr,149451.50,.00,.00,1348229.30,.00,.00
2021-07-31,Wiesbaden,224232.10,.00,.00,1800098.85,.00,.00
2021-07-31,Vicenza,41222.65,.00,.00,648130.15,.00,.00
2021-07-31,Livorno,8463.00,.00,.00,52482.30,.00,.00
2021-07-31,Stuttgart,195901.60,.00,.00,1165851.65,.00,.00
2021-07-31,Baumholder,35688.00,.00,.00,75744.40,.00,.00
2021-07-31,Ansbach,39308.50,.00,.00,276661.00,.00,.00
2021-07-31,Schinnen,8926.80,.00,.00,91879.25,.00,.00
2021-07-31,AFRC Edelweiss Lodge,23274.65,.00,.00,82145.22,.00,.00
2021-07-31,Hohenfels,36536.75,.00,.00,448441.95,.00,.00
2021-07-31,Naples Navy,56424.40,.00,.00,192326.85,.00,.00
2021-07-31,Sigonella Navy,65218.85,.00,.00,448224.45,.00,.00
2021-07-31,Rota Navy,77465.90,.00,.00,655732.00,.00,.00
2021-07-31,Souda Bay Navy,.00,.00,.00,.00,.00,.00
2021-07-31,AFRC Dragon Hill Lodge,.00,146678.25,.00,.00,4058747.20,.00
2021-07-31,Seoul,.00,34772.10,.00,.00,263745.55,.00
2021-07-31,Casey & Hovey,.00,135709.85,.00,.00,1892567.50,.00
2021-07-31,Uijongbu,.00,.00,.00,.00,.00,.00
2021-07-31,Camp Humphreys,.00,1029593.75,.00,.00,9854143.75,.00
2021-07-31,Daegu,.00,287846.35,.00,.00,2727851.20,.00
2021-07-31,Chinhae Navy,.00,12078.70,.00,.00,309539.65,.00
2021-07-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2021-07-31,Camp Zama,.00,.00,55990.75,.00,.00,1327875.90
2021-07-31,Fuji Marines,.00,.00,2989.00,.00,.00,18297.50
2021-07-31,Sanno Navy,.00,.00,74940.70,.00,.00,252936.55
2021-07-31,Atsugi Navy,.00,.00,134197.15,.00,.00,1303423.55
2021-07-31,Okinawa,.00,.00,.00,.00,.00,24054.95
2021-07-31,Okinawa Marines,.00,.00,859083.35,.00,.00,8935416.60
2021-07-31,Okinawa Navy,.00,.00,46154.50,.00,.00,302246.00
2021-07-31,Iwakuni Marines,.00,.00,156106.50,.00,.00,1694238.95
2021-07-31,Sasebo Navy,.00,.00,137346.20,.00,.00,2081304.85
2021-07-31,Yokosuka Navy,.00,.00,414796.25,.00,.00,3270819.15
2021-07-31,Singapore Navy,.00,.00,.00,.00,.00,-30.50
2021-07-31,Total Gaming Revenue,1173453.10,1646679.00,1881604.40,8177066.97,19106594.85,19210583.50
2022-07-31,Kaiserslautern,315348.85,.00,.00,2832453.50,.00,.00
2022-07-31,Grafenwoehr,120566.55,.00,.00,1094393.50,.00,.00
2022-07-31,Wiesbaden,148396.00,.00,.00,2518504.30,.00,.00
2022-07-31,Vicenza,73753.30,.00,.00,784903.10,.00,.00
2022-07-31,Livorno,1853.00,.00,.00,105365.15,.00,.00
2022-07-31,Stuttgart,101464.25,.00,.00,2161804.05,.00,.00
2022-07-31,Baumholder,2324.15,.00,.00,428547.10,.00,.00
2022-07-31,Ansbach,52880.95,.00,.00,585746.95,.00,.00
2022-07-31,Brunssum,12753.65,.00,.00,86087.40,.00,.00
2022-07-31,AFRC Edelweiss Lodge,-5460.25,.00,.00,150352.40,.00,.00
2022-07-31,Hohenfels,21590.60,.00,.00,512542.50,.00,.00
2022-07-31,Naples Navy,41756.85,.00,.00,818321.06,.00,.00
2022-07-31,Sigonella Navy,87504.00,.00,.00,590264.35,.00,.00
2022-07-31,Rota Navy,77750.70,.00,.00,832321.00,.00,.00
2022-07-31,Souda Bay Navy,21027.00,.00,.00,23896.05,.00,.00
2022-07-31,AFRC Dragon Hill Lodge,.00,289777.05,.00,.00,3257627.75,.00
2022-07-31,Seoul,.00,4625.55,.00,.00,120281.25,.00
2022-07-31,Casey & Hovey,.00,167462.95,.00,.00,2308099.30,.00
2022-07-31,Uijongbu,.00,.00,.00,.00,.00,.00
2022-07-31,Camp Humphreys,.00,757780.30,.00,.00,9134612.60,.00
2022-07-31,Daegu,.00,212896.85,.00,.00,2647900.15,.00
2022-07-31,Chinhae Navy,.00,9532.80,.00,.00,324288.05,.00
2022-07-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2022-07-31,Camp Zama,.00,.00,91632.55,.00,.00,1017398.65
2022-07-31,Fuji Marines,.00,.00,288.95,.00,.00,17273.95
2022-07-31,Sanno Navy,.00,.00,41750.80,.00,.00,758100.95
2022-07-31,Atsugi Navy,.00,.00,64105.05,.00,.00,879622.85
2022-07-31,Okinawa,.00,.00,1806.50,.00,.00,55064.80
2022-07-31,Okinawa Marines,.00,.00,816504.00,.00,.00,9122295.30
2022-07-31,Okinawa Navy,.00,.00,13783.55,.00,.00,303270.50
2022-07-31,Iwakuni Marines,.00,.00,180001.20,.00,.00,1802583.55
2022-07-31,Sasebo Navy,.00,.00,168433.50,.00,.00,2053594.30
2022-07-31,Yokosuka Navy,.00,.00,364207.90,.00,.00,4431589.05
2022-07-31,Singapore Navy,.00,.00,6844.00,.00,.00,56932.00
2022-07-31,Total Gaming Revenue,1073509.60,1442075.50,1749358.00,13525502.41,17792809.10,20497725.90
2023-07-31,Kaiserslautern,237185.85,.00,.00,3148773.80,.00,.00
2023-07-31,Grafenwoehr,207896.65,.00,.00,1647509.65,.00,.00
2023-07-31,Wiesbaden,209897.95,.00,.00,2262696.65,.00,.00
2023-07-31,Vicenza,101715.10,.00,.00,865279.10,.00,.00
2023-07-31,Livorno,17574.05,.00,.00,106873.05,.00,.00
2023-07-31,Stuttgart,243418.05,.00,.00,2104418.95,.00,.00
2023-07-31,Baumholder,76024.40,.00,.00,548706.85,.00,.00
2023-07-31,Ansbach,36960.40,.00,.00,687213.65,.00,.00
2023-07-31,Brunssum,7009.85,.00,.00,98295.50,.00,.00
2023-07-31,AFRC Edelweiss Lodge,22916.25,.00,.00,207955.52,.00,.00
2023-07-31,Hohenfels,48249.85,.00,.00,345410.15,.00,.00
2023-07-31,Naples Navy,75675.50,.00,.00,1114297.70,.00,.00
2023-07-31,Sigonella Navy,76545.00,.00,.00,621254.75,.00,.00
2023-07-31,Rota Navy,98330.55,.00,.00,803831.00,.00,.00
2023-07-31,Souda Bay Navy,8196.00,.00,.00,108591.65,.00,.00
2023-07-31,AFRC Dragon Hill Lodge,.00,322194.80,.00,.00,4181884.90,.00
2023-07-31,Seoul,.00,19408.65,.00,.00,181903.15,.00
2023-07-31,Casey & Hovey,.00,166419.25,.00,.00,1733951.10,.00
2023-07-31,Uijongbu,.00,.00,.00,.00,.00,.00
2023-07-31,Camp Humphreys,.00,836803.35,.00,.00,10133184.45,.00
2023-07-31,Daegu,.00,27937.05,.00,.00,1866465.60,.00
2023-07-31,Chinhae Navy,.00,4844.25,.00,.00,247100.75,.00
2023-07-31,Camp Mujuk Marines,.00,.00,.00,.00,.00,.00
2023-07-31,Camp Zama,.00,.00,109182.95,.00,.00,1066404.15
2023-07-31,Fuji Marines,.00,.00,3410.45,.00,.00,25069.85
2023-07-31,Sanno Navy,.00,.00,51426.45,.00,.00,798861.80
2023-07-31,Atsugi Navy,.00,.00,73117.75,.00,.00,974274.75
2023-07-31,Okinawa,.00,.00,1868.20,.00,.00,74136.20
2023-07-31,Okinawa Marines,.00,.00,826733.90,.00,.00,9526525.00
2023-07-31,Okinawa Navy,.00,.00,15663.55,.00,.00,314235.05
2023-07-31,Iwakuni Marines,.00,.00,199932.90,.00,.00,1632051.30
2023-07-31,Sasebo Navy,.00,.00,126236.10,.00,.00,1728751.40
2023-07-31,Yokosuka Navy,.00,.00,375112.20,.00,.00,4308383.85
2023-07-31,Singapore Navy,.00,.00,3873.00,.00,.00,49312.00
2023-07-31,Total Gaming Revenue,1467595.45,1377607.35,1786557.45,14671107.97,18344489.95,20498005.35
2020-08-31,Kaiserslautern,326757.60,.00,.00,2307512.40,.00,.00
2020-08-31,Grafenwoehr,90752.40,.00,.00,1296997.45,.00,.00
2020-08-31,Wiesbaden,130346.80,.00,.00,1800696.20,.00,.00
2020-08-31,Vicenza,41228.15,.00,.00,447677.00,.00,.00
2020-08-31,Livorno,4703.25,.00,.00,17900.20,.00,.00
2020-08-31,Stuttgart,147535.85,.00,.00,1226676.20,.00,.00
2020-08-31,Baumholder,52126.75,.00,.00,412776.25,.00,.00
2020-08-31,Ansbach,11564.50,.00,.00,341079.95,.00,.00
2020-08-31,Schinnen,.00,.00,.00,41837.70,.00,.00
2020-08-31,AFRC Edelweiss Lodge,8914.80,.00,.00,197983.02,.00,.00
