Installation,Loc#,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Status
Atsugi,3078,Corner Pocket 401401,Oct-12,9341.50,9218.50,,,
Atsugi,3078,Corner Pocket 401401,Nov-12,60167.05,46388.35,,,
Atsugi,3078,Corner Pocket 401401,Dec-12,60272.00,48217.60,,,
Atsugi,3078,Corner Pocket 401401,Jan-13,67270.45,53816.35,,,
Atsugi,3078,Corner Pocket 401401,Feb-13,39499.00,31599.20,,,
Atsugi,3078,Corner Pocket 401401,Mar-13,34453.40,27562.70,,,
Atsugi,3078,Corner Pocket 401401,Apr-13,35871.60,28697.30,,,
Atsugi,3078,Corner Pocket 401401,May-13,35786.35,28629.10,,,
Atsugi,3078,Corner Pocket 401401,Jun-13,37479.95,29983.95,,,
Atsugi,3078,Corner Pocket 401401,Jul-13,16870.05,13496.05,,,
Atsugi,3078,Corner Pocket 401401,Aug-13,22917.35,18333.85,,,
Atsugi,3078,Corner Pocket 401401,Sep-13,15328.25,12262.60,435256.95,348205.55,
Atsugi,3078,Corner Pocket 401401,Oct-13,26508.50,21206.80,,,
Atsugi,3078,Corner Pocket 401401,Nov-13,15731.00,12584.80,,,
Atsugi,3078,Corner Pocket 401401,Dec-13,60466.40,48373.10,,,
Atsugi,3078,Corner Pocket 401401,Jan-14,95591.72,79283.00,,,
Atsugi,3078,Corner Pocket 401401,Feb-14,76148.12,65327.30,,,
Atsugi,3078,Corner Pocket 401401,Mar-14,89180.10,71344.10,,,
Atsugi,3078,Corner Pocket 401401,Apr-14,95163.10,78940.95,,,
Atsugi,3078,Corner Pocket 401401,May-14,130371.16,101820.80,,,
Atsugi,3078,Corner Pocket 401401,Jun-14,66620.05,53296.05,,,
Atsugi,3078,Corner Pocket 401401,Jul-14,87451.79,76386.05,,,
Atsugi,3078,Corner Pocket 401401,Aug-14,79942.55,61457.70,,,
Atsugi,3078,Corner Pocket 401401,Sep-14,76682.48,64419.75,899856.97,734440.40,
Atsugi,3078,Corner Pocket 401401,Oct-14,92209.86,69540.35,,,
Atsugi,3078,Corner Pocket 401401,Nov-14,75628.77,62032.40,,,
Atsugi,3078,Corner Pocket 401401,Dec-14,82820.95,65507.65,,,
Atsugi,3078,Corner Pocket 401401,Jan-15,75962.87,61746.85,,,
Atsugi,3078,Corner Pocket 401401,Feb-15,71693.79,63483.45,,,
Atsugi,3078,Corner Pocket 401401,Mar-15,88596.42,67815.50,,,
Atsugi,3078,Corner Pocket 401401,Apr-15,114191.05,92738.60,,,
Atsugi,3078,Corner Pocket 401401,May-15,73586.37,55975.80,,,
Atsugi,3078,Corner Pocket 401401,Jun-15,55190.18,47112.05,,,
Atsugi,3078,Corner Pocket 401401,Jul-15,69911.15,55335.65,,,
Atsugi,3078,Corner Pocket 401401,Aug-15,48697.95,44192.80,,,
Atsugi,3078,Corner Pocket 401401,Sep-15,40702.64,24616.00,889192.00,710097.10,
Atsugi,3078,Corner Pocket 401401,Oct-15,77032.64,55298.00,,,
Atsugi,3078,Corner Pocket 401401,Nov-15,47556.08,38254.60,,,
Atsugi,3078,Corner Pocket 401401,Dec-15,51367.45,41093.95,,,
Atsugi,3078,Corner Pocket 401401,Jan-16,25460.04,24142.80,,,
Atsugi,3078,Corner Pocket 401401,Feb-16,41625.39,32536.10,,,
Atsugi,3078,Corner Pocket 401401,Mar-16,40344.59,38115.55,,,
Atsugi,3078,Corner Pocket 401401,Apr-16,60806.86,37123.90,,,
Atsugi,3078,Corner Pocket 401401,May-16,35679.79,27620.65,,,
Atsugi,3078,Corner Pocket 401401,Jun-16,53528.01,41276.00,,,
Atsugi,3078,Corner Pocket 401401,Jul-16,30426.66,26707.05,,,
Atsugi,3078,Corner Pocket 401401,Aug-16,29961.97,26337.60,,,
Atsugi,3078,Corner Pocket 401401,Sep-16,55788.81,43952.60,549578.29,432458.80,
Atsugi,3078,Corner Pocket 401401,Oct-16,38657.47,29844.20,,,
Atsugi,3078,Corner Pocket 401401,Nov-16,29351.61,26763.45,,,
Atsugi,3078,Corner Pocket 401401,Dec-16,51619.90,41910.50,,,
Atsugi,3078,Corner Pocket 401401,Jan-17,53913.75,44085.05,,,
Atsugi,3078,Corner Pocket 401401,Feb-17,44564.41,28434.20,,,
Atsugi,3078,Corner Pocket 401401,Mar-17,35277.88,29015.35,,,
Atsugi,3078,Corner Pocket 401401,Apr-17,48241.08,44051.50,,,
Atsugi,3078,Corner Pocket 401401,May-17,32190.60,23298.75,,,
Atsugi,3078,Corner Pocket 401401,Jun-17,31852.55,24149.65,,,
Atsugi,3078,Corner Pocket 401401,Jul-17,25152.00,17322.30,,,
Atsugi,3078,Corner Pocket 401401,Aug-17,32877.85,27403.65,,,
Atsugi,3078,Corner Pocket 401401,Sep-17,15101.95,12149.25,438801.05,348427.85,
Atsugi,3078,Corner Pocket 401401,Oct-17,13394.70,18012.80,,,
Atsugi,3078,Corner Pocket 401401,Nov-17,30254.60,28522.25,,,
Atsugi,3078,Corner Pocket 401401,Dec-17,28748.70,28256.25,,,
Atsugi,3078,Corner Pocket 401401,Jan-18,10007.35,2748.60,,,
Atsugi,3078,Corner Pocket 401401,Feb-18,29741.50,21422.30,,,
Atsugi,3078,Corner Pocket 401401,Mar-18,31682.05,14617.40,,,
Atsugi,3078,Corner Pocket 401401,Apr-18,10261.90,19467.80,,,
Atsugi,3078,Corner Pocket 401401,May-18,33948.45,15900.45,,,
Atsugi,3078,Corner Pocket 401401,Jun-18,25373.05,20298.45,,,
Atsugi,3078,Corner Pocket 401401,Jul-18,4073.20,13651.65,,,
Atsugi,3078,Corner Pocket 401401,Aug-18,50105.70,29691.40,,,
Atsugi,3078,Corner Pocket 401401,Sep-18,29853.25,23882.60,297444.45,236471.95,
Atsugi,3078,Corner Pocket 401401,Oct-18,31599.05,29324.65,,,
Atsugi,3078,Corner Pocket 401401,Nov-18,33030.90,22379.35,,,
Atsugi,3078,Corner Pocket 401401,Dec-18,18657.50,21520.70,,,
Atsugi,3078,Corner Pocket 401401,Jan-19,48165.75,31937.90,,,
Atsugi,3078,Corner Pocket 401401,Feb-19,14080.50,11264.40,,,
Atsugi,3078,Corner Pocket 401401,Mar-19,28002.80,22402.25,,,
Atsugi,3078,Corner Pocket 401401,Apr-19,43037.25,34429.80,,,
Atsugi,3078,Corner Pocket 401401,May-19,27268.75,21815.00,,,
Atsugi,3078,Corner Pocket 401401,Jun-19,31810.75,25448.60,,,
Atsugi,3078,Corner Pocket 401401,Jul-19,22382.75,20114.20,,,
Atsugi,3078,Corner Pocket 401401,Aug-19,51548.25,39030.60,,,
Atsugi,3078,Corner Pocket 401401,Sep-19,21695.95,17356.75,371280.20,297024.20,
Atsugi,3078,Corner Pocket 401401,Oct-19,15311.00,12248.80,,,
Atsugi,3078,Corner Pocket 401401,Nov-19,26736.95,21389.55,,,
Atsugi,3078,Corner Pocket 401401,Dec-19,14689.35,18114.50,,,
Atsugi,3078,Corner Pocket 401401,Jan-20,56622.25,38934.80,,,
Atsugi,3078,Corner Pocket 401401,Feb-20,3861.45,3089.15,,,
Atsugi,3078,Corner Pocket 401401,Mar-20,31023.45,24818.75,,,
Atsugi,3078,Corner Pocket 401401,Apr-20,,,,,
Atsugi,3078,Corner Pocket 401401,May-20,,,,,
Atsugi,3078,Corner Pocket 401401,Jun-20,,,,,
Atsugi,3078,Corner Pocket 401401,Jul-20,26474.00,21179.20,,,
Atsugi,3078,Corner Pocket 401401,Aug-20,18685.50,14948.40,,,
Atsugi,3078,Corner Pocket 401401,Sep-20,45057.85,36046.30,238461.80,190769.45,
Atsugi,3078,Corner Pocket 401401,Oct-20,24531.75,19625.40,,,
Atsugi,3078,Corner Pocket 401401,Nov-20,11608.60,11851.65,,,
Atsugi,3078,Corner Pocket 401401,Dec-20,3206.00,,,,
Atsugi,3078,Corner Pocket 401401,Jan-21,4586.40,3669.10,,,
Atsugi,3078,Corner Pocket 401401,Feb-21,17570.05,14056.05,,,
Atsugi,3078,Corner Pocket 401401,Mar-21,25636.50,20509.20,,,
Atsugi,3078,Corner Pocket 401401,Apr-21,30405.20,24324.20,,,
Atsugi,3078,Corner Pocket 401401,May-21,26758.60,22814.65,,,
Atsugi,3078,Corner Pocket 401401,Jun-21,(1157.65),22305.55,,,
Atsugi,3078,Corner Pocket 401401,Jul-21,43658.15,10287.10,,,
Atsugi,3078,Corner Pocket 401401,Aug-21,13913.90,11131.10,,,
Atsugi,3078,Corner Pocket 401401,Sep-21,31798.00,25438.40,232515.50,186012.40,
Atsugi,3078,Corner Pocket 401401,Oct-21,18174.30,14539.45,,,
Atsugi,3078,Corner Pocket 401401,Nov-21,-371.35,1976.10,,,
Atsugi,3078,Corner Pocket 401401,Dec-21,28011.40,20135.95,,,
Atsugi,3078,Corner Pocket 401401,Jan-22,135,70.4,10856.30,,
Atsugi,3078,Corner Pocket 401401,Feb-22,305,87.9,24470.30,,
Atsugi,3078,Corner Pocket 401401,Mar-22,891,0.2,7128.15,,
Atsugi,3078,Corner Pocket 401401,Apr-22,10903.60,8722.90,,,
Atsugi,3078,Corner Pocket 401401,May-22,480,1,3840.80,,
Atsugi,3078,Corner Pocket 401401,Jun-22,312,98.9,25039.10,,
Atsugi,3078,Corner Pocket 401401,Jul-22,7473.50,5978.80,,,
Atsugi,3078,Corner Pocket 401401,Aug-22,13116.30,10493.05,,,
Atsugi,3078,Corner Pocket 401401,Sep-22,23166.90,18533.50,189643.05,151714.40,
Atsugi,3078,Corner Pocket 401401,Oct-22,14944.50,11955.60,,,
Atsugi,3078,Corner Pocket 401401,Nov-22,7218.20,5774.55,,,
Atsugi,3078,Corner Pocket 401401,Dec-22,13259.55,10607.65,,,
Atsugi,3078,Corner Pocket 401401,Jan-23,17208.45,13766.75,,,
Atsugi,3078,Corner Pocket 401401,Feb-23,(16406.00),,,,
Atsugi,3078,Corner Pocket 401401,Mar-23,16406.00,,,,
Atsugi,3078,Corner Pocket 401401,Apr-23,,,,,
Atsugi,3078,Corner Pocket 401401,May-23,1172.50,938.00,,,
Atsugi,3078,Corner Pocket 401401,Jun-23,17400.90,13920.75,,,
Atsugi,3078,Corner Pocket 401401,Jul-23,10306.80,14874.80,,,
Atsugi,3078,Corner Pocket 401401,Aug-23,27188.65,15121.55,,,
Atsugi,3078,Corner Pocket 401401,Sep-23,31243.59,22965.05,139943.14,109924.70,
Atsugi,3078,Corner Pocket 401401,Oct-23,23776.00,19660.80,,,
Atsugi,3078,Corner Pocket 401401,Nov-23,19682.35,15768.90,,,
Atsugi,3078,Corner Pocket 401401,Dec-23,25764.85,26152.25,,,
Atsugi,3078,Corner Pocket 401401,Jan-24,9043.75,31845.15,,,
Atsugi,3078,Corner Pocket 401401,Feb-24,78486.20,32663.65,,,
Atsugi,3078,Corner Pocket 401401,Mar-24,43217.90,34602.20,,,
Atsugi,3078,Corner Pocket 401401,Apr-24,46881.15,36742.65,,,
Atsugi,3078,Corner Pocket 401401,May-24,,,,,
Atsugi,3078,Corner Pocket 401401,Jun-24,,,,,
Atsugi,3078,Corner Pocket 401401,Jul-24,,,,,
Atsugi,3078,Corner Pocket 401401,Aug-24,,,,,
Atsugi,3078,Corner Pocket 401401,Sep-24,,,246852.20,197435.60,
Atsugi,3079,Club Trilogy 401401,Oct-12,(3617.96),,,,
Atsugi,3079,Club Trilogy 401401,Nov-12,71168.45,58984.50,,,
Atsugi,3079,Club Trilogy 401401,Dec-12,71477.81,61889.65,,,
Atsugi,3079,Club Trilogy 401401,Jan-13,85469.75,66360.85,,,
Atsugi,3079,Club Trilogy 401401,Feb-13,125228.62,97922.70,,,
Atsugi,3079,Club Trilogy 401401,Mar-13,85554.83,72165.25,,,
Atsugi,3079,Club Trilogy 401401,Apr-13,132276.26,105557.10,,,
Atsugi,3079,Club Trilogy 401401,May-13,151584.19,119814.95,,,
Atsugi,3079,Club Trilogy 401401,Jun-13,140589.57,109613.95,,,
Atsugi,3079,Club Trilogy 401401,Jul-13,102735.44,84795.95,,,
Atsugi,3079,Club Trilogy 401401,Aug-13,123312.56,97195.05,,,
Atsugi,3079,Club Trilogy 401401,Sep-13,97356.54,81032.00,1183136.06,955331.95,
Atsugi,3079,Club Trilogy 401401,Oct-13,103724.15,77410.10,,,
Atsugi,3079,Club Trilogy 401401,Nov-13,72027.45,57621.95,,,
Atsugi,3079,Club Trilogy 401401,Dec-13,53924.50,43139.55,,,
Atsugi,3079,Club Trilogy 401401,Jan-14,,,,,
Atsugi,3079,Club Trilogy 401401,Feb-14,4067.29,,,,
Atsugi,3079,Club Trilogy 401401,Mar-14,,,,,
Atsugi,3079,Club Trilogy 401401,Apr-14,,,,,
Atsugi,3079,Club Trilogy 401401,May-14,,,,,
Atsugi,3079,Club Trilogy 401401,Jun-14,,,,,
Atsugi,3079,Club Trilogy 401401,Jul-14,,,,,
Atsugi,3079,Club Trilogy 401401,Aug-14,,,,,
Atsugi,3079,Club Trilogy 401401,Sep-14,,,233743.39,178171.60,
Atsugi,3079,Club Trilogy 401401,Oct-14,,,,,
Atsugi,3079,Club Trilogy 401401,Nov-14,,,,,
Atsugi,3079,Club Trilogy 401401,Dec-14,,,,,
Atsugi,3079,Club Trilogy 401401,Jan-15,,,,,
Atsugi,3079,Club Trilogy 401401,Feb-15,,,,,
Atsugi,3079,Club Trilogy 401401,Mar-15,,,,,
Atsugi,3079,Club Trilogy 401401,Apr-15,,,,,
Atsugi,3079,Club Trilogy 401401,May-15,,,,,
Atsugi,3079,Club Trilogy 401401,Jun-15,,,,,
Atsugi,3079,Club Trilogy 401401,Jul-15,14603.85,11683.10,,,
Atsugi,3079,Club Trilogy 401401,Aug-15,32737.70,26190.15,,,
Atsugi,3079,Club Trilogy 401401,Sep-15,33788.15,27030.50,81129.70,64903.75,
Atsugi,3079,Club Trilogy 401401,Oct-15,42244.50,33795.60,,,
Atsugi,3079,Club Trilogy 401401,Nov-15,27514.95,22011.95,,,
Atsugi,3079,Club Trilogy 401401,Dec-15,41976.75,33581.40,,,
Atsugi,3079,Club Trilogy 401401,Jan-16,28512.80,22810.25,,,
Atsugi,3079,Club Trilogy 401401,Feb-16,50213.05,40170.45,,,
Atsugi,3079,Club Trilogy 401401,Mar-16,62443.55,49954.80,,,
Atsugi,3079,Club Trilogy 401401,Apr-16,52388.25,41910.60,,,
Atsugi,3079,Club Trilogy 401401,May-16,75833.90,60667.10,,,
Atsugi,3079,Club Trilogy 401401,Jun-16,70322.80,56258.25,,,
Atsugi,3079,Club Trilogy 401401,Jul-16,29193.10,23354.50,,,
Atsugi,3079,Club Trilogy 401401,Aug-16,76659.95,61327.95,,,
Atsugi,3079,Club Trilogy 401401,Sep-16,71334.20,57067.35,628637.80,502910.20,
Atsugi,3079,Club Trilogy 401401,Oct-16,53916.75,43133.40,,,
Atsugi,3079,Club Trilogy 401401,Nov-16,44166.85,35333.50,,,
Atsugi,3079,Club Trilogy 401401,Dec-16,77822.20,62257.75,,,
Atsugi,3079,Club Trilogy 401401,Jan-17,46776.95,37421.60,,,
Atsugi,3079,Club Trilogy 401401,Feb-17,64048.15,51238.55,,,
Atsugi,3079,Club Trilogy 401401,Mar-17,88804.10,71043.30,,,
Atsugi,3079,Club Trilogy 401401,Apr-17,103101.95,82481.55,,,
Atsugi,3079,Club Trilogy 401401,May-17,71946.75,57557.40,,,
Atsugi,3079,Club Trilogy 401401,Jun-17,65446.10,52356.80,,,
Atsugi,3079,Club Trilogy 401401,Jul-17,70892.50,56714.00,,,
Atsugi,3079,Club Trilogy 401401,Aug-17,91034.40,72827.50,,,
Atsugi,3079,Club Trilogy 401401,Sep-17,69640.95,55712.75,847597.65,678078.10,
Atsugi,3079,Club Trilogy 401401,Oct-17,59240.15,47392.15,,,
Atsugi,3079,Club Trilogy 401401,Nov-17,62832.75,50266.20,,,
Atsugi,3079,Club Trilogy 401401,Dec-17,64260.00,51408.00,,,
Atsugi,3079,Club Trilogy 401401,Jan-18,57167.05,45733.65,,,
Atsugi,3079,Club Trilogy 401401,Feb-18,76487.15,61189.70,,,
Atsugi,3079,Club Trilogy 401401,Mar-18,73531.20,58824.95,,,
Atsugi,3079,Club Trilogy 401401,Apr-18,105835.40,84668.30,,,
Atsugi,3079,Club Trilogy 401401,May-18,83167.55,66534.00,,,
Atsugi,3079,Club Trilogy 401401,Jun-18,54521.80,43617.40,,,
Atsugi,3079,Club Trilogy 401401,Jul-18,72372.40,57897.95,,,
Atsugi,3079,Club Trilogy 401401,Aug-18,60325.90,48260.75,,,
Atsugi,3079,Club Trilogy 401401,Sep-18,71992.60,57594.05,841733.95,673387.10,
Atsugi,3079,Club Trilogy 401401,Oct-18,47341.65,37873.35,,,
Atsugi,3079,Club Trilogy 401401,Nov-18,59266.45,47413.15,,,
Atsugi,3079,Club Trilogy 401401,Dec-18,60695.25,48556.20,,,
Atsugi,3079,Club Trilogy 401401,Jan-19,56323.10,45058.50,,,
Atsugi,3079,Club Trilogy 401401,Feb-19,74124.05,59299.25,,,
Atsugi,3079,Club Trilogy 401401,Mar-19,97827.05,78261.65,,,
Atsugi,3079,Club Trilogy 401401,Apr-19,117530.45,98299.15,,,
Atsugi,3079,Club Trilogy 401401,May-19,113388.55,86436.05,,,
Atsugi,3079,Club Trilogy 401401,Jun-19,70775.22,57854.80,,,
Atsugi,3079,Club Trilogy 401401,Jul-19,98947.88,79363.70,,,
Atsugi,3079,Club Trilogy 401401,Aug-19,107651.00,84680.80,,,
Atsugi,3079,Club Trilogy 401401,Sep-19,88927.45,71141.95,992798.10,794238.55,
Atsugi,3079,Club Trilogy 401401,Oct-19,106085.15,84868.15,,,
Atsugi,3079,Club Trilogy 401401,Nov-19,65122.45,52097.95,,,
Atsugi,3079,Club Trilogy 401401,Dec-19,66916.10,61091.30,,,
Atsugi,3079,Club Trilogy 401401,Jan-20,118255.40,87045.95,,,
Atsugi,3079,Club Trilogy 401401,Feb-20,96369.30,77095.45,,,
Atsugi,3079,Club Trilogy 401401,Mar-20,114322.40,91457.95,,,
Atsugi,3079,Club Trilogy 401401,Apr-20,,,,,
Atsugi,3079,Club Trilogy 401401,May-20,,,,,
Atsugi,3079,Club Trilogy 401401,Jun-20,17804.35,23116.60,,,
Atsugi,3079,Club Trilogy 401401,Jul-20,91726.10,64507.75,,,
Atsugi,3079,Club Trilogy 401401,Aug-20,62974.60,52813.65,,,
Atsugi,3079,Club Trilogy 401401,Sep-20,105578.60,86006.85,845154.45,680101.60,
Atsugi,3079,Club Trilogy 401401,Oct-20,150502.45,116423.95,,,
Atsugi,3079,Club Trilogy 401401,Nov-20,86577.30,101377.50,,,
Atsugi,3079,Club Trilogy 401401,Dec-20,181437.05,113034.05,,,
Atsugi,3079,Club Trilogy 401401,Jan-21,95170.15,76136.15,,,
Atsugi,3079,Club Trilogy 401401,Feb-21,91733.25,73386.60,,,
Atsugi,3079,Club Trilogy 401401,Mar-21,122801.90,108053.05,,,
Atsugi,3079,Club Trilogy 401401,Apr-21,163347.90,120866.80,,,
Atsugi,3079,Club Trilogy 401401,May-21,53756.50,50672.55,,,
Atsugi,3079,Club Trilogy 401401,Jun-21,80754.45,58372.20,,,
Atsugi,3079,Club Trilogy 401401,Jul-21,90539.00,70995.20,,,
Atsugi,3079,Club Trilogy 401401,Aug-21,39553.85,35717.10,,,
Atsugi,3079,Club Trilogy 401401,Sep-21,107546.60,81963.30,1263720.40,1006998.45,
Atsugi,3079,Club Trilogy 401401,Oct-21,59430.65,47544.50,,,
Atsugi,3079,Club Trilogy 401401,Nov-21,13912.15,45372.35,,,
Atsugi,3079,Club Trilogy 401401,Dec-21,145848.75,82436.35,,,
Atsugi,3079,Club Trilogy 401401,Jan-22,67828.75,59414.05,,,
Atsugi,3079,Club Trilogy 401401,Feb-22,28480.60,35555.35,,,
Atsugi,3079,Club Trilogy 401401,Mar-22,136723.30,91456.70,,,
Atsugi,3079,Club Trilogy 401401,Apr-22,76988.55,61590.85,,,
Atsugi,3079,Club Trilogy 401401,May-22,66143.40,62632.55,,,
Atsugi,3079,Club Trilogy 401401,Jun-22,74275.30,49702.40,,,
Atsugi,3079,Club Trilogy 401401,Jul-22,56631.55,45305.20,,,
Atsugi,3079,Club Trilogy 401401,Aug-22,69810.40,68649.00,,,
Atsugi,3079,Club Trilogy 401401,Sep-22,98396.10,65916.15,894469.50,715575.45,
Atsugi,3079,Club Trilogy 401401,Oct-22,74341.00,62733.80,,,
Atsugi,3079,Club Trilogy 401401,Nov-22,23939.95,20685.45,,,
Atsugi,3079,Club Trilogy 401401,Dec-22,46668.25,44870.85,,,
Atsugi,3079,Club Trilogy 401401,Jan-23,32502.30,30037.95,,,
Atsugi,3079,Club Trilogy 401401,Feb-23,140991.85,113148.10,,,
Atsugi,3079,Club Trilogy 401401,Mar-23,191498.65,136477.50,,,
Atsugi,3079,Club Trilogy 401401,Apr-23,111709.05,89367.25,,,
Atsugi,3079,Club Trilogy 401401,May-23,73401.80,69901.55,,,
Atsugi,3079,Club Trilogy 401401,Jun-23,134900.05,96739.95,,,
Atsugi,3079,Club Trilogy 401401,Jul-23,62810.95,62773.45,,,
Atsugi,3079,Club Trilogy 401401,Aug-23,134671.65,95212.65,,,
Atsugi,3079,Club Trilogy 401401,Sep-23,68904.30,58728.95,1096339.80,880677.45,
Atsugi,3079,Club Trilogy 401401,Oct-23,13706.35,30012.70,,,
Atsugi,3079,Club Trilogy 401401,Nov-23,112303.25,68948.35,,,
Atsugi,3079,Club Trilogy 401401,Dec-23,76400.30,79244.05,,,
Atsugi,3079,Club Trilogy 401401,Jan-24,57030.55,45711.05,,,
Atsugi,3079,Club Trilogy 401401,Feb-24,107274.95,66471.95,,,
Atsugi,3079,Club Trilogy 401401,Mar-24,90464.50,72792.00,,,
Atsugi,3079,Club Trilogy 401401,Apr-24,70159.10,61620.60,,,
Atsugi,3079,Club Trilogy 401401,May-24,,,,,
Atsugi,3079,Club Trilogy 401401,Jun-24,,,,,
Atsugi,3079,Club Trilogy 401401,Jul-24,,,,,
Atsugi,3079,Club Trilogy 401401,Aug-24,,,,,
Atsugi,3079,Club Trilogy 401401,Sep-24,,,527339.00,424800.70,
Atsugi,3083,CPO Club,Oct-12,,,,,
Atsugi,3083,CPO Club,Nov-12,,,,,
Atsugi,3083,CPO Club,Dec-12,,,,,
Atsugi,3083,CPO Club,Jan-13,,,,,
Atsugi,3083,CPO Club,Feb-13,,,,,
Atsugi,3083,CPO Club,Mar-13,7091.00,5672.80,,,
Atsugi,3083,CPO Club,Apr-13,5620.00,4496.00,,,
Atsugi,3083,CPO Club,May-13,5034.00,4027.20,,,
Atsugi,3083,CPO Club,Jun-13,1792.00,1433.60,,,
Atsugi,3083,CPO Club,Jul-13,1967.00,1573.60,,,
Atsugi,3083,CPO Club,Aug-13,1717.00,1373.60,,,
Atsugi,3083,CPO Club,Sep-13,1813.00,1450.40,25034.00,20027.20,
Atsugi,3083,CPO Club,Oct-13,1972.00,1577.60,,,
Atsugi,3083,CPO Club,Nov-13,680.00,544.00,,,
Atsugi,3083,CPO Club,Dec-13,646.00,516.80,,,
Atsugi,3083,CPO Club,Jan-14,,,,,
Atsugi,3083,CPO Club,Feb-14,,,,,
Atsugi,3083,CPO Club,Mar-14,,,,,
Atsugi,3083,CPO Club,Apr-14,,,,,
Atsugi,3083,CPO Club,May-14,,,,,
Atsugi,3083,CPO Club,Jun-14,,,,,
Atsugi,3083,CPO Club,Jul-14,,,,,
Atsugi,3083,CPO Club,Aug-14,,,,,
Atsugi,3083,CPO Club,Sep-14,,,3298.00,2638.40,
Atsugi,3083,CPO Club,Oct-21,,,,,
Atsugi,3083,CPO Club,Nov-21,,,,,
Atsugi,3083,CPO Club,Dec-21,,,,,
Atsugi,3083,CPO Club,Jan-22,,,,,
Atsugi,3083,CPO Club,Feb-22,,,,,
Atsugi,3083,CPO Club,Mar-22,,,,,
Atsugi,3083,CPO Club,Apr-22,,,,,
Atsugi,3083,CPO Club,May-22,,,,,
Atsugi,3083,CPO Club,Jun-22,,,,,
Atsugi,3083,CPO Club,Jul-22,,,,,
Atsugi,3083,CPO Club,Aug-22,,,,,
Atsugi,3083,CPO Club,Sep-22,,,,,
Atsugi,3083,CPO Club,Oct-22,,,,,
Atsugi,3083,CPO Club,Nov-22,,,,,
Atsugi,3083,CPO Club,Dec-22,,,,,
Atsugi,3083,CPO Club,Jan-23,,,,,
Atsugi,3083,CPO Club,Feb-23,,,,,
Atsugi,3083,CPO Club,Mar-23,,,,,
Atsugi,3083,CPO Club,Apr-23,,,,,
Atsugi,3083,CPO Club,May-23,,,,,
Atsugi,3083,CPO Club,Jun-23,,,,,
Atsugi,3083,CPO Club,Jul-23,,,,,
Atsugi,3083,CPO Club,Aug-23,,,,,
Atsugi,3083,CPO Club,Sep-23,,,,,
Chin Hae,2521,Turtle Cove 300501,Oct-08,26154.41,20100.00,,,
Chin Hae,2521,Turtle Cove 300501,Nov-08,11156.79,8840.30,,,
Chin Hae,2521,Turtle Cove 300501,Oct-12,11585.21,7467.30,,,
Chin Hae,2521,Turtle Cove 300501,Nov-12,41705.33,29238.95,,,
Chin Hae,2521,Turtle Cove 300501,Dec-12,37557.10,26277.15,,,
Chin Hae,2521,Turtle Cove 300501,Jan-13,26398.01,18513.10,,,
Chin Hae,2521,Turtle Cove 300501,Feb-13,25171.72,17584.70,,,
Chin Hae,2521,Turtle Cove 300501,Mar-13,16370.65,11535.50,,,
Chin Hae,2521,Turtle Cove 300501,Apr-13,31565.91,22035.20,,,
Chin Hae,2521,Turtle Cove 300501,May-13,33012.42,23400.60,,,
Chin Hae,2521,Turtle Cove 300501,Jun-13,12495.02,8812.15,,,
Chin Hae,2521,Turtle Cove 300501,Jul-13,25478.60,17956.55,,,
Chin Hae,2521,Turtle Cove 300501,Aug-13,22448.90,15906.25,,,
Chin Hae,2521,Turtle Cove 300501,Sep-13,21206.80,14736.60,304995.67,213464.05,
Chin Hae,2521,Turtle Cove 300501,Oct-13,31275.51,21867.60,,,
Chin Hae,2521,Turtle Cove 300501,Nov-13,,,,,Temp Closed
Chin Hae,2521,Turtle Cove 300501,Dec-13,,,,,Temp Closed
Chin Hae,2521,Turtle Cove 300501,Jan-14,17955.98,12282.95,,,
Chin Hae,2521,Turtle Cove 300501,Feb-14,18843.24,13255.05,,,
Chin Hae,2521,Turtle Cove 300501,Mar-14,25703.05,17992.15,,,
Chin Hae,2521,Turtle Cove 300501,Apr-14,45992.30,32194.65,,,
Chin Hae,2521,Turtle Cove 300501,May-14,25800.71,18128.40,,,
Chin Hae,2521,Turtle Cove 300501,Jun-14,30054.75,22170.25,,,
Chin Hae,2521,Turtle Cove 300501,Jul-14,23963.52,15658.80,,,
Chin Hae,2521,Turtle Cove 300501,Aug-14,43927.58,32403.95,,,
Chin Hae,2521,Turtle Cove 300501,Sep-14,23007.04,17128.25,286523.68,203082.05,
Chin Hae,2521,Turtle Cove 300501,Oct-14,21267.92,11888.05,,,
Chin Hae,2521,Turtle Cove 300501,Nov-14,27906.09,20288.60,,,
Chin Hae,2521,Turtle Cove 300501,Dec-14,27660.49,19673.75,,,
Chin Hae,2521,Turtle Cove 300501,Jan-15,29625.01,20533.35,,,
Chin Hae,2521,Turtle Cove 300501,Feb-15,33510.83,25671.25,,,
Chin Hae,2521,Turtle Cove 300501,Mar-15,19603.99,13580.65,,,
Chin Hae,2521,Turtle Cove 300501,Apr-15,26795.87,16595.35,,,
Chin Hae,2521,Turtle Cove 300501,May-15,26952.02,26773.85,,,
Chin Hae,2521,Turtle Cove 300501,Jun-15,28461.31,15827.95,,,
Chin Hae,2521,Turtle Cove 300501,Jul-15,28545.72,15821.00,,,
Chin Hae,2521,Turtle Cove 300501,Aug-15,34757.83,23942.95,,,
