Installation,Loc#,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Status
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-12,1568.25,1097.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-12,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-12,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-12,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-12,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-12,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-12,2443.00,1710.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-12,3975.00,2782.50,49137.25,34396.10,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-12,7347.00,5142.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-12,4044.00,2830.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-12,7453.00,5217.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-13,4942.80,3459.95,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-13,7432.20,5202.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-13,10235.35,7164.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-13,11822.90,8276.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-13,9095.35,6366.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-13,8753.50,6127.45,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-13,8150.95,5705.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-13,5067.90,3547.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-13,3086.80,2160.75,87431.75,61202.15,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-13,8484.85,5939.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-13,8056.35,5639.45,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-13,15091.50,10564.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-14,5417.20,3792.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-14,7309.65,5116.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-14,5797.50,6591.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-14,14449.25,7581.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-14,6999.55,4899.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-14,9769.90,6838.95,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-14,8659.00,6061.30,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-14,6945.50,4861.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-14,11225.40,7857.80,108205.65,75744.15,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-14,3939.80,2757.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-14,5205.30,3643.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-14,10661.00,7462.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-15,9074.20,6351.95,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-15,7597.00,5317.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-15,2798.35,1958.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-15,11860.10,8302.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-15,13927.20,9749.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-15,7798.00,5458.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-15,5871.95,4110.35,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-15,4303.95,3012.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-15,11082.15,7757.50,94119.00,65883.30,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-15,4770.00,3339.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-15,6107.00,4274.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-15,16731.25,11711.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-16,3530.00,2471.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-16,6588.70,4612.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-16,16960.35,11872.25,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-16,10250.95,7175.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-16,14668.75,10268.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-16,12101.00,8470.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-16,6637.00,4645.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-16,10167.95,7117.55,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-16,13415.00,9390.50,121927.95,85349.55,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-16,12175.00,8522.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-16,11547.00,8082.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-16,7845.85,5492.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-17,7818.05,5472.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-17,11851.00,8295.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-17,4923.00,3446.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-17,7940.15,5558.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-17,12156.00,8509.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-17,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-17,4.60,3.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-17,4256.00,2979.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-17,7706.00,5394.20,88222.65,61755.85,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-17,3059.00,2141.30,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-17,852.20,596.55,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-17,5104.00,3572.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-18,6805.00,4763.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-18,13311.00,9317.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-18,5194.35,3636.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-18,2887.45,2021.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-18,22986.90,16090.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-18,9968.00,6977.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-18,5378.00,3764.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-18,3935.00,2754.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-18,12070.80,8449.55,91551.70,64086.20,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-18,11166.00,7816.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-18,11117.00,7781.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-18,9472.10,6630.45,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-19,8670.00,6069.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-19,24118.00,16882.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-19,6509.00,4556.30,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-19,14977.00,10483.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-19,8828.80,6180.15,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-19,10130.00,7091.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-19,8709.50,6096.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-19,25713.75,17999.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-19,11690.60,8183.40,151101.75,105771.25,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-19,6465.50,4525.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-19,5226.00,3658.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-19,10380.50,7266.35,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-20,9905.85,6934.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-20,235.00,164.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-20,10451.00,7315.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-20,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-20,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-20,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-20,14171.00,9919.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-20,5205.40,3643.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-20,21840.65,15288.45,83880.90,58716.65,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-20,9089.50,6362.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-20,7713.25,6410.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-20,(4049.50),6875.05,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-21,12935.40,9054.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-21,25207.25,7893.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-21,33891.20,22754.35,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-21,26808.60,19621.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-21,4777.90,13028.65,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-21,34598.25,13679.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-21,14316.95,10021.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-21,16065.95,16094.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-21,,,181354.75,131797.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-21,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-21,7094.40,8730.00,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-21,24988.90,17492.25,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-22,943,5.75,660,5.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-22,274,76.15,106,20.75,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-22,327,06.85,228,94.85,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-22,6544.85,4581.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-22,110,58.15,774,0.7,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-22,154,30.1,108,01.05,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-22,11511.55,8058.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-22,9728.00,6809.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-22,9896.90,6927.80,165871.60,111261.55,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-22,187.70,131.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-22,12156.95,8509.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-22,16217.65,11352.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-23,3791.25,2653.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-23,891.40,4938.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-23,12737.00,4601.40,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-23,5320.25,3724.20,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-23,13566.70,9496.70,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-23,683.90,478.75,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-23,14334.05,10033.85,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-23,(10769.10),3154.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-23,17490.20,1992.10,86607.95,61067.95,
Rota,2601,PINZ (Rota Lanes BC) 201601,Oct-23,4517.00,3156.30,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Nov-23,1793.45,8477.50,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Dec-23,28724.65,13045.80,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jan-24,11863.80,8360.90,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Feb-24,11482.40,8181.10,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Mar-24,128.70,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Apr-24,12188.35,8167.60,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,May-24,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jun-24,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Jul-24,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Aug-24,,,,,
Rota,2601,PINZ (Rota Lanes BC) 201601,Sep-24,,,70698.35,49389.20,
Rota,2601,Rota BC 201601,Sep-09,6189.40,4332.60,6189.40,4332.60,
Rota,2601,Rota BC 201601,Oct-09,9915.73,6941.65,,,
Rota,2601,Rota BC 201601,Nov-09,5618.25,3932.80,,,
Rota,2601,Rota BC 201601,Dec-09,7232.80,5062.95,,,
Rota,2601,Rota BC 201601,Jan-10,11307.60,7915.30,,,
Rota,2601,Rota BC 201601,Feb-10,34848.15,24393.70,,,
Rota,2601,Rota BC 201601,Mar-10,27486.65,19240.70,,,
Rota,2601,Rota BC 201601,Apr-10,15884.60,11119.30,,,
Rota,2601,Rota BC 201601,May-10,18003.00,12602.10,,,
Rota,2601,Rota BC 201601,Jun-10,21336.40,14935.50,,,
Rota,2601,Rota BC 201601,Jul-10,4736.04,3315.35,,,
Rota,2602,Pizza Villa,Oct-08,3491.60,2444.15,,,
Rota,2602,Pizza Villa,Nov-08,1190.00,833.00,,,
Rota,2602,Pizza Villa,Dec-08,2845.35,1991.75,,,
Rota,2602,Pizza Villa,Jan-09,7378.25,5164.80,,,
Rota,2602,Pizza Villa,Feb-09,4963.00,3474.10,,,
Rota,2602,Pizza Villa,Mar-09,7492.55,5244.80,,,
Rota,2602,Pizza Villa,Apr-09,4486.35,3140.45,,,
Rota,2602,Pizza Villa,May-09,7781.65,5447.15,,,
Rota,2602,Pizza Villa,Jun-09,5013.90,3509.75,,,
Rota,2602,Pizza Villa,Jul-09,5328.00,3729.60,,,
Rota,2602,Pizza Villa,Aug-09,5946.80,4162.75,,,
Rota,2602,Pizza Villa,Sep-09,2627.60,1839.30,58545.05,40981.60,
Rota,2602,Pizza Villa,Oct-09,(8.69),,,,
Rota,2602,Pizza Villa,Nov-09,,,,,
Rota,2602,Pizza Villa,Dec-09,,,,,
Rota,2602,Pizza Villa,Jan-10,,,,,
Rota,2602,Pizza Villa,Feb-10,,,,,
Rota,2602,Pizza Villa,Mar-10,,,,,
Rota,2602,Pizza Villa,Apr-10,(0.90),,,,
Rota,2602,Pizza Villa,May-10,,,,,
Rota,2602,Pizza Villa,Jun-10,2232.55,1562.80,,,
Rota,2602,Pizza Villa,Jul-10,5644.48,3952.20,,,
Rota,2602,Pizza Villa,Aug-10,2962.00,2073.40,,,
Rota,2602,Pizza Villa,Sep-10,3708.50,2595.95,14537.94,10184.35,
Rota,2602,Pizza Villa,Oct-10,1214.00,849.80,,,
Rota,2602,Pizza Villa,Nov-10,4230.00,2961.00,,,
Rota,2602,Pizza Villa,Dec-10,3595.00,2516.50,,,
Rota,2602,Pizza Villa,Jan-11,,,,,
Rota,2602,Pizza Villa,Feb-11,181.00,126.70,,,
Rota,2602,Pizza Villa,Mar-11,2419.00,1693.30,,,
Rota,2602,Pizza Villa,Apr-11,1553.60,1087.50,,,
Rota,2602,Pizza Villa,May-11,2127.00,1488.90,,,
Rota,2602,Pizza Villa,Jun-11,1895.00,1326.50,,,
Rota,2602,Pizza Villa,Jul-11,3003.15,2102.20,,,
Rota,2602,Pizza Villa,Aug-11,2309.00,1616.30,,,
Rota,2602,Pizza Villa,Sep-11,1600.15,1120.10,24126.90,16888.80,
Rota,2602,Pizza Villa,Oct-11,,,,,
Rota,2602,Pizza Villa,Nov-11,,,,,
Rota,2602,Pizza Villa,Dec-11,,,,,
Rota,2602,Pizza Villa,Jan-12,,,,,
Rota,2602,Pizza Villa,Feb-12,,,,,
Rota,2602,Pizza Villa,Mar-12,,,,,
Rota,2602,Pizza Villa,Apr-12,,,,,
Rota,2602,Pizza Villa,May-12,,,,,
Rota,2602,Pizza Villa,Jun-12,,,,,
Rota,2602,Pizza Villa,Jul-12,,,,,
Rota,2602,Pizza Villa,Aug-12,,,,,
Rota,2602,Pizza Villa,Sep-12,,,,,
Rota,2604,Rota Air Term.,Oct-08,531.00,371.70,,,
Rota,2604,Rota Air Term.,Nov-08,77.00,53.90,,,
Rota,2604,Rota Air Term.,Dec-08,2354.00,1647.80,,,
Rota,2604,Rota Air Term.,Jan-09,155.00,108.50,,,
Rota,2604,Rota Air Term.,Feb-09,1987.00,1390.90,,,
Rota,2604,Rota Air Term.,Mar-09,4573.00,3201.10,,,
Rota,2604,Rota Air Term.,Apr-09,3875.00,2712.50,,,
Rota,2604,Rota Air Term.,May-09,545.00,381.50,,,
Rota,2604,Rota Air Term.,Jun-09,769.00,538.30,,,
Rota,2604,Rota Air Term.,Jul-09,,,,,
Rota,2604,Rota Air Term.,Aug-09,1608.40,1125.90,,,
Rota,2604,Rota Air Term.,Sep-09,,,16474.40,11532.10,
Rota,2604,Rota Air Term.,Oct-09,(2.44),(2.44),,,
Rota,2604,Rota Air Term.,May-12,174.00,121.80,,,
Rota,2604,Rota Air Term.,Jun-12,430.00,301.00,,,
Rota,2604,Rota Air Term.,Jul-12,1910.00,1337.00,,,
Rota,2604,Rota Air Term.,Aug-12,,,,,
Rota,2604,Rota Air Term.,Sep-12,636.00,445.20,3392.00,2374.40,
Rota,2604,Rota Air Term.,Oct-12,682.00,477.40,,,
Rota,2604,Rota Air Term.,Nov-12,1758.30,1230.80,,,
Rota,2604,Rota Air Term.,Dec-12,,,,,
Rota,2604,Rota Air Term.,Jan-13,,,,,
Rota,2604,Rota Air Term.,Feb-13,,,,,
Rota,2604,Rota Air Term.,Mar-13,,,,,
Rota,2604,Rota Air Term.,Apr-13,,,,,
Rota,2604,Rota Air Term.,May-13,,,,,
Rota,2604,Rota Air Term.,Jun-13,,,,,
Rota,2604,Rota Air Term.,Jul-13,,,,,
Rota,2604,Rota Air Term.,Aug-13,,,,,
Rota,2604,Rota Air Term.,Sep-13,,,2440.30,1708.20,
Rota,2605,Rota Fleet Ctr 201601,Oct-14,,,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-14,,,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-14,,,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-15,,,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-15,4956.00,3469.20,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-15,8390.00,5873.00,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-15,7087.00,4960.90,,,
Rota,2605,Rota Fleet Ctr 201601,May-15,12152.00,8506.40,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-15,6297.50,4408.25,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-15,13009.00,9106.30,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-15,2079.00,1455.30,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-15,954.00,667.80,54924.50,38447.15,
Rota,2605,Rota Fleet Ctr 201601,Oct-15,8547.00,5982.90,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-15,3574.50,2502.15,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-15,9630.00,6741.00,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-16,2504.00,1752.80,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-16,3275.00,2292.50,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-16,3485.00,2439.50,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-16,712.00,498.40,,,
Rota,2605,Rota Fleet Ctr 201601,May-16,3827.00,2678.90,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-16,2053.00,1437.10,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-16,,,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-16,2561.00,1792.70,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-16,436.00,305.20,40604.50,28423.15,
Rota,2605,Rota Fleet Ctr 201601,Oct-16,1390.00,973.00,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-16,3171.00,2219.70,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-16,874.00,611.80,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-17,2850.00,1995.00,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-17,2539.65,1777.75,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-17,3935.00,2754.50,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-17,5981.00,4186.70,,,
Rota,2605,Rota Fleet Ctr 201601,May-17,5168.85,3618.20,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-17,5221.95,3655.35,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-17,4959.00,3471.30,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-17,6787.00,4750.90,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-17,,,42877.45,30014.20,
Rota,2605,Rota Fleet Ctr 201601,Oct-17,14572.00,10200.40,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-17,5379.00,3765.30,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-17,7008.00,4905.60,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-18,13157.00,9209.90,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-18,11872.00,8310.40,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-18,14162.50,9913.75,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-18,12804.00,8962.80,,,
Rota,2605,Rota Fleet Ctr 201601,May-18,8938.00,6256.60,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-18,7074.00,4951.80,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-18,5435.00,3804.50,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-18,2981.00,2086.70,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-18,4975.00,3482.50,108357.50,75850.25,
Rota,2605,Rota Fleet Ctr 201601,Oct-18,998.00,698.60,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-18,5381.00,3766.70,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-18,1908.00,1335.60,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-19,1606.00,1124.20,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-19,8446.00,5912.20,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-19,10165.00,7115.50,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-19,12034.00,8423.80,,,
Rota,2605,Rota Fleet Ctr 201601,May-19,4880.00,3416.00,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-19,4702.00,3291.40,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-19,385.00,269.50,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-19,1388.00,971.60,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-19,4578.00,3204.60,56471.00,39529.70,
Rota,2605,Rota Fleet Ctr 201601,Oct-19,3359.00,2351.30,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-19,,,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-19,5219.75,3653.85,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-20,12140.00,8498.00,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-20,1661.00,1162.70,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-20,3275.45,2292.80,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-20,,,,,
Rota,2605,Rota Fleet Ctr 201601,May-20,,,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-20,,,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-20,,,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-20,3484.00,2438.80,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-20,,,29139.20,20397.45,
Rota,2605,Rota Fleet Ctr 201601,Oct-20,1384.95,969.45,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-20,2525.00,1767.50,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-20,2735.00,1914.50,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-21,10268.40,7187.90,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-21,5357.00,3749.90,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-21,8351.00,5845.70,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-21,14331.00,10031.70,,,
Rota,2605,Rota Fleet Ctr 201601,May-21,7633.00,5343.10,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-21,3383.60,2368.50,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-21,4847.85,3393.50,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-21,4328.00,3029.60,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-21,12039.00,8427.30,77183.80,54028.65,
Rota,2605,Rota Fleet Ctr 201601,Oct-21,1740.00,1218.00,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-21,3545.20,2481.65,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-21,3384.00,2368.80,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-22,0.00,0.00,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-22,5599.95,3919.95,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-22,4491.25,3143.90,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-22,6018.00,4212.60,,,
Rota,2605,Rota Fleet Ctr 201601,May-22,2269.00,1588.30,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-22,95.65,66.95,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-22,,,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-22,1327.00,928.9,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-22,3745.00,2621.50,32215.05,22550.55,
Rota,2605,Rota Fleet Ctr 201601,Oct-22,,,,,
Rota,2605,Rota Fleet Ctr 201601,Nov-22,,,,,
Rota,2605,Rota Fleet Ctr 201601,Dec-22,246.50,172.55,,,
Rota,2605,Rota Fleet Ctr 201601,Jan-23,3250.00,2275.00,,,
Rota,2605,Rota Fleet Ctr 201601,Feb-23,3363.00,2354.10,,,
Rota,2605,Rota Fleet Ctr 201601,Mar-23,,,,,
Rota,2605,Rota Fleet Ctr 201601,Apr-23,,,,,
Rota,2605,Rota Fleet Ctr 201601,May-23,,,,,
Rota,2605,Rota Fleet Ctr 201601,Jun-23,12.70,8.90,,,
Rota,2605,Rota Fleet Ctr 201601,Jul-23,1315.00,920.50,,,
Rota,2605,Rota Fleet Ctr 201601,Aug-23,2957.00,2069.90,,,
Rota,2605,Rota Fleet Ctr 201601,Sep-23,1669.90,1236.90,12814.10,9037.85,
Rota,2605,Rota Fleet Ctr 201601,Oct-23,1005.30,861.00,,,
