Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Age,Years_in_Storage,Month,Age_int,Years_in_Storage_float,Years_in_Storage_int,BaseName_match,match_score,match_country,Latitude,Longitude
Korea,24,PYONGTAEK,897,PFO STORAGE,336941,60,BAL V20/20 AMERICAN ORIGINAL,1723,11/21/2008,4/18/2015,336941-V080818754,12,5.0,December 2020,12,5.0,5,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337003,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/20/2015,5/14/2020,337003-668827,5,0.0,December 2020,5,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337005,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/20/2015,9/17/2020,337005-668829,5,0.0,December 2020,5,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337018,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,8/20/2015,5/14/2020,337018-668842,5,0.0,December 2020,5,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337688,60,WMS BLADE MULTI CHEST 3,1866,12/20/2016,3/27/2020,337688-5105388,4,0.0,December 2020,4,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337690,60,WMS BLADE MULTI CHEST 4,1867,12/20/2016,3/27/2020,337690-5105390,4,0.0,December 2020,4,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337932,60,KON CONC SELEXION MULTI 5,3504,4/6/2017,10/23/2020,337932-128389,3,0.0,December 2020,3,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337933,60,KON CONC SELEXION MULTI 4,3503,4/6/2017,10/23/2020,337933-128390,3,0.0,December 2020,3,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337934,60,KON CONC SELEXION MULT 6,3505,4/6/2017,10/23/2020,337934-128391,3,0.0,December 2020,3,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337956,60,NOV VIP EDITION 5/$4.00,3126,10/18/2017,9/16/2020,337956-724446,3,0.0,December 2020,3,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337958,60,NOV VIP EDITION 5/$4.00,3126,10/18/2017,9/16/2020,337958-724447,3,0.0,December 2020,3,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,339244,60,KON CONC SELEXION MULTI 7,3506,4/15/2018,10/23/2020,339244-137158,2,0.0,December 2020,2,0.0,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Japan,98,,915,FAR EAST DIST OFC,116224,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,116224-41D3171,10,10.0,December 2020,10,10.0,10,,0.5,,,
Japan,98,,915,FAR EAST DIST OFC,126858,740,IBM SUREPOS 4852,2038,9/30/2010,12/14/2018,126858-41D5486,10,2.0,December 2020,10,2.0,2,,0.5,,,
Japan,98,,915,FAR EAST DIST OFC,130592,740,IBM SUREPOS 4852,2038,10/15/2010,6/7/2015,130592-41D3372,10,5.0,December 2020,10,5.0,5,,0.5,,,
Japan,22,ZAMA,958,ZFO STORAGE,333393,70,ITC Smart Card Dispenser,1018,10/15/2004,10/8/2015,333393-26973,16,5.0,December 2020,16,5.0,5,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,335393,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/15/2008,2/20/2020,335393-346857,12,0.0,December 2020,12,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,335409,60,NOV PREM V+ 6ST MULTI-DENOM,4011,4/23/2009,8/7/2019,335409-403643,11,1.0,December 2020,11,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,335420,60,NOV PREM V+ 5ST MULTI-DENOM,4010,12/30/2009,3/27/2019,335420-446985,11,1.0,December 2020,11,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336428,60,NOV PREM V+ 5ST MULTI-DENOM,4010,9/24/2014,10/17/2020,336428-642989,6,0.0,December 2020,6,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336674,60,NOV PREM V+ 5ST MULTI-DENOM,4010,8/15/2008,6/18/2020,336674-346876,12,0.0,December 2020,12,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336710,60,WMS BLADE MULTI CHEST 2,1856,3/21/2015,1/19/2019,336710-5077942,5,1.0,December 2020,5,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336711,60,WMS BLADE MULTI CHEST 6,1869,3/21/2015,8/2/2020,336711-5077943,5,0.0,December 2020,5,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336714,60,WMS BLADE MULTI CHEST 2,1856,3/27/2015,1/19/2019,336714-5077941,5,1.0,December 2020,5,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336715,60,WMS BLADE MULTI CHEST 6,1869,3/21/2015,8/2/2020,336715-5077945,5,0.0,December 2020,5,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336738,60,BAL PRO CURVE QHBG (MLP),3210,10/20/2015,11/15/2018,336738-B150734266,5,2.0,December 2020,5,2.0,2,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336771,66,BAL PRO32 CASH'M IF YOU CAN,1769,9/11/2015,12/4/2019,336771-B130277972,5,1.0,December 2020,5,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336772,66,BAL PRO32 PRECIOUS JADE,1770,9/11/2015,12/4/2019,336772-B130277974,5,1.0,December 2020,5,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336780,66,BAL PRO32 AZTEC DAWN,1771,9/11/2015,12/4/2019,336780-B130277971,5,1.0,December 2020,5,1.0,1,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336871,60,BAL PRO CURVE QHBG (MLP),3216,10/3/2015,11/2/2020,336871-B150734272,5,0.0,December 2020,5,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336961,60,BAL PRO CURVE QHBG (MLP),3216,10/20/2015,11/2/2020,336961-B150734265,5,0.0,December 2020,5,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,337601,60,WMS BLADE MULTI CHEST 4,1867,12/7/2016,11/20/2020,337601-5105402,4,0.0,December 2020,4,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,337612,60,BAL PRO CURVE QHBG (MLP),3216,10/1/2017,11/2/2020,337612-B170502906,3,0.0,December 2020,3,0.0,0,Zama,1.0,Japan,35.488587,139.40767
Japan,26,OKINAWA,1103,OKINAWA F. O.,132974,740,IBM SUREPOS 4852,2038,9/25/2010,6/5/2014,132974-41D3176,10,6.0,December 2020,10,6.0,6,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,132976,740,IBM SUREPOS 4852,2038,9/25/2010,6/7/2013,132976-41D3302,10,7.0,December 2020,10,7.0,7,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,132985,740,IBM SUREPOS 4852,2038,9/25/2010,9/25/2010,132985-41D3358,10,10.0,December 2020,10,10.0,10,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332334,60,IGT NEFERTITI 25L 10C .01,841,11/1/2001,10/26/2019,332334-1116367,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332374,60,IGT iGAME CARNIVAL MYS 243 01,580,10/27/2001,10/26/2019,332374-1117088,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332383,60,IGT CATS 30L 8C .01,1590,10/27/2001,10/26/2019,332383-1116696,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332420,60,IGT iGAME CARNIVAL MYS 243 01,580,11/1/2001,11/5/2019,332420-1116728,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332424,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,11/5/2019,332424-1116702,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332428,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,8/12/2020,332428-1116720,19,0.0,December 2020,19,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332431,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,11/5/2019,332431-1117089,19,1.0,December 2020,19,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332432,60,IGT iGAME AZTEC TEMPLE 243 01,579,11/1/2001,8/12/2020,332432-1117085,19,0.0,December 2020,19,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332434,60,IGT iGAME COYOTE MOON 40L5C 01,683,11/1/2001,10/28/2020,332434-1116726,19,0.0,December 2020,19,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332895,60,IGT iGAME COYOTE MOON 40L5C 01,683,8/6/2003,11/5/2019,332895-1190982,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332897,60,IGT iGAME CARNIVAL MYS 243 01,580,8/6/2003,10/26/2019,332897-1190983,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332908,60,IGT iGAME COYOTE MOON 40L5C 01,683,2/1/2003,10/26/2019,332908-1190803,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332910,60,IGT iGAME CARNIVAL MYS 243 01,580,2/1/2003,8/12/2020,332910-1190802,17,0.0,December 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332911,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,10/26/2019,332911-1190788,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332914,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,11/5/2019,332914-1190784,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332916,60,IGT iGAME AZTEC TEMPLE 243 01,579,2/1/2003,10/26/2019,332916-1190801,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332917,60,IGT iGAME TWIN WIN 15L3C,689,2/1/2003,10/26/2019,332917-1190787,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332924,60,IGT iGAME CARNIVAL MYS 243 01,580,2/1/2003,8/12/2020,332924-1190789,17,0.0,December 2020,17,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332927,60,IGT iGAME AZTEC TEMPLE 243 01,579,2/1/2003,11/5/2019,332927-1190785,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,332935,60,IGT iGAME CARNIVAL MYS 243 01,580,1/1/2003,11/5/2019,332935-1190754,17,1.0,December 2020,17,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333213,70,DIEBOLD ACM,9001,10/30/2003,4/20/2016,333213-R10620538914,17,4.0,December 2020,17,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333366,70,ITC Smart Card Dispenser,1018,8/21/2004,6/5/2014,333366-26987,16,6.0,December 2020,16,6.0,6,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333631,60,IGT GAME KING CL IFACE 210,228,8/21/2004,11/7/2020,333631-1383695,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333646,60,IGT CLEOPATRA II 20L 10C .01,1280,8/21/2004,8/5/2020,333646-1383864,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333720,60,IGT iGAME AZTEC TEMPLE 243 01,579,8/21/2004,10/8/2020,333720-1384202,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333769,60,IGT iGAME CARNIVAL MYS 243 01,580,8/21/2004,10/8/2020,333769-1384406,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,333777,60,IGT DRAGON PHOENIX 20L 10C .01,1284,8/21/2004,11/2/2020,333777-1384414,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334158,60,IGT GAME KING CL IFACE 210,228,11/2/2004,8/5/2020,334158-1407116,16,0.0,December 2020,16,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334910,70,ITC Smart Card Dispenser,1018,2/24/2006,5/22/2009,334910-490533633,14,11.0,December 2020,14,11.0,11,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM,9001,2/24/2006,3/26/2008,334964-R106205-38899,14,12.0,December 2020,14,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336157,60,NOV PREM V+ 1ST MULTI-DENOM,4007,8/23/2008,8/12/2020,336157-346820,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336165,60,NOV PREM V+ 6ST MULTI-DENOM,4011,8/23/2008,8/12/2020,336165-346863,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336181,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,9/2/2020,336181-W2204487,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336183,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,9/2/2020,336183-W2204492,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336185,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,8/24/2018,336185-W2204482,12,2.0,December 2020,12,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336186,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,10/14/2020,336186-W2204488,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336187,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,8/24/2018,336187-W2204494,12,2.0,December 2020,12,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336188,60,WMS BBII MULTI GAME CHEST 1,1837,10/16/2008,10/14/2020,336188-W2204491,12,0.0,December 2020,12,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336189,60,WMS BBII MULTI GAME CHEST 4,1838,10/16/2008,8/24/2018,336189-W2204486,12,2.0,December 2020,12,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336246,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336246-454023,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336355,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336355-454018,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336356,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336356-454019,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336357,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336357-454034,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336358,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336358-454029,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336360,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336360-454033,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336361,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336361-454032,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336362,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336362-454017,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336364,60,NOV PREM V+ 3ST MULTI-DENOM,4008,9/1/2009,8/5/2020,336364-454030,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336366,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336366-454013,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336367,60,NOV PREM V+ 6ST MULTI-DENOM,4011,9/1/2009,8/5/2020,336367-454014,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336368,60,NOV PREM V+ 1ST MULTI-DENOM,4007,9/1/2009,8/5/2020,336368-454012,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336373,60,BAL S9 QH STARS&BARS 25L10C,771,10/6/2009,6/1/2019,336373-S070919426,11,1.0,December 2020,11,1.0,1,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336386,60,NOV PREM V+ 3ST MULTI-DENOM,4008,12/23/2009,8/12/2020,336386-447001,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336389,60,NOV PREM V+ 1ST MULTI-DENOM,4007,12/23/2009,8/12/2020,336389-447004,11,0.0,December 2020,11,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336405,60,AIN/A560 MULTI WIN2 (SAP-MJP),1371,8/22/2014,8/5/2020,336405-XAR568945,6,0.0,December 2020,6,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336535,60,WMS BLADE MULTI CHEST 6,1869,3/12/2015,12/13/2018,336535-5077267,5,2.0,December 2020,5,2.0,2,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336567,60,WMS BLADE MULTI CHEST 6,1869,12/21/2016,9/2/2020,336567-5105416,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336569,60,WMS BLADE MULTI CHEST 6,1869,12/21/2016,9/2/2020,336569-5105418,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336649,60,NOVOSTAR 4sT,3181,10/7/2016,4/22/2020,336649-132543,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336891,60,BAL V22/22 88 FORTUNES,3234,8/26/2015,4/22/2020,336891-B150531091,5,0.0,December 2020,5,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336899,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336899-143875,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336900,60,NOVOSTAR 5sT,3183,10/7/2016,4/22/2020,336900-143876,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337066,60,NOVOSTAR 6sT,3185,10/7/2016,4/22/2020,337066-173368,4,0.0,December 2020,4,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337308,60,AIN A600 MEGA CHOICE T(SAP-JP),3361,8/31/2017,8/5/2020,337308-XAR680388,3,0.0,December 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337521,60,IGT CRYSTAL/DUAL MULTI 702,1951,12/23/2017,8/5/2020,337521-2384746,3,0.0,December 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337710,60,BAL S9E TR DRAGON DYNASTY,1781,1/22/2010,12/23/2016,337710-T091100133,10,4.0,December 2020,10,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337723,60,NOV DOM PREMIUM ED 3 - 0.01,3084,3/14/2014,8/5/2020,337723-618396,6,0.0,December 2020,6,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337910,60,AIN/A560 MULTI WIN13 (SAP),1376,1/13/2017,8/5/2020,337910-XAR672761,3,0.0,December 2020,3,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338073,60,BAL J43 DANCING DRUMS MLP,3655,5/16/2019,9/2/2020,338073-5130267,1,0.0,December 2020,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,338087,60,IGT AXXIS 3D REEF OF RICHES,1911,8/2/2019,9/2/2020,338087-2145416,1,0.0,December 2020,1,0.0,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,117547,740,IBM SUREPOS 4852,2038,9/23/2010,7/2/2011,117547-41C8866,10,9.0,December 2020,10,9.0,9,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,334778,70,DIEBOLD ACM,9001,3/4/2006,7/2/2011,334778-R106205-38734,14,9.0,December 2020,14,9.0,9,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336496,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336496-5077246,5,0.0,December 2020,5,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336498,60,WMS BLADE MULTI CHEST 6,1869,3/23/2015,7/16/2020,336498-5077260,5,0.0,December 2020,5,0.0,0,Iwakuni,1.0,Japan,34.166562,132.21885
Europe,49,EDO LAB,1375,EUROPE DIST OFC,130590,740,IBM SUREPOS 4852,2038,10/15/2010,10/15/2010,130590-41D1075,10,10.0,December 2020,10,10.0,10,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,130637,740,IBM SUREPOS 4852,2038,10/15/2010,1/30/2020,130637-41D2688,10,0.0,December 2020,10,0.0,0,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,333091,60,IGT GAME KING CL IFACE 210,228,12/2/2004,1/30/2020,333091-1406885,16,0.0,December 2020,16,0.0,0,,0.5714285714285714,,,
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336030,60,WMS BBII MULTI GAME CHEST 1,1837,7/30/2009,1/30/2020,336030-W2228411,11,0.0,December 2020,11,0.0,0,,0.5714285714285714,,,
Europe,46,VILSECK,1584,VILSECK F. O.,130598,740,IBM SUREPOS 4852,2038,10/15/2010,8/12/2014,130598-4C99377,10,6.0,December 2020,10,6.0,6,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,130606,740,IBM SUREPOS 4852,2038,10/15/2010,12/7/2010,130606-41D2693,10,10.0,December 2020,10,10.0,10,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,333041,70,ITC Smart Card Dispenser,1018,10/20/2004,8/12/2014,333041-31656,16,6.0,December 2020,16,6.0,6,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,333212,70,DIEBOLD ACM,9001,10/30/2003,8/12/2014,333212-R10620538751,17,6.0,December 2020,17,6.0,6,,0.5,,,
Europe,46,VILSECK,1584,VILSECK F. O.,334355,70,ITC Smart Card Dispenser,1018,6/4/2005,8/12/2014,334355-510433002,15,6.0,December 2020,15,6.0,6,,0.5,,,
