Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Age,Years_in_Storage,Month,Age_int,Years_in_Storage_float,Years_in_Storage_int,BaseName_match,match_score,match_country,Latitude,Longitude
Korea,24,PYONGTAEK,897,PFO STORAGE,339250,60,KON CRES S/B/B JUNGLE BOUNTY 3544 4/15/2018,5/20/2021,339250-137155,Store,3,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,339249,60,KON CRES S/B/B VOLCANO BOUNTY 3545 4/15/2018,5/20/2021,339249-137154,Store,3,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,339248,60,KON CRES S/B/B JUNGLE BOUNTY 3544 4/15/2018,5/20/2021,339248-137153,Store,3,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337958,60,NOV VIP EDITION 5/$4.00 3126 #########,9/16/2020,337958-724447,Store,3,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337956,60,NOV VIP EDITION 5/$4.00 3126 #########,9/16/2020,337956-724446,Store,3,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337690,60,WMS BLADE MULTI CHEST 4 1867 #########,3/27/2020,337690-5105390,Store,4,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337688,60,WMS BLADE MULTI CHEST 3 1866 #########,3/27/2020,337688-5105388,Store,4,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337018,60,NOV NOVOSTAR 5ST MULTI-DENOM 4017 8/20/2015,5/14/2020,337018-668842,Store,5,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337005,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/20/2015,9/17/2020,337005-668829,Store,5,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336801,60,WMS BLADE GOLDFISH 3 1857 2/27/2015,8/12/2020,336801-5077247,Store,6,-,12.0,July 2021,,12.0,12,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336895,60,WMS BLADE GOLDFISH 3 1857 8/26/2015,4/28/2020,336895-5088530,Store,5,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336671,70,ITC Smart Card Dispenser 1018 4/3/2008,4/6/2019,336671-0801281,Store,13,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336847,60,BAL PRO CURVE QHBG (MLP) 3210 8/26/2015,10/3/2019,336847-B150531087,Store,5,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336812,60,BAL PRO CURVE QHBG (MLP) 3210 2/27/2015,2/12/2019,336812-B141219201,Store,6,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336593,60,NOV PREM V+ 4ST MULTI-DENOM 4009 4/28/2015,5/14/2020,336593-658761,Store,6,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336802,60,WMS BLADE MULTI CHEST 5 1868 2/27/2015,10/12/2018,336802-5077252,Store,6,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335833,60,NOV PREM V+ 5sT 3158 8/15/2008,12/22/2018,335833-346855,Store,12,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336784,70,CountR ACM 9007 9/11/2015,4/21/2020,336784-100100149,Store,5,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336750,70,ITC Smart Card Dispenser 1018 9/18/2015,3/8/2019,336750-C351530838,Store,5,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336742,60,BAL PRO CURVE QHBG (MLP) 3210 3/14/2015,2/12/2019,336742-B141219206,Store,6,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336699,60,AIN A560 MULTI WIN15 (SAP-MJP) 1381 #########,3/18/2020,336699-XAR647242,Store,9,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336692,60,NOV DOM PREMIUM ED 3 - 0.01 3084 3/7/2014,3/5/2020,336692-618385,Store,7,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,337003,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/20/2015,5/14/2020,337003-668827,Store,5,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333271,60,IGT iGAME CARNIVAL MYS 243 01 580 10/9/2004,9/10/2020,333271-1407735,Store,16,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334033,60,IGT iGAME CARNIVAL MYS 243 01 580 10/5/2004,5/2/2021,334033-1406068,Store,16,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334029,60,IGT iGAME CARNIVAL MYS 243 01 580 10/5/2004,5/14/2020,334029-1406060,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334022,60,IGT iGAME AZTEC TEMPLE 243 01 579 10/5/2004,4/6/2019,334022-1406071,Store,16,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333972,60,IGT iGAME AZTEC TEMPLE 243 01 579 10/9/2004,5/2/2021,333972-1407799,Store,16,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333577,60,IGT GAME KING CL IFACE 210 228 10/9/2004,5/14/2020,333577-1407822,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333485,60,IGT GAME KING CL IFACE 210 228 8/12/2004,5/14/2020,333485-1349253,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333445,70,ITC Smart Card Dispenser 1018 #########,9/10/2020,333445-23713,Store,17,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333443,70,ITC Smart Card Dispenser 1018 #########,9/10/2020,333443-23728,Store,17,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333439,70,ITC Smart Card Dispenser 1018 #########,9/10/2020,333439-23751,Store,17,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334034,60,IGT iGAME AZTEC TEMPLE 243 01 579 10/5/2004,5/14/2020,334034-1406062,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333279,60,NOV CF1+ ULT 10F 3106 7/2/2005,11/21/2015,333279-211560-173722,Store,16,5.0,-,July 2021,5,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333670,60,IGT iGAME AZTEC TEMPLE 243 01 579 8/21/2004,3/27/2020,333670-1383888,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333250,60,NOV CF1+ ULT 10B 3115 6/18/2005,12/6/2017,333250-210590-173269,Store,16,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333249,60,NOV CF1+ ULT 10G 3109 6/18/2005,1/26/2017,333249-210520-173268,Store,16,4.0,-,July 2021,4,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333221,70,DIEBOLD ACM 9001 8/11/2004,9/10/2020,333221-R10620538809,Store,16,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333024,70,DIEBOLD ACM 9001 3/15/2003,5/14/2020,333024-R10620538747,Store,18,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,332945,70,DIEBOLD ACM 9001 #########,9/10/2020,332945-R10620538228,Store,18,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,332944,70,DIEBOLD ACM 9001 12/2/2002,9/10/2020,332944-R10620538293,Store,18,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,332892,60,WMS BB INVADERS PLANET MOOLAH 1450 10/3/2006,3/27/2020,332892-W2140952,Store,14,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,125376,740,IBM SUREPOS 4852 2038 9/26/2010,3/25/2020,125376-41C8987,Store,10,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335824,60,NOV PREM V+ 6sT 3160 9/19/2014,4/6/2019,335824-642977,Store,6,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,336675,60,NOV PREM V+ 6sT 3160 8/15/2008,12/29/2017,336675-346873,Store,12,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333433,70,ITC Smart Card Dispenser 1018 12/9/2003,12/22/2018,333433-23746,Store,17,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335557,60,NOV CF1+ ULT 10H 3116 6/16/2006,12/6/2017,335557-207922,Store,15,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335780,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/27/2008,4/28/2020,335780-346812,Store,12,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335779,60,NOV PREM V+ 5sT 3158 8/27/2008,12/29/2017,335779-346805,Store,12,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335778,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/27/2008,9/10/2020,335778-346809,Store,12,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335777,60,NOV PREM V+ 1ST MULTI-DENOM 4007 8/27/2008,4/29/2020,335777-346811,Store,12,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335776,60,NOV PREM V+ 4ST MULTI-DENOM 4009 8/27/2008,4/28/2020,335776-346814,Store,12,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,333489,60,IGT GAME KING CL IFACE 210 228 8/12/2004,9/10/2020,333489-1349273,Store,16,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335644,70,ITC Smart Card Dispenser 1018 3/6/2007,9/10/2020,335644-500647708,Store,14,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334038,60,IGT GAME KING CL IFACE 210 228 10/5/2004,9/10/2020,334038-1406050,Store,16,-,11.0,July 2021,,11.0,11,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335551,60,NOV CF1+ ULT 10F 3106 6/16/2006,12/29/2017,335551-178457,Store,15,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335479,60,NOV CF1+ ULT 10D 3100 8/30/2007,10/29/2014,335479-285120,Store,13,6.0,-,July 2021,6,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335398,60,NOV PREM V+ 4sT 3156 8/15/2008,12/29/2017,335398-346869,Store,12,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335396,60,NOV PREM V+ 6sT 3160 8/15/2008,12/29/2017,335396-346878,Store,12,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334169,60,IGT iGAME CARNIVAL MYS 243 01 580 11/2/2004,3/27/2020,334169-1407544,Store,16,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335774,60,NOV PREM V+ 5sT 3158 8/27/2008,5/14/2020,335774-346819,Store,12,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334064,60,IGT iGAME AZTEC TEMPLE 243 01 579 10/9/2004,4/6/2019,334064-1406582,Store,16,2.0,-,July 2021,2,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,335391,60,NOV PREM V+ 1sT 3152 8/15/2008,12/29/2017,335391-346877,Store,12,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334071,60,IGT iGAME CARNIVAL MYS 243 01 580 10/9/2004,5/2/2021,334071-1406587,Store,16,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334159,60,IGT iGAME AZTEC TEMPLE 243 01 579 11/2/2004,5/2/2021,334159-1407114,Store,16,-,3.0,July 2021,,3.0,3,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334458,60,WMS BB CRYSTAL FOREST 1451 8/12/2005,3/27/2020,334458-W2084020,Store,15,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334472,60,WMS THAI TREASURES 10C 25L .01 839 8/12/2005,3/27/2020,334472-W2083976,Store,15,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334483,60,WMS BB INVADERS PLANET MOOLAH 1450 8/12/2005,3/27/2020,334483-W2084005,Store,15,1.0,-,July 2021,1,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334547,60,NOV CF1+ ULT 10E 3103 7/19/2006,12/29/2017,334547-223685,Store,15,3.0,-,July 2021,3,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Korea,24,PYONGTAEK,897,PFO STORAGE,334767,60,NOV CF1+ ULT 10H 3116 7/19/2006,5/4/2017,334767-223669,Store,15,4.0,-,July 2021,4,,0,Pyeongtaek,0.9473684210526315,South Korea,36.992108,127.11294
Japan,98,,915,FAR EAST DIST OFC,116224,740,IBM SUREPOS 4852 2038 9/25/2010,9/25/2010,116224-41D3171,Store,10,10.0,-,July 2021,10,,0,,0.5,,,
Japan,98,,915,FAR EAST DIST OFC,126858,740,IBM SUREPOS 4852 2038 9/30/2010,12/14/2018,126858-41D5486,Store,10,2.0,-,July 2021,2,,0,,0.5,,,
Japan,98,,915,FAR EAST DIST OFC,130592,740,IBM SUREPOS 4852 2038 #########,6/7/2015,130592-41D3372,Store,10,6.0,-,July 2021,6,,0,,0.5,,,
Japan,98,,916,FED TECH CTR,336804,60,WMS BLADE MULTI CHEST 6 1869 2/27/2015,4/1/2021,336804-5077261,Store,6,-,4.0,July 2021,,4.0,4,,0.5263157894736842,,,
Japan,22,ZAMA,958,ZFO STORAGE,336715,60,WMS BLADE MULTI CHEST 6 1869 3/21/2015,8/2/2020,336715-5077945,Store,6,-,12.0,July 2021,,12.0,12,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336961,60,BAL PRO CURVE QHBG (MLP) 3216 #########,11/2/2020,336961-B150734265,Store,5,-,9.0,July 2021,,9.0,9,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336871,60,BAL PRO CURVE QHBG (MLP) 3216 10/3/2015,11/2/2020,336871-B150734272,Store,5,-,9.0,July 2021,,9.0,9,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336738,60,BAL PRO CURVE QHBG (MLP) 3210 #########,11/15/2018,336738-B150734266,Store,5,2.0,-,July 2021,2,,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,337612,60,BAL PRO CURVE QHBG (MLP) 3216 10/1/2017,11/2/2020,337612-B170502906,Store,3,-,9.0,July 2021,,9.0,9,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336711,60,WMS BLADE MULTI CHEST 6 1869 3/21/2015,8/2/2020,336711-5077943,Store,6,-,12.0,July 2021,,12.0,12,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336710,60,WMS BLADE MULTI CHEST 2 1856 3/21/2015,1/19/2019,336710-5077942,Store,6,2.0,-,July 2021,2,,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,335394,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/15/2008,6/24/2021,335394-346871,Store,12,-,2.0,July 2021,,2.0,2,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,333393,70,ITC Smart Card Dispenser 1018 #########,10/8/2015,333393-26973,Store,16,5.0,-,July 2021,5,,0,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,337601,60,WMS BLADE MULTI CHEST 4 1867 12/7/2016,11/20/2020,337601-5105402,Store,4,-,9.0,July 2021,,9.0,9,Zama,1.0,Japan,35.488587,139.40767
Japan,22,ZAMA,958,ZFO STORAGE,336714,60,WMS BLADE MULTI CHEST 2 1856 3/27/2015,1/19/2019,336714-5077941,Store,6,2.0,-,July 2021,2,,0,Zama,1.0,Japan,35.488587,139.40767
Japan,26,OKINAWA,1103,OKINAWA F. O.,336181,60,WMS BBII MULTI GAME CHEST 4 1838 #########,9/2/2020,336181-W2204487,Store,12,-,11.0,July 2021,,11.0,11,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336231,60,BAL V20/20 AMERICAN ORIGINAL 1723 #########,3/18/2021,336231-V080818756,Store,12,-,5.0,July 2021,,5.0,5,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336189,60,WMS BBII MULTI GAME CHEST 4 1838 #########,8/24/2018,336189-W2204486,Store,12,2.0,-,July 2021,2,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336188,60,WMS BBII MULTI GAME CHEST 1 1837 #########,10/14/2020,336188-W2204491,Store,12,-,10.0,July 2021,,10.0,10,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336187,60,WMS BBII MULTI GAME CHEST 1 1837 #########,8/24/2018,336187-W2204494,Store,12,2.0,-,July 2021,2,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336186,60,WMS BBII MULTI GAME CHEST 4 1838 #########,10/14/2020,336186-W2204488,Store,12,-,10.0,July 2021,,10.0,10,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336185,60,WMS BBII MULTI GAME CHEST 4 1838 #########,8/24/2018,336185-W2204482,Store,12,2.0,-,July 2021,2,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336183,60,WMS BBII MULTI GAME CHEST 1 1837 #########,9/2/2020,336183-W2204492,Store,12,-,11.0,July 2021,,11.0,11,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336179,60,WMS BBII MULTI GAME CHEST 4 1838 #########,3/18/2021,336179-W2204484,Store,12,-,5.0,July 2021,,5.0,5,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336176,60,IGT GAME KING AVP 1501 #########,4/9/2021,336176-1903742,Store,12,-,4.0,July 2021,,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336170,60,IGT TRIPLE FORTUNE DRAGON AVP 1603 #########,4/9/2021,336170-1903745,Store,12,-,4.0,July 2021,,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336165,60,NOV PREM V+ 6ST MULTI-DENOM 4011 8/23/2008,8/12/2020,336165-346863,Store,12,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336157,60,NOV PREM V+ 1ST MULTI-DENOM 4007 8/23/2008,8/12/2020,336157-346820,Store,12,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336246,60,NOV PREM V+ 1ST MULTI-DENOM 4007 9/1/2009,8/5/2020,336246-454023,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM 9001 2/24/2006,3/26/2008,334964-R106205-38899,Store,15,13.0,-,July 2021,13,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336366,60,NOV PREM V+ 6ST MULTI-DENOM 4011 9/1/2009,8/5/2020,336366-454013,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336154,60,NOV PREM V+ 1ST MULTI-DENOM 4007 8/23/2008,4/8/2021,336154-346823,Store,12,-,4.0,July 2021,,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336373,60,BAL S9 QH STARS&BARS 25L10C 771 10/6/2009,6/1/2019,336373-S070919426,Store,11,2.0,-,July 2021,2,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,337710,60,BAL S9E TR DRAGON DYNASTY 1781 1/22/2010,12/23/2016,337710-T091100133,Store,11,4.0,-,July 2021,4,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336535,60,WMS BLADE MULTI CHEST 6 1869 3/12/2015,12/13/2018,336535-5077267,Store,6,2.0,-,July 2021,2,,0,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336533,60,WMS BLADE MULTI CHEST 6 1869 3/12/2015,3/18/2021,336533-5077265,Store,6,-,5.0,July 2021,,5.0,5,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336447,60,WMS BLADE MULTI CHEST 2 1856 10/3/2015,4/8/2021,336447-5091350,Store,5,-,4.0,July 2021,,4.0,4,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336389,60,NOV PREM V+ 1ST MULTI-DENOM 4007 #########,8/12/2020,336389-447004,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336386,60,NOV PREM V+ 3ST MULTI-DENOM 4008 #########,8/12/2020,336386-447001,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336362,60,NOV PREM V+ 3ST MULTI-DENOM 4008 9/1/2009,8/5/2020,336362-454017,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
Japan,26,OKINAWA,1103,OKINAWA F. O.,336367,60,NOV PREM V+ 6ST MULTI-DENOM 4011 9/1/2009,8/5/2020,336367-454014,Store,11,-,12.0,July 2021,,12.0,12,Okinawa,1.0,Japan,26.212401,127.68093
