Region,FO#,Location,Slots,ACM_CountR,ITC,FRS,Total,Month
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,170.0,11.0,13.0,7.0,201.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,36.0,2.0,4.0,2.0,44.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,119.0,8.0,9.0,5.0,141.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,96.0,6.0,5.0,3.0,110.0,October 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,773.0,49.0,56.0,33.0,911.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,147.0,8.0,9.0,8.0,172.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,340.0,18.0,24.0,13.0,395.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,61.0,3.0,4.0,2.0,70.0,October 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,748.0,39.0,57.0,33.0,877.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,107.0,4.0,5.0,2.0,118.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,21 DAEGU,,124.0,6.0,10.0,4.0,144.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Korea Total,,442.0,20.0,25.0,13.0,500.0,October 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,ARMP Total,,1963.0,108.0,138.0,79.0,2288.0,October 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,2 KAISERSLAUTERN,,170.0,11.0,13.0,7.0,201.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,31 ANSBACH,,36.0,2.0,4.0,2.0,44.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,46 VILSECK,,119.0,8.0,9.0,5.0,141.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,47 WIESBADEN,,96.0,6.0,5.0,3.0,110.0,November 2020
Europe                                                                      Slots   ACM/CountR                 ITC           FRS           Total,Europe Total,,773.0,49.0,56.0,33.0,911.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,26 OKINAWA,,338.0,18.0,24.0,13.0,393.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,27 IWAKUNI,,61.0,3.0,4.0,2.0,70.0,November 2020
Japan                                                                       Slots   ACM/CountR                 ITC           FRS           Total,Japan Total,,718.0,39.0,58.0,32.0,847.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,20 SEOUL,,107.0,4.0,5.0,2.0,118.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,21 DAEGU,,124.0,6.0,10.0,4.0,144.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,Korea Total,,442.0,20.0,25.0,13.0,500.0,November 2020
Korea                                                                       Slots   ACM/CountR                 ITC           FRS           Total,ARMP Total,,1933.0,108.0,139.0,78.0,2258.0,November 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,170.0,11.0,13.0,7.0,201.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,36.0,2.0,4.0,2.0,44.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,119.0,8.0,9.0,5.0,141.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,96.0,6.0,5.0,3.0,110.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,773.0,49.0,56.0,33.0,911.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,144.0,8.0,10.0,8.0,170.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,339.0,18.0,24.0,13.0,394.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,61.0,3.0,4.0,2.0,70.0,December 2020
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,744.0,39.0,58.0,33.0,874.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,107.0,4.0,5.0,2.0,118.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,21 DAEGU,,124.0,6.0,10.0,4.0,144.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Korea Total,,442.0,20.0,25.0,13.0,500.0,December 2020
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,ARMP Total,,1959.0,108.0,139.0,79.0,2285.0,December 2020
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,170.0,11.0,13.0,7.0,201.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,36.0,2.0,4.0,2.0,44.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,119.0,8.0,9.0,5.0,141.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,96.0,6.0,5.0,3.0,110.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,773.0,49.0,56.0,33.0,911.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,144.0,8.0,10.0,8.0,170.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,339.0,18.0,24.0,13.0,394.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,61.0,3.0,4.0,2.0,70.0,January 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,744.0,39.0,58.0,33.0,874.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,107.0,4.0,5.0,2.0,118.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,21 DAEGU,,127.0,6.0,12.0,5.0,150.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Korea Total,,445.0,20.0,27.0,14.0,506.0,January 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,ARMP Total,,1962.0,108.0,141.0,80.0,2291.0,January 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,170.0,11.0,13.0,7.0,201.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,36.0,2.0,4.0,2.0,44.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,115.0,8.0,9.0,5.0,137.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,88.0,6.0,5.0,3.0,102.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,761.0,49.0,56.0,33.0,899.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,144.0,8.0,10.0,8.0,170.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,339.0,18.0,24.0,13.0,394.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,65.0,3.0,4.0,2.0,74.0,February 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,748.0,39.0,58.0,33.0,878.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,105.0,4.0,5.0,2.0,116.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,21 DAEGU,,127.0,6.0,12.0,5.0,150.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Korea Total,,443.0,20.0,27.0,14.0,504.0,February 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,ARMP Total,,1952.0,108.0,141.0,80.0,2281.0,February 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,175.0,12.0,13.0,8.0,208.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,35.0,2.0,4.0,2.0,43.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,117.0,8.0,9.0,5.0,139.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,88.0,5.0,4.0,3.0,100.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,767.0,49.0,55.0,34.0,905.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,145.0,8.0,10.0,8.0,171.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,309.0,16.0,21.0,13.0,359.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,68.0,3.0,4.0,2.0,77.0,March 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,722.0,37.0,55.0,33.0,847.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,105.0,4.0,5.0,2.0,116.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,21 DAEGU,,127.0,6.0,12.0,5.0,150.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,23 UIJEONGBU,,73.0,4.0,3.0,3.0,83.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,24 PYONGTAEK,,138.0,6.0,7.0,4.0,155.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Korea Total,,443.0,20.0,27.0,14.0,504.0,March 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,ARMP Total,,1932.0,106.0,137.0,81.0,2256.0,March 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,2 KAISERSLAUTERN,,175.0,12.0,13.0,7.0,207.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,4 VICENZA,,73.0,5.0,5.0,3.0,86.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,10 GARMISCH,,23.0,2.0,2.0,1.0,28.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,31 ANSBACH,,35.0,2.0,4.0,2.0,43.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,39 SOUDA BAY,,24.0,2.0,2.0,1.0,29.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,40 SIGONELLA,,40.0,3.0,3.0,2.0,48.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,42 NAPLES,,47.0,2.0,4.0,2.0,55.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,43 ROTA,,57.0,4.0,5.0,4.0,70.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,45 STUTTGART,,88.0,4.0,4.0,3.0,99.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,46 VILSECK,,117.0,8.0,9.0,5.0,139.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,47 WIESBADEN,,88.0,5.0,4.0,3.0,100.0,April 2021
Europe                                                                      Slots   ACM/CountR                  ITC           FRS           Total,Europe Total,,767.0,49.0,55.0,33.0,904.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,17 SINGAPORE,,15.0,1.0,2.0,1.0,19.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,18 YOKOSUKA,,114.0,6.0,12.0,6.0,138.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,19 SASEBO,,71.0,3.0,6.0,3.0,83.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,22 ZAMA,,145.0,8.0,10.0,8.0,171.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,26 OKINAWA,,309.0,16.0,21.0,13.0,359.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,27 IWAKUNI,,68.0,3.0,4.0,2.0,77.0,April 2021
Japan                                                                       Slots   ACM/CountR                  ITC           FRS           Total,Japan Total,,722.0,37.0,55.0,33.0,847.0,April 2021
Korea                                                                       Slots   ACM/CountR                  ITC           FRS           Total,20 SEOUL,,105.0,4.0,5.0,2.0,116.0,April 2021
